mission_ql,character_level,slider_position,ordinary_terminal_eligible,evidence_status
60,77,3,True,PROVEN_HELPBOT
60,80,2,True,PROVEN_HELPBOT
60,81,2,True,PROVEN_HELPBOT
60,86,1,True,PROVEN_HELPBOT
60,87,1,True,PROVEN_HELPBOT
61,41,10,True,PROVEN_HELPBOT
61,47,9,True,PROVEN_HELPBOT
61,51,8,True,PROVEN_HELPBOT
61,56,7,True,PROVEN_HELPBOT
61,61,6,True,PROVEN_HELPBOT
61,68,5,True,PROVEN_HELPBOT
61,72,4,True,PROVEN_HELPBOT
61,82,2,True,PROVEN_HELPBOT
61,88,1,True,PROVEN_HELPBOT
62,35,11,True,PROVEN_HELPBOT
62,48,9,True,PROVEN_HELPBOT
62,52,8,True,PROVEN_HELPBOT
62,57,7,True,PROVEN_HELPBOT
62,62,6,True,PROVEN_HELPBOT
62,69,5,True,PROVEN_HELPBOT
62,73,4,True,PROVEN_HELPBOT
62,74,4,True,PROVEN_HELPBOT
62,78,3,True,PROVEN_HELPBOT
62,83,2,True,PROVEN_HELPBOT
62,89,1,True,PROVEN_HELPBOT
63,42,10,True,PROVEN_HELPBOT
63,49,9,True,PROVEN_HELPBOT
63,53,8,True,PROVEN_HELPBOT
63,58,7,True,PROVEN_HELPBOT
63,63,6,True,PROVEN_HELPBOT
63,70,5,True,PROVEN_HELPBOT
63,71,5,True,PROVEN_HELPBOT
63,75,4,True,PROVEN_HELPBOT
63,79,3,True,PROVEN_HELPBOT
63,84,2,True,PROVEN_HELPBOT
63,85,2,True,PROVEN_HELPBOT
63,90,1,True,PROVEN_HELPBOT
63,91,1,True,PROVEN_HELPBOT
64,36,11,True,PROVEN_HELPBOT
64,43,10,True,PROVEN_HELPBOT
64,54,8,True,PROVEN_HELPBOT
64,59,7,True,PROVEN_HELPBOT
64,64,6,True,PROVEN_HELPBOT
64,72,5,True,PROVEN_HELPBOT
64,76,4,True,PROVEN_HELPBOT
64,77,4,True,PROVEN_HELPBOT
64,80,3,True,PROVEN_HELPBOT
64,81,3,True,PROVEN_HELPBOT
64,86,2,True,PROVEN_HELPBOT
64,92,1,True,PROVEN_HELPBOT
65,50,9,True,PROVEN_HELPBOT
65,65,6,True,PROVEN_HELPBOT
65,73,5,True,PROVEN_HELPBOT
65,82,3,True,PROVEN_HELPBOT
65,87,2,True,PROVEN_HELPBOT
65,93,1,True,PROVEN_HELPBOT
65,94,1,True,PROVEN_HELPBOT
66,37,11,True,PROVEN_HELPBOT
66,44,10,True,PROVEN_HELPBOT
66,51,9,True,PROVEN_HELPBOT
66,55,8,True,PROVEN_HELPBOT
66,60,7,True,PROVEN_HELPBOT
66,66,6,True,PROVEN_HELPBOT
66,74,5,True,PROVEN_HELPBOT
66,78,4,True,PROVEN_HELPBOT
66,83,3,True,PROVEN_HELPBOT
66,88,2,True,PROVEN_HELPBOT
66,89,2,True,PROVEN_HELPBOT
66,95,1,True,PROVEN_HELPBOT
67,45,10,True,PROVEN_HELPBOT
67,52,9,True,PROVEN_HELPBOT
67,56,8,True,PROVEN_HELPBOT
67,61,7,True,PROVEN_HELPBOT
67,67,6,True,PROVEN_HELPBOT
67,75,5,True,PROVEN_HELPBOT
67,79,4,True,PROVEN_HELPBOT
67,84,3,True,PROVEN_HELPBOT
67,90,2,True,PROVEN_HELPBOT
67,96,1,True,PROVEN_HELPBOT
67,97,1,True,PROVEN_HELPBOT
68,38,11,True,PROVEN_HELPBOT
68,53,9,True,PROVEN_HELPBOT
68,57,8,True,PROVEN_HELPBOT
68,62,7,True,PROVEN_HELPBOT
68,68,6,True,PROVEN_HELPBOT
68,76,5,True,PROVEN_HELPBOT
68,80,4,True,PROVEN_HELPBOT
68,81,4,True,PROVEN_HELPBOT
68,85,3,True,PROVEN_HELPBOT
68,86,3,True,PROVEN_HELPBOT
68,91,2,True,PROVEN_HELPBOT
68,98,1,True,PROVEN_HELPBOT
69,39,11,True,PROVEN_HELPBOT
69,46,10,True,PROVEN_HELPBOT
69,58,8,True,PROVEN_HELPBOT
69,63,7,True,PROVEN_HELPBOT
69,69,6,True,PROVEN_HELPBOT
69,77,5,True,PROVEN_HELPBOT
69,82,4,True,PROVEN_HELPBOT
69,87,3,True,PROVEN_HELPBOT
69,92,2,True,PROVEN_HELPBOT
69,93,2,True,PROVEN_HELPBOT
69,99,1,True,PROVEN_HELPBOT
70,47,10,True,PROVEN_HELPBOT
70,54,9,True,PROVEN_HELPBOT
70,59,8,True,PROVEN_HELPBOT
70,64,7,True,PROVEN_HELPBOT
70,70,6,True,PROVEN_HELPBOT
70,78,5,True,PROVEN_HELPBOT
70,83,4,True,PROVEN_HELPBOT
70,88,3,True,PROVEN_HELPBOT
70,94,2,True,PROVEN_HELPBOT
70,100,1,True,PROVEN_HELPBOT
70,101,1,True,PROVEN_HELPBOT
71,40,11,True,PROVEN_HELPBOT
71,55,9,True,PROVEN_HELPBOT
71,65,7,True,PROVEN_HELPBOT
71,71,6,True,PROVEN_HELPBOT
71,79,5,True,PROVEN_HELPBOT
71,84,4,True,PROVEN_HELPBOT
71,89,3,True,PROVEN_HELPBOT
71,95,2,True,PROVEN_HELPBOT
71,102,1,True,PROVEN_HELPBOT
72,48,10,True,PROVEN_HELPBOT
72,56,9,True,PROVEN_HELPBOT
72,60,8,True,PROVEN_HELPBOT
72,66,7,True,PROVEN_HELPBOT
72,72,6,True,PROVEN_HELPBOT
72,80,5,True,PROVEN_HELPBOT
72,81,5,True,PROVEN_HELPBOT
72,85,4,True,PROVEN_HELPBOT
72,90,3,True,PROVEN_HELPBOT
72,91,3,True,PROVEN_HELPBOT
72,96,2,True,PROVEN_HELPBOT
72,97,2,True,PROVEN_HELPBOT
72,103,1,True,PROVEN_HELPBOT
72,104,1,True,PROVEN_HELPBOT
73,41,11,True,PROVEN_HELPBOT
73,49,10,True,PROVEN_HELPBOT
73,61,8,True,PROVEN_HELPBOT
73,67,7,True,PROVEN_HELPBOT
73,73,6,True,PROVEN_HELPBOT
73,82,5,True,PROVEN_HELPBOT
73,86,4,True,PROVEN_HELPBOT
73,87,4,True,PROVEN_HELPBOT
73,92,3,True,PROVEN_HELPBOT
73,98,2,True,PROVEN_HELPBOT
73,105,1,True,PROVEN_HELPBOT
74,57,9,True,PROVEN_HELPBOT
74,62,8,True,PROVEN_HELPBOT
74,68,7,True,PROVEN_HELPBOT
74,74,6,True,PROVEN_HELPBOT
74,83,5,True,PROVEN_HELPBOT
74,88,4,True,PROVEN_HELPBOT
74,93,3,True,PROVEN_HELPBOT
74,99,2,True,PROVEN_HELPBOT
74,106,1,True,PROVEN_HELPBOT
74,107,1,True,PROVEN_HELPBOT
75,42,11,True,PROVEN_HELPBOT
75,50,10,True,PROVEN_HELPBOT
75,58,9,True,PROVEN_HELPBOT
75,63,8,True,PROVEN_HELPBOT
75,69,7,True,PROVEN_HELPBOT
75,75,6,True,PROVEN_HELPBOT
75,84,5,True,PROVEN_HELPBOT
75,89,4,True,PROVEN_HELPBOT
75,94,3,True,PROVEN_HELPBOT
75,100,2,True,PROVEN_HELPBOT
75,101,2,True,PROVEN_HELPBOT
75,108,1,True,PROVEN_HELPBOT
76,51,10,True,PROVEN_HELPBOT
76,59,9,True,PROVEN_HELPBOT
76,64,8,True,PROVEN_HELPBOT
76,76,6,True,PROVEN_HELPBOT
76,85,5,True,PROVEN_HELPBOT
76,90,4,True,PROVEN_HELPBOT
76,95,3,True,PROVEN_HELPBOT
76,96,3,True,PROVEN_HELPBOT
76,102,2,True,PROVEN_HELPBOT
76,109,1,True,PROVEN_HELPBOT
77,43,11,True,PROVEN_HELPBOT
77,70,7,True,PROVEN_HELPBOT
77,77,6,True,PROVEN_HELPBOT
77,86,5,True,PROVEN_HELPBOT
77,91,4,True,PROVEN_HELPBOT
77,97,3,True,PROVEN_HELPBOT
77,103,2,True,PROVEN_HELPBOT
77,110,1,True,PROVEN_HELPBOT
77,111,1,True,PROVEN_HELPBOT
78,44,11,True,PROVEN_HELPBOT
78,52,10,True,PROVEN_HELPBOT
78,60,9,True,PROVEN_HELPBOT
78,65,8,True,PROVEN_HELPBOT
78,71,7,True,PROVEN_HELPBOT
78,78,6,True,PROVEN_HELPBOT
78,87,5,True,PROVEN_HELPBOT
78,92,4,True,PROVEN_HELPBOT
78,98,3,True,PROVEN_HELPBOT
78,104,2,True,PROVEN_HELPBOT
78,105,2,True,PROVEN_HELPBOT
78,112,1,True,PROVEN_HELPBOT
79,53,10,True,PROVEN_HELPBOT
79,61,9,True,PROVEN_HELPBOT
79,66,8,True,PROVEN_HELPBOT
79,72,7,True,PROVEN_HELPBOT
79,79,6,True,PROVEN_HELPBOT
79,88,5,True,PROVEN_HELPBOT
79,93,4,True,PROVEN_HELPBOT
79,94,4,True,PROVEN_HELPBOT
79,99,3,True,PROVEN_HELPBOT
79,106,2,True,PROVEN_HELPBOT
79,113,1,True,PROVEN_HELPBOT
79,114,1,True,PROVEN_HELPBOT
80,45,11,True,PROVEN_HELPBOT
80,62,9,True,PROVEN_HELPBOT
80,67,8,True,PROVEN_HELPBOT
80,73,7,True,PROVEN_HELPBOT
80,80,6,True,PROVEN_HELPBOT
80,89,5,True,PROVEN_HELPBOT
80,95,4,True,PROVEN_HELPBOT
80,100,3,True,PROVEN_HELPBOT
80,101,3,True,PROVEN_HELPBOT
80,107,2,True,PROVEN_HELPBOT
80,115,1,True,PROVEN_HELPBOT
81,54,10,True,PROVEN_HELPBOT
81,63,9,True,PROVEN_HELPBOT
81,68,8,True,PROVEN_HELPBOT
81,74,7,True,PROVEN_HELPBOT
81,81,6,True,PROVEN_HELPBOT
81,90,5,True,PROVEN_HELPBOT
81,91,5,True,PROVEN_HELPBOT
81,96,4,True,PROVEN_HELPBOT
81,102,3,True,PROVEN_HELPBOT
81,108,2,True,PROVEN_HELPBOT
81,109,2,True,PROVEN_HELPBOT
81,116,1,True,PROVEN_HELPBOT
81,117,1,True,PROVEN_HELPBOT
82,46,11,True,PROVEN_HELPBOT
82,55,10,True,PROVEN_HELPBOT
82,69,8,True,PROVEN_HELPBOT
82,75,7,True,PROVEN_HELPBOT
82,82,6,True,PROVEN_HELPBOT
82,92,5,True,PROVEN_HELPBOT
82,97,4,True,PROVEN_HELPBOT
82,103,3,True,PROVEN_HELPBOT
82,110,2,True,PROVEN_HELPBOT
82,118,1,True,PROVEN_HELPBOT
83,64,9,True,PROVEN_HELPBOT
83,76,7,True,PROVEN_HELPBOT
83,83,6,True,PROVEN_HELPBOT
83,93,5,True,PROVEN_HELPBOT
83,98,4,True,PROVEN_HELPBOT
83,104,3,True,PROVEN_HELPBOT
83,111,2,True,PROVEN_HELPBOT
83,119,1,True,PROVEN_HELPBOT
84,47,11,True,PROVEN_HELPBOT
84,56,10,True,PROVEN_HELPBOT
84,65,9,True,PROVEN_HELPBOT
84,70,8,True,PROVEN_HELPBOT
84,77,7,True,PROVEN_HELPBOT
84,84,6,True,PROVEN_HELPBOT
84,94,5,True,PROVEN_HELPBOT
84,99,4,True,PROVEN_HELPBOT
84,105,3,True,PROVEN_HELPBOT
84,106,3,True,PROVEN_HELPBOT
84,112,2,True,PROVEN_HELPBOT
84,113,2,True,PROVEN_HELPBOT
84,120,1,True,PROVEN_HELPBOT
84,121,1,True,PROVEN_HELPBOT
85,48,11,True,PROVEN_HELPBOT
85,57,10,True,PROVEN_HELPBOT
85,66,9,True,PROVEN_HELPBOT
85,71,8,True,PROVEN_HELPBOT
85,78,7,True,PROVEN_HELPBOT
85,85,6,True,PROVEN_HELPBOT
85,95,5,True,PROVEN_HELPBOT
85,100,4,True,PROVEN_HELPBOT
85,101,4,True,PROVEN_HELPBOT
85,107,3,True,PROVEN_HELPBOT
85,114,2,True,PROVEN_HELPBOT
85,122,1,True,PROVEN_HELPBOT
86,72,8,True,PROVEN_HELPBOT
86,79,7,True,PROVEN_HELPBOT
86,86,6,True,PROVEN_HELPBOT
86,96,5,True,PROVEN_HELPBOT
86,102,4,True,PROVEN_HELPBOT
86,108,3,True,PROVEN_HELPBOT
86,115,2,True,PROVEN_HELPBOT
86,123,1,True,PROVEN_HELPBOT
86,124,1,True,PROVEN_HELPBOT
87,49,11,True,PROVEN_HELPBOT
87,58,10,True,PROVEN_HELPBOT
87,67,9,True,PROVEN_HELPBOT
87,73,8,True,PROVEN_HELPBOT
87,87,6,True,PROVEN_HELPBOT
87,97,5,True,PROVEN_HELPBOT
87,103,4,True,PROVEN_HELPBOT
87,109,3,True,PROVEN_HELPBOT
87,116,2,True,PROVEN_HELPBOT
87,117,2,True,PROVEN_HELPBOT
87,125,1,True,PROVEN_HELPBOT
88,59,10,True,PROVEN_HELPBOT
88,68,9,True,PROVEN_HELPBOT
88,74,8,True,PROVEN_HELPBOT
88,80,7,True,PROVEN_HELPBOT
88,88,6,True,PROVEN_HELPBOT
88,98,5,True,PROVEN_HELPBOT
88,104,4,True,PROVEN_HELPBOT
88,110,3,True,PROVEN_HELPBOT
88,111,3,True,PROVEN_HELPBOT
88,118,2,True,PROVEN_HELPBOT
88,126,1,True,PROVEN_HELPBOT
88,127,1,True,PROVEN_HELPBOT
89,50,11,True,PROVEN_HELPBOT
89,69,9,True,PROVEN_HELPBOT
89,81,7,True,PROVEN_HELPBOT
89,89,6,True,PROVEN_HELPBOT
89,99,5,True,PROVEN_HELPBOT
89,105,4,True,PROVEN_HELPBOT
89,112,3,True,PROVEN_HELPBOT
89,119,2,True,PROVEN_HELPBOT
89,128,1,True,PROVEN_HELPBOT
90,60,10,True,PROVEN_HELPBOT
90,75,8,True,PROVEN_HELPBOT
90,82,7,True,PROVEN_HELPBOT
90,90,6,True,PROVEN_HELPBOT
90,100,5,True,PROVEN_HELPBOT
90,101,5,True,PROVEN_HELPBOT
90,106,4,True,PROVEN_HELPBOT
90,107,4,True,PROVEN_HELPBOT
90,113,3,True,PROVEN_HELPBOT
90,120,2,True,PROVEN_HELPBOT
90,121,2,True,PROVEN_HELPBOT
90,129,1,True,PROVEN_HELPBOT
91,51,11,True,PROVEN_HELPBOT
91,61,10,True,PROVEN_HELPBOT
91,70,9,True,PROVEN_HELPBOT
91,76,8,True,PROVEN_HELPBOT
91,77,8,True,PROVEN_HELPBOT
91,83,7,True,PROVEN_HELPBOT
91,91,6,True,PROVEN_HELPBOT
91,102,5,True,PROVEN_HELPBOT
91,108,4,True,PROVEN_HELPBOT
91,114,3,True,PROVEN_HELPBOT
91,122,2,True,PROVEN_HELPBOT
91,130,1,True,PROVEN_HELPBOT
91,131,1,True,PROVEN_HELPBOT
92,52,11,True,PROVEN_HELPBOT
92,71,9,True,PROVEN_HELPBOT
92,84,7,True,PROVEN_HELPBOT
92,92,6,True,PROVEN_HELPBOT
92,103,5,True,PROVEN_HELPBOT
92,109,4,True,PROVEN_HELPBOT
92,115,3,True,PROVEN_HELPBOT
92,116,3,True,PROVEN_HELPBOT
92,123,2,True,PROVEN_HELPBOT
92,132,1,True,PROVEN_HELPBOT
93,62,10,True,PROVEN_HELPBOT
93,72,9,True,PROVEN_HELPBOT
93,78,8,True,PROVEN_HELPBOT
93,85,7,True,PROVEN_HELPBOT
93,93,6,True,PROVEN_HELPBOT
93,104,5,True,PROVEN_HELPBOT
93,110,4,True,PROVEN_HELPBOT
93,117,3,True,PROVEN_HELPBOT
93,124,2,True,PROVEN_HELPBOT
93,125,2,True,PROVEN_HELPBOT
93,133,1,True,PROVEN_HELPBOT
93,134,1,True,PROVEN_HELPBOT
94,63,10,True,PROVEN_HELPBOT
94,73,9,True,PROVEN_HELPBOT
94,79,8,True,PROVEN_HELPBOT
94,86,7,True,PROVEN_HELPBOT
94,94,6,True,PROVEN_HELPBOT
94,105,5,True,PROVEN_HELPBOT
94,111,4,True,PROVEN_HELPBOT
94,118,3,True,PROVEN_HELPBOT
94,126,2,True,PROVEN_HELPBOT
94,135,1,True,PROVEN_HELPBOT
95,53,11,True,PROVEN_HELPBOT
95,87,7,True,PROVEN_HELPBOT
95,95,6,True,PROVEN_HELPBOT
95,106,5,True,PROVEN_HELPBOT
95,112,4,True,PROVEN_HELPBOT
95,119,3,True,PROVEN_HELPBOT
95,127,2,True,PROVEN_HELPBOT
95,136,1,True,PROVEN_HELPBOT
95,137,1,True,PROVEN_HELPBOT
96,64,10,True,PROVEN_HELPBOT
96,74,9,True,PROVEN_HELPBOT
96,80,8,True,PROVEN_HELPBOT
96,88,7,True,PROVEN_HELPBOT
96,96,6,True,PROVEN_HELPBOT
96,107,5,True,PROVEN_HELPBOT
96,113,4,True,PROVEN_HELPBOT
96,114,4,True,PROVEN_HELPBOT
96,120,3,True,PROVEN_HELPBOT
96,121,3,True,PROVEN_HELPBOT
96,128,2,True,PROVEN_HELPBOT
96,129,2,True,PROVEN_HELPBOT
96,138,1,True,PROVEN_HELPBOT
97,54,11,True,PROVEN_HELPBOT
97,65,10,True,PROVEN_HELPBOT
97,75,9,True,PROVEN_HELPBOT
97,81,8,True,PROVEN_HELPBOT
97,89,7,True,PROVEN_HELPBOT
97,97,6,True,PROVEN_HELPBOT
97,108,5,True,PROVEN_HELPBOT
97,115,4,True,PROVEN_HELPBOT
97,122,3,True,PROVEN_HELPBOT
97,130,2,True,PROVEN_HELPBOT
97,139,1,True,PROVEN_HELPBOT
98,55,11,True,PROVEN_HELPBOT
98,76,9,True,PROVEN_HELPBOT
98,82,8,True,PROVEN_HELPBOT
98,98,6,True,PROVEN_HELPBOT
98,109,5,True,PROVEN_HELPBOT
98,116,4,True,PROVEN_HELPBOT
98,123,3,True,PROVEN_HELPBOT
98,131,2,True,PROVEN_HELPBOT
98,140,1,True,PROVEN_HELPBOT
98,141,1,True,PROVEN_HELPBOT
99,66,10,True,PROVEN_HELPBOT
99,83,8,True,PROVEN_HELPBOT
99,90,7,True,PROVEN_HELPBOT
99,99,6,True,PROVEN_HELPBOT
99,110,5,True,PROVEN_HELPBOT
99,111,5,True,PROVEN_HELPBOT
99,117,4,True,PROVEN_HELPBOT
99,124,3,True,PROVEN_HELPBOT
99,132,2,True,PROVEN_HELPBOT
99,133,2,True,PROVEN_HELPBOT
99,142,1,True,PROVEN_HELPBOT
100,56,11,True,PROVEN_HELPBOT
100,67,10,True,PROVEN_HELPBOT
100,77,9,True,PROVEN_HELPBOT
100,84,8,True,PROVEN_HELPBOT
100,91,7,True,PROVEN_HELPBOT
100,100,6,True,PROVEN_HELPBOT
100,112,5,True,PROVEN_HELPBOT
100,118,4,True,PROVEN_HELPBOT
100,125,3,True,PROVEN_HELPBOT
100,126,3,True,PROVEN_HELPBOT
100,134,2,True,PROVEN_HELPBOT
100,143,1,True,PROVEN_HELPBOT
100,144,1,True,PROVEN_HELPBOT
101,78,9,True,PROVEN_HELPBOT
101,92,7,True,PROVEN_HELPBOT
101,101,6,True,PROVEN_HELPBOT
101,113,5,True,PROVEN_HELPBOT
101,119,4,True,PROVEN_HELPBOT
101,127,3,True,PROVEN_HELPBOT
101,135,2,True,PROVEN_HELPBOT
101,145,1,True,PROVEN_HELPBOT
102,57,11,True,PROVEN_HELPBOT
102,68,10,True,PROVEN_HELPBOT
102,79,9,True,PROVEN_HELPBOT
102,85,8,True,PROVEN_HELPBOT
102,93,7,True,PROVEN_HELPBOT
102,102,6,True,PROVEN_HELPBOT
102,114,5,True,PROVEN_HELPBOT
102,120,4,True,PROVEN_HELPBOT
102,121,4,True,PROVEN_HELPBOT
102,128,3,True,PROVEN_HELPBOT
102,136,2,True,PROVEN_HELPBOT
102,137,2,True,PROVEN_HELPBOT
102,146,1,True,PROVEN_HELPBOT
102,147,1,True,PROVEN_HELPBOT
103,58,11,True,PROVEN_HELPBOT
103,69,10,True,PROVEN_HELPBOT
103,86,8,True,PROVEN_HELPBOT
103,94,7,True,PROVEN_HELPBOT
103,103,6,True,PROVEN_HELPBOT
103,115,5,True,PROVEN_HELPBOT
103,122,4,True,PROVEN_HELPBOT
103,129,3,True,PROVEN_HELPBOT
103,138,2,True,PROVEN_HELPBOT
103,148,1,True,PROVEN_HELPBOT
104,80,9,True,PROVEN_HELPBOT
104,87,8,True,PROVEN_HELPBOT
104,95,7,True,PROVEN_HELPBOT
104,104,6,True,PROVEN_HELPBOT
104,116,5,True,PROVEN_HELPBOT
104,123,4,True,PROVEN_HELPBOT
104,130,3,True,PROVEN_HELPBOT
104,131,3,True,PROVEN_HELPBOT
104,139,2,True,PROVEN_HELPBOT
104,149,1,True,PROVEN_HELPBOT
105,59,11,True,PROVEN_HELPBOT
105,70,10,True,PROVEN_HELPBOT
105,81,9,True,PROVEN_HELPBOT
105,88,8,True,PROVEN_HELPBOT
105,96,7,True,PROVEN_HELPBOT
105,105,6,True,PROVEN_HELPBOT
105,117,5,True,PROVEN_HELPBOT
105,124,4,True,PROVEN_HELPBOT
105,132,3,True,PROVEN_HELPBOT
105,140,2,True,PROVEN_HELPBOT
105,141,2,True,PROVEN_HELPBOT
105,150,1,True,INFERRED_LOCAL_TABLE
105,151,1,True,INFERRED_LOCAL_TABLE
106,71,10,True,PROVEN_HELPBOT
106,82,9,True,PROVEN_HELPBOT
106,89,8,True,PROVEN_HELPBOT
106,97,7,True,PROVEN_HELPBOT
106,106,6,True,PROVEN_HELPBOT
106,118,5,True,PROVEN_HELPBOT
106,125,4,True,PROVEN_HELPBOT
106,133,3,True,PROVEN_HELPBOT
106,142,2,True,PROVEN_HELPBOT
106,152,1,True,INFERRED_LOCAL_TABLE
107,83,9,True,PROVEN_HELPBOT
107,98,7,True,PROVEN_HELPBOT
107,107,6,True,PROVEN_HELPBOT
107,119,5,True,PROVEN_HELPBOT
107,126,4,True,PROVEN_HELPBOT
107,127,4,True,PROVEN_HELPBOT
107,134,3,True,PROVEN_HELPBOT
107,143,2,True,PROVEN_HELPBOT
107,153,1,True,INFERRED_LOCAL_TABLE
107,154,1,True,INFERRED_LOCAL_TABLE
108,60,11,True,PROVEN_HELPBOT
108,72,10,True,PROVEN_HELPBOT
108,90,8,True,PROVEN_HELPBOT
108,99,7,True,PROVEN_HELPBOT
108,108,6,True,PROVEN_HELPBOT
108,120,5,True,PROVEN_HELPBOT
108,121,5,True,PROVEN_HELPBOT
108,128,4,True,PROVEN_HELPBOT
108,135,3,True,PROVEN_HELPBOT
108,136,3,True,PROVEN_HELPBOT
108,144,2,True,PROVEN_HELPBOT
108,145,2,True,PROVEN_HELPBOT
108,155,1,True,INFERRED_LOCAL_TABLE
109,61,11,True,PROVEN_HELPBOT
109,73,10,True,PROVEN_HELPBOT
109,84,9,True,PROVEN_HELPBOT
109,91,8,True,PROVEN_HELPBOT
109,109,6,True,PROVEN_HELPBOT
109,122,5,True,PROVEN_HELPBOT
109,129,4,True,PROVEN_HELPBOT
109,137,3,True,PROVEN_HELPBOT
109,146,2,True,PROVEN_HELPBOT
109,156,1,True,INFERRED_LOCAL_TABLE
109,157,1,True,INFERRED_LOCAL_TABLE
110,62,11,True,PROVEN_HELPBOT
110,85,9,True,PROVEN_HELPBOT
110,92,8,True,PROVEN_HELPBOT
110,100,7,True,PROVEN_HELPBOT
110,110,6,True,PROVEN_HELPBOT
110,123,5,True,PROVEN_HELPBOT
110,130,4,True,PROVEN_HELPBOT
110,138,3,True,PROVEN_HELPBOT
110,147,2,True,PROVEN_HELPBOT
110,158,1,True,INFERRED_LOCAL_TABLE
111,74,10,True,PROVEN_HELPBOT
111,86,9,True,PROVEN_HELPBOT
111,93,8,True,PROVEN_HELPBOT
111,101,7,True,PROVEN_HELPBOT
111,111,6,True,PROVEN_HELPBOT
111,124,5,True,PROVEN_HELPBOT
111,131,4,True,PROVEN_HELPBOT
111,139,3,True,PROVEN_HELPBOT
111,148,2,True,PROVEN_HELPBOT
111,149,2,True,PROVEN_HELPBOT
111,159,1,True,INFERRED_LOCAL_TABLE
112,63,11,True,PROVEN_HELPBOT
112,75,10,True,PROVEN_HELPBOT
112,94,8,True,PROVEN_HELPBOT
112,102,7,True,PROVEN_HELPBOT
112,112,6,True,PROVEN_HELPBOT
112,125,5,True,PROVEN_HELPBOT
112,132,4,True,PROVEN_HELPBOT
112,140,3,True,PROVEN_HELPBOT
112,141,3,True,PROVEN_HELPBOT
112,150,2,True,INFERRED_LOCAL_TABLE
112,160,1,True,INFERRED_LOCAL_TABLE
112,161,1,True,INFERRED_LOCAL_TABLE
113,87,9,True,PROVEN_HELPBOT
113,103,7,True,PROVEN_HELPBOT
113,113,6,True,PROVEN_HELPBOT
113,126,5,True,PROVEN_HELPBOT
113,133,4,True,PROVEN_HELPBOT
113,134,4,True,PROVEN_HELPBOT
113,142,3,True,PROVEN_HELPBOT
113,151,2,True,INFERRED_LOCAL_TABLE
113,162,1,True,INFERRED_LOCAL_TABLE
114,64,11,True,PROVEN_HELPBOT
114,76,10,True,PROVEN_HELPBOT
114,88,9,True,PROVEN_HELPBOT
114,95,8,True,PROVEN_HELPBOT
114,104,7,True,PROVEN_HELPBOT
114,114,6,True,PROVEN_HELPBOT
114,127,5,True,PROVEN_HELPBOT
114,135,4,True,PROVEN_HELPBOT
114,143,3,True,PROVEN_HELPBOT
114,152,2,True,INFERRED_LOCAL_TABLE
114,153,2,True,INFERRED_LOCAL_TABLE
114,163,1,True,INFERRED_LOCAL_TABLE
114,164,1,True,INFERRED_LOCAL_TABLE
115,77,10,True,PROVEN_HELPBOT
115,89,9,True,PROVEN_HELPBOT
115,96,8,True,PROVEN_HELPBOT
115,105,7,True,PROVEN_HELPBOT
115,115,6,True,PROVEN_HELPBOT
115,128,5,True,PROVEN_HELPBOT
115,136,4,True,PROVEN_HELPBOT
115,144,3,True,PROVEN_HELPBOT
115,154,2,True,INFERRED_LOCAL_TABLE
115,165,1,True,INFERRED_LOCAL_TABLE
116,65,11,True,PROVEN_HELPBOT
116,97,8,True,PROVEN_HELPBOT
116,106,7,True,PROVEN_HELPBOT
116,116,6,True,PROVEN_HELPBOT
116,129,5,True,PROVEN_HELPBOT
116,137,4,True,PROVEN_HELPBOT
116,145,3,True,PROVEN_HELPBOT
116,146,3,True,PROVEN_HELPBOT
116,155,2,True,INFERRED_LOCAL_TABLE
116,166,1,True,INFERRED_LOCAL_TABLE
116,167,1,True,INFERRED_LOCAL_TABLE
117,78,10,True,PROVEN_HELPBOT
117,90,9,True,PROVEN_HELPBOT
117,98,8,True,PROVEN_HELPBOT
117,107,7,True,PROVEN_HELPBOT
117,117,6,True,PROVEN_HELPBOT
117,130,5,True,PROVEN_HELPBOT
117,131,5,True,PROVEN_HELPBOT
117,138,4,True,PROVEN_HELPBOT
117,147,3,True,PROVEN_HELPBOT
117,156,2,True,INFERRED_LOCAL_TABLE
117,157,2,True,INFERRED_LOCAL_TABLE
117,168,1,True,INFERRED_LOCAL_TABLE
118,66,11,True,PROVEN_HELPBOT
118,79,10,True,PROVEN_HELPBOT
118,91,9,True,PROVEN_HELPBOT
118,99,8,True,PROVEN_HELPBOT
118,108,7,True,PROVEN_HELPBOT
118,118,6,True,PROVEN_HELPBOT
118,132,5,True,PROVEN_HELPBOT
118,139,4,True,PROVEN_HELPBOT
118,148,3,True,PROVEN_HELPBOT
118,158,2,True,INFERRED_LOCAL_TABLE
118,169,1,True,INFERRED_LOCAL_TABLE
119,92,9,True,PROVEN_HELPBOT
119,109,7,True,PROVEN_HELPBOT
119,119,6,True,PROVEN_HELPBOT
119,133,5,True,PROVEN_HELPBOT
119,140,4,True,PROVEN_HELPBOT
119,141,4,True,PROVEN_HELPBOT
119,149,3,True,PROVEN_HELPBOT
119,159,2,True,INFERRED_LOCAL_TABLE
119,170,1,True,INFERRED_LOCAL_TABLE
119,171,1,True,INFERRED_LOCAL_TABLE
120,67,11,True,PROVEN_HELPBOT
120,80,10,True,PROVEN_HELPBOT
120,93,9,True,PROVEN_HELPBOT
120,100,8,True,PROVEN_HELPBOT
