capture_id,evidence_digest,analysis_state,evidence_coverage,used_by,derived_artifacts,raw_archive_path,raw_archive_digest,unresolved_gaps,retention_state,approved_by,approved_at,reason
20260623-081344,e3d95aca28b4f1af3b255b59ff3eb59df707158d454ed32ac976ebb33360cdd3,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260623-091851,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260623-093029,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260623-093424,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260623-095505,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260623-101709,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260623-111355,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260623-115502,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260625-175659,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260625-184019,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260625-184459,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260625-185456,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260625-192120,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260625-192827,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260629-142800,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260629-173605,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260629-190145,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260629-193121,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260629-193525,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260701-112027,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260702-144858,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260702-145059,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260706-230919,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260707-141257,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260707-142139,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260707-171542,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260707-172254,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-004038,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-143600,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-175514,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-180248,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-181729,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-182237,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-185451,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-185543,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-223814,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260708-225850,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-005934,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-164219,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-164414,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-165538,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-165805,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-174823,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-184655,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-193914,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-205921,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-210452,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-212115,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-212336,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-213711,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-220439,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-222339,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260709-225408,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260710-170510,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260710-171340,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260710-202132,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260710-202553,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260710-205400,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260710-211346,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260710-211430,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260710-212455,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260711-170337,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260711-172140,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260711-172309,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-153918,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-154941,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-155528,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-160257,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-161506,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-195019,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-223719,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-224608,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-224840,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-232137,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-232711,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-232848,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260712-234401,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260713-013906,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260713-014714,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260713-033511,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260713-232752,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260714-013806,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260714-171439,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260714-182132,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260714-185728,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260714-202820,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-033326,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-034104,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-034433,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-034559,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-034656,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-215947,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-220255,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-220400,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-221358,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-221748,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-222007,f477eea1a02d44419a4e9ef5eac964ab52149034d06f79dd7f0bcd9b986db2a9,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260716-222201,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260717-012522,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260717-012651,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260717-214612,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260717-214751,31fabac21b244370448184e6eae8b03905cb6bb2be3cd39477d28b464ace4a4d,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260717-215250,522838e77cc383504292a903dd3dfa97d6427157729eb4bf234311f4bcdb19b0,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260717-220340,356b033042113325f43a78e5b54fb93b0afe17d22fa2e463f7439a2ea7e01ff7,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260717-223626,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260717-232249,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260718-002937,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260718-003251,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260718-004358,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260718-021721,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260718-022022,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260718-022749,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260718-033000,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260719-001621,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260719-001715,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260719-010047,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260719-020104,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260719-021022,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260719-021611,,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260722-104809,17e51c9c785bf820435d09f1d08eef1315bd542033857974fe3c90cc73501393,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260722-152454,d65cec9d21eb48a28386d1a43e172db6206e7326dc401db6e49ddd8b1773005f,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260728-001044,1138800fba0fd6a57f9a630de142f6b9b2833bf54bbfa684748da6b72717cd79,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260728-003410,1d530f1a615b6eea202a3fafeec645e621252f8680dd7e1c5bf66af0aaa756ef,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260728-005042,b85065609fbd6b37311717e118a917de832b7d8f5028138f3583092ca67d4795,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260728-010220,b212e44b5a76eb14085f2cf5cd3bcb23d6d8305ffa3eaf7db2195a8986437953,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260728-010846,dbb6c82cae2da280224685c0fbb14a181ae491039d4fc718d769920dec8fe64f,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260728-012547,b47a9fa42edabc9ab09783ef237152d0c28120f67507a43a4bdafffa74c2cc9a,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260728-231938,af2d276531fec006cbeea0091dc0c77ba0534aeff424b6a79d32ad1446d500f7,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260728-233312,78a05d1f04cd597ac2b2917db2423fc13a2b9b7566cfbb84612ecdb0847a7098,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260729-000735,5b0f691ca0d7a72c80fe3fb905336d067901c8a5ffd34b296f3fcd8bff4f41c1,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260731-030702,4b9ce5459507ae2285b97f7b3a1400acd33deee13d60345fb1cf9771f6e2e1d9,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260731-035230,541cb4880f35883371705a867a18a04627ee8b8a14592b769bbad073234dae38,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260814-014647,9cc0a67d1b9e9df625bb70da6e6a067fc79f1a30adfdb5d2298e64ff98593637,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260814-015856,d8fc070e5c5d2db1d00616494e57ae6e89cdca7f725774ef5f6a103ecaf20930,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260816-173924,2bb7f372ba1c9bbe3e96571e482fb9d2c5f4a4a49d5e604429a13ff91fa515c8,partial,partial,,,,,PF 4833 authority; spawn definition; appearance; complete stats; teleport behavior; access-card transfer; zoning destination/outcome; full-update behavior,retain,,,"Capture proves Teleporter Technician, level 50, MonsterData 204977, runtime playfield 1802348, dialogue choices, and interaction actions only; no runtime behavior promoted."
20260818-202519,468d07c47039af6f8990f7838ee6ad413b0c8e0ad9543a5268cbfbfe33fc5d40,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260818-202735,b791ed31e52135c1c206b73c16c82b98e4dba43c4996fb52661aeaad26e50db2,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260818-203908,4f2d1c91c857dc094c3702fe36476f03bd074def2bfdd29bd1541017baa271fa,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260818-214552,1efdae64b0339bf658b42225cd51f8e058b73e5ad2ca309958caace07c1288d3,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260819-014109,2d1f2c9bad33650cb37938be823ac41cd9ee20af18a397ebe3c247174c026d82,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260819-015104,3e573babb52f67da52f93897eb8e2a1208df6ec2914e8ee6f2d9c9d72811115c,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260820-234653,fff9d66eaa4fb7017626e2ff3c4c7895ebe9af28967507007d4b676b4c7c88ea,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260820-235024,79a44c621dd3f9c931da3722de449a12d7ef50dd386f952b8954451ca0f21807,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260820-235749,a6cd8bb1b61ea8f90d2d10f28788d7887ca713ea7cf27f41b7f67a82d0dfa67e,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-011636,71e23f2964231df971ab4bc166e2818f3bfae5fa1157ea0eb71a26807be3161b,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-012157,cc1e1d7cc1b0d4697a3778da15b62c6e718e78eca534db23f217f8e3b239499e,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-012720,0652f321b6220a8e27e00b6dc91457329976ccfa9af321b2fb9c304fb0a9ec0c,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-013914,462b8683bbeb465ea3b23ee2c7b99710fd5727c85cf885af79f54f89a26135aa,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-034134,933a36ccbd213df62b56848f6615812952aa0f4426adbc8c60785a369c343ea2,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-212809,e67a2dd3a7630498f8daaa553099fd113133f960796e407ca4d107fb267af604,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-212904,f8ead4d6f2b38f235233c3498621d78b46c47428c0cf4b4f056849c93a3a0e5c,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-214401,472aaf5735f6864dbb67da733c38457738a59a31c426bee265cdc78da483f71f,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-221848,392401d7fa299288800ca598d14efa3d31f1f7a974f178a96f3b3242e21fcaa6,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-222657,b8ca07e39bf8cde42b79cac03e610094c9f6467f5109116507f48872a83d2089,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-224042,940f343463d33ed364aaec5309a70d959ff8afb1de568a08c294ccbcbc4656c7,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-224352,eee72491e985483d70ad65694bfad732c1b58a0ec4f6c4f727fcfd6f1fd73c56,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-225212,392f2992da399d81b42fa3d643f85241d538ee7e9e9077f9cc43104729ca0e3c,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-225854,e6e6b35457044d399e03ddc87f15d98aa82a5bed60195144d61df43c79d98686,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260821-230553,879285dcdbb076d0ededc5baf54398cf4a2722b91248e10001d9c33662254eef,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260823-025415,9ead7be2cde76e27514d711fca761e4c45033dd2fb8be91f1029a06d30f616d5,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260823-030123,07351ddc5683c470e945e633b1da16571865230ce302762582e66b9fdcfb4b89,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260823-030524,cea0658c03692d78dd14539282ad0340bc4108c466a2ed5fe705f3ff1dd370a5,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260823-032812,d4ef7da7f6857509bb6b6c45d2f882a7e40899a579c43e2b3fc981319e2e00ba,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
20260826-222425,59726b04b7b7cbd1d133a6fe0369365efcb45d86c55b02a748b89a38a0c935e3,unreviewed,unknown,,,,,Capture has not been reviewed for raw-evidence disposal.,retain,,,Default fail-closed retention; no discard review recorded.
