CaptureId,ResourcePlayfieldId,Identity,Name,MonsterData,PositionX,PositionY,PositionZ,HeadingX,HeadingY,HeadingZ,HeadingW,Level,Health,MonsterScale,RunSpeed,NpcFamily,CharacterFlags,AppearanceValue,HeadMesh,Textures,Meshes,Waypoints,Owner,Classification,ImplementationPath,FullUpdateEvidence,MovementEvidence,CombatEvidence,LootEvidence,RawScfuRows
20260710-202132,127,(SimpleChar:7957E3FE),Filth Flea,17657,88.10984,107.61483,246.90712,0,0.391749084,0,0.9200721,5,115,130,21,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,88.10984:107.61483:246.90712|91.8999939:108.604828:249.1,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E3FF),Filth Flea,17657,101.888084,107.61483,236.897064,0,0.312657654,0,-0.9498655,4,93,130,17,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E400),Filth Flea,17657,120.214989,107.61483,234.922241,0,0.9899266,0,0.1415817,5,115,130,21,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,120.214989:107.61483:234.922241|121.031387:107.61483:232.7997,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E401),Filth Flea,17657,120.736588,107.61483,241.289856,0,0.85300374,0,0.5219048,5,115,130,21,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,120.736588:107.61483:241.289856,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E403),Filth Flea,17657,122.155121,107.61483,236.60907,0,-0.783768833,0,0.6210527,6,138,130,24,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,122.155121:107.61483:236.60907|120.128296:107.61483:236.93544,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E404),Filth Flea,17657,162.729874,107.61483,247.778488,0,0.858315051,0,0.5131231,7,160,130,27,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,162.729874:107.61483:247.778488|165.387:107.61483:246.230927,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E405),Filth Flea,17657,149.495956,107.61483,222.412827,0,-0.175640911,0,0.9844543,8,183,130,31,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,149.495956:107.61483:222.412827|148.32341:107.61483:225.568161,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E406),Filth Flea,17657,153.073181,107.61483,204.598938,0,0.06383704,0,-0.997959554,6,138,130,24,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E407),Filth Flea,17657,91.3959,107.61483,258.3051,0,-0.458608359,0,0.8886385,4,93,130,17,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,91.3959:107.61483:258.3051|88.87086:107.611687:260.072327,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,1
20260710-202132,127,(SimpleChar:7957E408),Filth Flea,17657,146.656631,107.61483,201.78009,0,0.091877,0,0.9957701,8,183,130,31,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E409),Filth Flea,17657,88.60316,115.615,309.871521,0,-0.9898893,0,-0.141841248,4,93,130,17,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,deferred-or-unobserved,1
20260710-202132,127,(SimpleChar:7957E40A),Disobedient Bot,17649,211.504623,107.6164,166.472961,0,-0.6520348,0,0.758189,10,227,95,34,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,211.504623:107.6164:166.472961|208.541168:107.6164:166.990829,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Disobedient Bot,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E40B),Disobedient Bot,17649,114.480652,107.61483,231.6703,0,-0.2882731,0,0.9575482,8,183,94,28,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,DUPLICATE_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E40C),Filth Flea,17657,148.9885,107.61483,197.775528,0,-0.051772628,0,0.9986589,5,115,130,21,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,148.9885:107.61483:197.775528|148.372986:107.61483:201.332657,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,5
20260710-202132,127,(SimpleChar:7957E40D),Discarded Pet,17720,149.431961,107.61483,199.939224,0,0.3026599,0,-0.9530998,8,183,94,36,138,268980737,29899,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,DUPLICATE_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E40E),Violent Vagabond,203733,182.846771,107.6164,165.3118,0,0.1970573,0,0.980392,6,110,93,18,3,268964353,1579,40676,0:0:0|1:21824:0|2:0:0|3:21819:0|4:21831:0,0:40676:0:4|1:136583:0:2,182.846771:107.6164:165.3118|184.22171:107.6164:166.4356,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Violent Vagabond,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E410),Violent Vagabond,203733,198.185547,107.6164,164.46788,0,0.641434968,0,0.767175853,9,164,95,25,3,268964353,1579,40676,0:0:0|1:21824:0|2:0:0|3:21819:0|4:21831:0,0:40676:0:4|1:136583:0:2,,,DUPLICATE_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E411),Discarded Pet,17720,201.890152,107.6164,164.699,0,-0.868962348,0,0.494878173,10,227,95,44,138,268980737,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,201.890152:107.6164:164.699|200.201736:107.6164:161.930023,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Discarded Pet,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E413),Disobedient Bot,17649,215.779282,107.6164,163.020233,0,0.65245235,0,-0.757830143,9,205,95,31,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,DUPLICATE_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E414),Disobedient Bot,17649,214.244965,107.6164,164.600723,0,-0.7029275,0,0.711262167,9,205,95,31,138,268964353,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,DUPLICATE_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E415),Stim Fiend,203739,197.723587,107.6164,168.280075,0,0.9979032,0,0.0647237748,9,205,95,40,138,268964353,1579,40693,0:117653:0|1:40898:0|2:40903:0|3:87442:0|4:40907:0,0:40693:0:4,197.723587:107.6164:168.280075|196.790176:107.6164:172.632324,,ORDINARY_ENEMY_REGENERATE,CapturedSubwayOrdinaryContentProvider archetype: Stim Fiend,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,OBSERVED_AVAILABLE_LOOT,2
20260710-202132,127,(SimpleChar:7957E4A5),Discarded Pet,17720,144.8586,107.61483,251.138519,0,0.6157959,0,0.7879057,6,138,93,28,138,268980737,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,144.8586:107.61483:251.138519|146.657349:107.605087:251.586548,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Discarded Pet,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E4B1),Discarded Pet,17720,151.498718,107.61483,237.92157,0,-0.4930044,0,0.8700268,5,115,93,24,138,268980737,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,151.498718:107.61483:237.92157|150.809357:107.61483:242.30545,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Discarded Pet,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E4BC),Discarded Pet,17720,156.301163,107.61483,233.5397,0,0.935013533,0,0.354612082,8,183,94,36,138,268980737,1227,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,156.301163:107.61483:233.5397|158.8:107.6:230.8,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Discarded Pet,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E5BF),Violent Vagabond,203733,165.985245,107.613258,305.1552,0,-0.721076548,0,0.6928554,7,128,94,20,3,268964353,1579,40676,0:0:0|1:21824:0|2:0:0|3:21819:0|4:21831:0,0:40676:0:4|1:136583:0:2,165.985245:107.613258:305.1552|164.6:107.6:305.1,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Violent Vagabond,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,1
20260710-202132,127,(SimpleChar:7957E5C4),Violent Vagabond,203733,153.280945,107.61483,277.751068,0,0.99947083,0,0.0325271264,7,128,94,20,3,268964353,1579,40676,0:0:0|1:21824:0|2:0:0|3:21819:0|4:21831:0,0:40676:0:4|1:136583:0:2,153.280945:107.61483:277.751068|153.417984:107.61483:275.648132,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Violent Vagabond,scfu-appearance.csv,enemy-movement.csv,enemy-combat.csv,deferred-or-unobserved,3
20260710-202132,127,(SimpleChar:7957E5C5),Violent Vagabond,203733,151.613754,107.61483,280.145721,0,-0.998520732,0,0.05437219,6,110,93,18,3,268964353,1579,40676,0:0:0|1:21824:0|2:0:0|3:21819:0|4:21831:0,0:40676:0:4|1:136583:0:2,,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Violent Vagabond,scfu-appearance.csv,enemy-movement.csv,enemy-combat.csv,deferred-or-unobserved,3
20260710-202132,127,(SimpleChar:7957E5C6),Mugger,203734,152.437408,107.613258,297.01,0,-0.0839177147,0,0.9964727,9,164,95,33,138,268964353,1579,40705,0:9418:0|1:8729:0|2:9420:0|3:9419:0|4:9421:0,0:160561:0:2|0:40705:0:4|1:7777:0:2,152.437408:107.613258:297.01,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Mugger,scfu-appearance.csv,enemy-movement.csv,enemy-combat.csv,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E5C7),Mugger,203734,153.4413,107.613258,297.974335,0,0.336767346,0,0.941587865,8,146,94,30,138,268964353,1579,40705,0:9418:0|1:8729:0|2:9420:0|3:9419:0|4:9421:0,0:160561:0:2|0:40705:0:4|1:7777:0:2,153.4413:107.613258:297.974335|154.534744:107.613258:299.307251,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Mugger,scfu-appearance.csv,enemy-movement.csv,enemy-combat.csv,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E5C8),Mugger,203734,145.386154,107.613258,289.6806,0,0.386160076,0,0.922431767,8,146,94,30,138,268964353,1579,40705,0:9418:0|1:8729:0|2:9420:0|3:9419:0|4:9421:0,0:160561:0:2|0:40705:0:4|1:7777:0:2,145.386154:107.613258:289.6806,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Mugger,scfu-appearance.csv,enemy-movement.csv,enemy-combat.csv,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E5CA),Mugger,203734,267.640045,107.611687,287.824371,0,0.7692097,0,0.6389965,10,182,95,36,138,268964353,1579,40705,0:9418:0|1:8729:0|2:9420:0|3:9419:0|4:9421:0,0:160561:0:2|0:40705:0:4|1:7777:0:2,267.640045:107.611687:287.824371,,SUPPORTED_FAMILY_RESTORE,CapturedSubwayContentProvider shared family: Mugger,scfu-appearance.csv,enemy-movement.csv,enemy-combat.csv,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7957E5CB),Looter,203745,193.136642,107.611687,313.515625,0,-0.9939771,0,0.109587952,9,287,95,31,138,268964353,1579,40695,0:0:0|1:21824:0|2:0:0|3:21819:0|4:21831:0,0:40695:0:4|1:7798:0:2,,,DUPLICATE_EXCLUDED,excluded,scfu-appearance.csv,unobserved,enemy-combat.csv,OBSERVED_AVAILABLE_LOOT,1
20260710-202132,127,(SimpleChar:7957E5CC),Looter,203745,208.961212,107.611687,295.5271,0,0.0165353827,0,0.999863267,10,318,95,34,138,268964353,1579,40695,0:0:0|1:21824:0|2:0:0|3:21819:0|4:21831:0,0:40695:0:4|1:7798:0:2,,,DUPLICATE_EXCLUDED,excluded,scfu-appearance.csv,unobserved,archetype-or-family-only,OBSERVED_AVAILABLE_LOOT,1
20260710-202132,127,(SimpleChar:7957E5CD),Looter,203745,230.674591,107.611687,290.99,0,0.9820799,0,0.188465044,9,287,95,31,138,268964353,1579,40695,0:0:0|1:21824:0|2:0:0|3:21819:0|4:21831:0,0:40695:0:4|1:7798:0:2,230.674591:107.611687:290.99,,ORDINARY_ENEMY_REGENERATE,CapturedSubwayOrdinaryContentProvider archetype: Looter,scfu-appearance.csv,enemy-movement.csv,enemy-combat.csv,OBSERVED_AVAILABLE_LOOT,1
20260710-202132,127,(SimpleChar:7957E5CE),Looter,203745,263.838043,107.715,285.444275,0,-0.7085133,0,0.7056975,10,318,95,34,138,268964353,1579,40695,0:0:0|1:21824:0|2:0:0|3:21819:0|4:21831:0,0:40695:0:4|1:7798:0:2,263.838043:107.715:285.444275|259.6285:107.611687:285.432,,DUPLICATE_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,OBSERVED_AVAILABLE_LOOT,2
20260710-202132,127,(SimpleChar:7957E5CF),Stim Fiend,203739,277.575073,107.611687,275.633026,0,0.480897844,0,0.8767766,10,227,95,44,138,268964353,1579,40693,0:117653:0|1:40898:0|2:40903:0|3:87442:0|4:40907:0,0:40693:0:4,,,ORDINARY_ENEMY_REGENERATE,CapturedSubwayOrdinaryContentProvider archetype: Stim Fiend,scfu-appearance.csv,unobserved,archetype-or-family-only,OBSERVED_AVAILABLE_LOOT,2
20260710-202132,127,(SimpleChar:7957E5D0),Stim Fiend,203739,290.75827,107.611687,283.753021,0,0.0707829148,0,0.9974919,10,227,95,44,138,268964353,1579,40693,0:117653:0|1:40898:0|2:40903:0|3:87442:0|4:40907:0,0:40693:0:4,,,ORDINARY_ENEMY_REGENERATE,CapturedSubwayOrdinaryContentProvider archetype: Stim Fiend,scfu-appearance.csv,unobserved,enemy-combat.csv,OBSERVED_AVAILABLE_LOOT,2
20260710-202132,127,(SimpleChar:7957E5D1),Stim Fiend,203739,292.3236,107.611687,294.727081,0,-0.994126141,0,0.108227827,10,227,95,44,138,268964353,1579,40693,0:117653:0|1:40898:0|2:40903:0|3:87442:0|4:40907:0,0:40693:0:4,,,ORDINARY_ENEMY_REGENERATE,CapturedSubwayOrdinaryContentProvider archetype: Stim Fiend,scfu-appearance.csv,unobserved,archetype-or-family-only,OBSERVED_AVAILABLE_LOOT,2
20260710-202132,127,(SimpleChar:7958787B),Rage Materialization,96195,108.093536,107.715,237.191177,0,0.7953617,0,0.6061351,44,1517,104,154,97,403182081,1513,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,108.093536:107.715:237.191177|114.597931:108.61483:237.41095,(SimpleChar:794D8094),OWNED_SUMMON_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7958787C),Salvinous,96193,108.043671,107.715,239.202057,0,0.7759873,0,0.630748451,33,609,102,148,96,403182081,1513,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,108.043671:107.715:239.202057|118.75412:108.11483:237.01712,(SimpleChar:794D8094),OWNED_SUMMON_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,archetype-or-family-only,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7958802A),Fury Externalization,96195,3309.00244,35.11,838.5039,0,0,0,1,25,579,100,128,97,268964353,1512,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,enemy-combat.csv,deferred-or-unobserved,2
20260710-202132,127,(SimpleChar:7958802B),Medinos,96193,3312.00244,35.11,838.5039,0,0,0,1,14,181,97,73,96,268964353,1512,,0:0:0|1:0:0|2:0:0|3:0:0|4:0:0,,,,UNSUPPORTED_FAMILY_EXCLUDED,excluded,scfu-appearance.csv,enemy-movement.csv,enemy-combat.csv,deferred-or-unobserved,2
