"TerminalIdentity","CaptureSequence","Playfield","PlayfieldName","ComputedVendorId","TemplateId","TemplateName","ExistingVendorHash","ExistingTemplateHash","ExistingShopInvHash","EvidenceStatus","Slot","LowId","LowName","HighId","HighName","QL","PairKey"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","16","165120","Pseudo-Nano Multibenzonoxydant Sulphosalycilic Liquid","165121","Pseudo-Nano Multibenzonoxydant Sulphosalycilic Liquid","3","165120:165121"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","17","165120","Pseudo-Nano Multibenzonoxydant Sulphosalycilic Liquid","165121","Pseudo-Nano Multibenzonoxydant Sulphosalycilic Liquid","15","165120:165121"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","18","165120","Pseudo-Nano Multibenzonoxydant Sulphosalycilic Liquid","165121","Pseudo-Nano Multibenzonoxydant Sulphosalycilic Liquid","28","165120:165121"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","19","154265","Receptive Bots","154266","Receptive Bots","3","154265:154266"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","20","154265","Receptive Bots","154266","Receptive Bots","24","154265:154266"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","21","154265","Receptive Bots","154266","Receptive Bots","49","154265:154266"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","22","154343","Revitalizing Serum","154344","Revitalizing Serum","4","154343:154344"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","23","154343","Revitalizing Serum","154344","Revitalizing Serum","7","154343:154344"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","24","154343","Revitalizing Serum","154344","Revitalizing Serum","42","154343:154344"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","25","154666","Shining Nano Knot of Muscular Increase","154667","Shining Nano Knot of Muscular Increase","20","154666:154667"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","26","154666","Shining Nano Knot of Muscular Increase","154667","Shining Nano Knot of Muscular Increase","30","154666:154667"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","27","154666","Shining Nano Knot of Muscular Increase","154667","Shining Nano Knot of Muscular Increase","48","154666:154667"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","28","154269","Shining Nano Knot of Restoration","154270","Shining Nano Knot of Restoration","9","154269:154270"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","29","154269","Shining Nano Knot of Restoration","154270","Shining Nano Knot of Restoration","23","154269:154270"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","30","154269","Shining Nano Knot of Restoration","154270","Shining Nano Knot of Restoration","37","154269:154270"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","31","154339","Treatment Laboratory Bot-Injector","154340","Treatment Laboratory Bot-Injector","6","154339:154340"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","32","154339","Treatment Laboratory Bot-Injector","154340","Treatment Laboratory Bot-Injector","10","154339:154340"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","33","154339","Treatment Laboratory Bot-Injector","154340","Treatment Laboratory Bot-Injector","14","154339:154340"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","34","154908","XU-11 Serum","154909","XU-11 Serum","5","154908:154909"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","35","154908","XU-11 Serum","154909","XU-11 Serum","20","154908:154909"
"(VendingMachine:12E3A373)","469","4571","Heavenly Business - Basic","299565063","155314","Pharmacy and Chemistry Components - Basic","","","","CapturedUnmappedStatel","36","154908","XU-11 Serum","154909","XU-11 Serum","30","154908:154909"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","0","28795","Nano Crystal (Abyssal Flames)","28795","Nano Crystal (Abyssal Flames)","33","28795:28795"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","1","45397","Nano Crystal (Accelerated Decay)","45397","Nano Crystal (Accelerated Decay)","24","45397:45397"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","2","45398","Nano Crystal (Accelerated Titanium Pellet)","45398","Nano Crystal (Accelerated Titanium Pellet)","24","45398:45398"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","3","45399","Nano Crystal (Acidic Conversion)","45399","Nano Crystal (Acidic Conversion)","27","45399:45399"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","4","45400","Nano Crystal (Aggressive Mutagen)","45400","Nano Crystal (Aggressive Mutagen)","30","45400:45400"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","5","46002","Nano Crystal (Augmented Energized Beam)","46002","Nano Crystal (Augmented Energized Beam)","50","46002:46002"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","6","90407","Nano Crystal (Basic Humidity Extractor)","90407","Nano Crystal (Basic Humidity Extractor)","17","90407:90407"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","7","100447","Nano Crystal (Bewilder)","100447","Nano Crystal (Bewilder)","30","100447:100447"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","8","28798","Nano Crystal (Blight)","28798","Nano Crystal (Blight)","33","28798:28798"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","9","46007","Nano Crystal (Brief Poison Fog)","46007","Nano Crystal (Brief Poison Fog)","24","46007:46007"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","10","45394","Nano Crystal (Cellular Decay)","45394","Nano Crystal (Cellular Decay)","40","45394:45394"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","11","45395","Nano Crystal (Chaotic Entropy)","45395","Nano Crystal (Chaotic Entropy)","47","45395:45395"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","12","45396","Nano Crystal (Chemical Burn)","45396","Nano Crystal (Chemical Burn)","24","45396:45396"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","13","45996","Nano Crystal (Chilling Stream)","45996","Nano Crystal (Chilling Stream)","33","45996:45996"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","14","28802","Nano Crystal (Circle of Winter)","28802","Nano Crystal (Circle of Winter)","50","28802:28802"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","15","83984","Nano Crystal (Claw Eyes)","83984","Nano Crystal (Claw Eyes)","7","83984:83984"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","16","95454","Nano Crystal (Coherent Nano Pathway)","95454","Nano Crystal (Coherent Nano Pathway)","40","95454:95454"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","17","45998","Nano Crystal (Condensed Halon Jet)","45998","Nano Crystal (Condensed Halon Jet)","30","45998:45998"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","18","28804","Nano Crystal (Corrosive Spray)","28804","Nano Crystal (Corrosive Spray)","10","28804:28804"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","19","28805","Nano Crystal (Corruption)","28805","Nano Crystal (Corruption)","4","28805:28805"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","20","95427","Nano Crystal (CrunchCom Code Sieve)","95427","Nano Crystal (CrunchCom Code Sieve)","10","95427:95427"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","21","95422","Nano Crystal (CrunchCom Nano Compressor)","95422","Nano Crystal (CrunchCom Nano Compressor)","47","95422:95422"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","22","83982","Nano Crystal (Curtain of Darkness)","83982","Nano Crystal (Curtain of Darkness)","47","83982:83982"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","23","42545","Nano Crystal (Deep Slash)","42545","Nano Crystal (Deep Slash)","17","42545:42545"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","24","45983","Nano Crystal (Dense Matter Missile)","45983","Nano Crystal (Dense Matter Missile)","43","45983:45983"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","25","45987","Nano Crystal (Dual Energized Beams)","45987","Nano Crystal (Dual Energized Beams)","20","45987:45987"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","26","95453","Nano Crystal (Enhance Nano Cohesion)","95453","Nano Crystal (Enhance Nano Cohesion)","20","95453:95453"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","27","95452","Nano Crystal (Enhance Nano Communication)","95452","Nano Crystal (Enhance Nano Communication)","4","95452:95452"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","28","45366","Nano Crystal (Entropy Beam)","45366","Nano Crystal (Entropy Beam)","30","45366:45366"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","29","45994","Nano Crystal (Feeble Blade Chaos)","45994","Nano Crystal (Feeble Blade Chaos)","7","45994:45994"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","30","56178","Nano Crystal (Feet of Stone)","56178","Nano Crystal (Feet of Stone)","14","56178:56178"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","31","28810","Nano Crystal (Fire Snake)","28810","Nano Crystal (Fire Snake)","27","28810:28810"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","32","28811","Nano Crystal (Fire Stream)","28811","Nano Crystal (Fire Stream)","7","28811:28811"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","33","45369","Nano Crystal (Frosty Welcome)","45369","Nano Crystal (Frosty Welcome)","43","45369:45369"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","34","45371","Nano Crystal (Gaping Puncture)","45371","Nano Crystal (Gaping Puncture)","37","45371:45371"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","35","45372","Nano Crystal (Glacial Advance)","45372","Nano Crystal (Glacial Advance)","50","45372:45372"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","36","83978","Nano Crystal (Gouge Eyes)","83978","Nano Crystal (Gouge Eyes)","27","83978:83978"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","37","42544","Nano Crystal (Halon Cloud)","42544","Nano Crystal (Halon Cloud)","20","42544:42544"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","38","28814","Nano Crystal (Hot Feet)","28814","Nano Crystal (Hot Feet)","14","28814:28814"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","39","90410","Nano Crystal (Humidity Extractor)","90410","Nano Crystal (Humidity Extractor)","40","90410:90410"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","40","45969","Nano Crystal (Ion Stream)","45969","Nano Crystal (Ion Stream)","14","45969:45969"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","41","45362","Nano Crystal (Isotope Deluge)","45362","Nano Crystal (Isotope Deluge)","50","45362:45362"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","42","45971","Nano Crystal (Lesser Bane of the Living)","45971","Nano Crystal (Lesser Bane of the Living)","40","45971:45971"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","43","45972","Nano Crystal (Lesser Encircle With Blades)","45972","Nano Crystal (Lesser Encircle With Blades)","47","45972:45972"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","44","45973","Nano Crystal (Lesser RNA Reaper)","45973","Nano Crystal (Lesser RNA Reaper)","14","45973:45973"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","45","83968","Nano Crystal (Mass Claw Eyes)","83968","Nano Crystal (Mass Claw Eyes)","20","83968:83968"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","46","29391","Nano Crystal (MatCrea Mastery)","29391","Nano Crystal (MatCrea Mastery)","43","29391:29391"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","47","45961","Nano Crystal (Micro Flechette)","45961","Nano Crystal (Micro Flechette)","17","45961:45961"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","48","28825","Nano Crystal (Microblade Whirlwind)","28825","Nano Crystal (Microblade Whirlwind)","47","28825:28825"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","49","45963","Nano Crystal (Mild Toxic Spill)","45963","Nano Crystal (Mild Toxic Spill)","37","45963:45963"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","50","45965","Nano Crystal (Minor Toxic Barb)","45965","Nano Crystal (Minor Toxic Barb)","1","45965:45965"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","51","45966","Nano Crystal (Minor Toxic Field)","45966","Nano Crystal (Minor Toxic Field)","10","45966:45966"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","52","42546","Nano Crystal (Molecule Lance)","42546","Nano Crystal (Molecule Lance)","17","42546:42546"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","53","45956","Nano Crystal (Open Wound)","45956","Nano Crystal (Open Wound)","7","45956:45956"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","54","28830","Nano Crystal (Phoenix Swarm)","28830","Nano Crystal (Phoenix Swarm)","37","28830:28830"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","55","28831","Nano Crystal (Plasma Lights)","28831","Nano Crystal (Plasma Lights)","50","28831:28831"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","56","28833","Nano Crystal (Poison Missile)","28833","Nano Crystal (Poison Missile)","30","28833:28833"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","57","83975","Nano Crystal (Poke Eyes)","83975","Nano Crystal (Poke Eyes)","4","83975:83975"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","58","28834","Nano Crystal (Radiation Pulse)","28834","Nano Crystal (Radiation Pulse)","4","28834:28834"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","59","90409","Nano Crystal (Rudimentary Humidity Extractor)","90409","Nano Crystal (Rudimentary Humidity Extractor)","1","90409:90409"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","60","95421","Nano Crystal (Run-Time Recompiler)","95421","Nano Crystal (Run-Time Recompiler)","33","95421:95421"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","61","28836","Nano Crystal (Shockball)","28836","Nano Crystal (Shockball)","14","28836:28836"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","62","45946","Nano Crystal (Shower With Sludge)","45946","Nano Crystal (Shower With Sludge)","40","45946:45946"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","63","45947","Nano Crystal (Smiting Missile)","45947","Nano Crystal (Smiting Missile)","24","45947:45947"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","64","45951","Nano Crystal (Sudden Chill)","45951","Nano Crystal (Sudden Chill)","24","45951:45951"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","65","151778","Nano Crystal (Teachings of Material Creation)","151778","Nano Crystal (Teachings of Material Creation)","21","151778:151778"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","66","45336","Nano Crystal (Thunderous Blow)","45336","Nano Crystal (Thunderous Blow)","43","45336:45336"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","67","45952","Nano Crystal (Toxic Field)","45952","Nano Crystal (Toxic Field)","37","45952:45952"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","68","45327","Nano Crystal (Weak Gravity Collapse)","45327","Nano Crystal (Weak Gravity Collapse)","33","45327:45327"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","69","56177","Nano Crystal (Weak Gravity Pull)","56177","Nano Crystal (Weak Gravity Pull)","40","56177:56177"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","70","83965","Nano Crystal (Wild Eye Gouger)","83965","Nano Crystal (Wild Eye Gouger)","37","83965:83965"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","71","45945","Nano Crystal (Wind Blade)","45945","Nano Crystal (Wind Blade)","27","45945:45945"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","72","42111","Nanotechnician: Startup Crystal - Malaise of Movement","42111","Nanotechnician: Startup Crystal - Malaise of Movement","1","42111:42111"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","73","301624","Unattuned Augmented Cyberdeck","301624","Unattuned Augmented Cyberdeck","2","301624:301624"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","74","301623","Unattuned Basic Cyberdeck","301623","Unattuned Basic Cyberdeck","1","301623:301623"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","75","301627","Unattuned Izgimmer-modified Cyberdeck","301627","Unattuned Izgimmer-modified Cyberdeck","4","301627:301627"
"(VendingMachine:12E3B012)","1097","","","","301625","Basic Nanotechnician Crystals - Nano-Technician of IPS","","","","NoCoverageOrVendortemplateMatch","76","301626","Unattuned Jobe-chipped Cyberdeck","301626","Unattuned Jobe-chipped Cyberdeck","3","301626:301626"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","0","43382","Martial Artist: Startup Crystal - Lesser Controlled Rage","43382","Martial Artist: Startup Crystal - Lesser Controlled Rage","1","43382:43382"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","1","28917","Nano Crystal (Bad Blood)","28917","Nano Crystal (Bad Blood)","24","28917:28917"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","2","81849","Nano Crystal (Corrosive Fists)","81849","Nano Crystal (Corrosive Fists)","37","81849:81849"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","3","81848","Nano Crystal (Crash of Thunder)","81848","Nano Crystal (Crash of Thunder)","10","81848:81848"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","4","28921","Nano Crystal (Dirty Fighter)","28921","Nano Crystal (Dirty Fighter)","33","28921:28921"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","5","28923","Nano Crystal (Elusive Target)","28923","Nano Crystal (Elusive Target)","37","28923:28923"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","6","81847","Nano Crystal (Energized Fists)","81847","Nano Crystal (Energized Fists)","20","81847:81847"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","7","81846","Nano Crystal (Fists of Shocking Touch)","81846","Nano Crystal (Fists of Shocking Touch)","47","81846:81846"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","8","28932","Nano Crystal (Give Energy: 10)","28932","Nano Crystal (Give Energy: 10)","7","28932:28932"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","9","28934","Nano Crystal (Give Energy: 25)","28934","Nano Crystal (Give Energy: 25)","14","28934:28934"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","10","28935","Nano Crystal (Give Energy: 50)","28935","Nano Crystal (Give Energy: 50)","27","28935:28935"
"(VendingMachine:12E3B010)","1151","","","","43575","Basic Martial Artist Crystals","","MarNB","MarN","ExistingVendortemplateNoCoverageMatch","11","28936","Nano Crystal (Give Life: 10)","28936","Nano Crystal (Give Life: 10)","7","28936:28936"
