"CaptureId","SourceCapture","TerminalIdentity","TemplateId","TerminalFamily","PlayfieldId","PositionX","PositionY","PositionZ","Slot","LowId","HighId","Quality","LowName","HighName","ResolvedName","NameStatus"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A076)","99546","Miiir Handwear","1042439","142.999832","5.0100255","195.357925","3","41036","41036","1","Gloves with a Leopard Print","Gloves with a Leopard Print","Gloves with a Leopard Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A076)","99546","Miiir Handwear","1042439","142.999832","5.0100255","195.357925","4","41035","41035","1","Gloves with a Rainbow Leopard Print","Gloves with a Rainbow Leopard Print","Gloves with a Rainbow Leopard Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A076)","99546","Miiir Handwear","1042439","142.999832","5.0100255","195.357925","5","41034","41034","1","Gloves with a White Leopard Print","Gloves with a White Leopard Print","Gloves with a White Leopard Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A076)","99546","Miiir Handwear","1042439","142.999832","5.0100255","195.357925","6","41030","41030","1","Gloves with a Zebra Print","Gloves with a Zebra Print","Gloves with a Zebra Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A076)","99546","Miiir Handwear","1042439","142.999832","5.0100255","195.357925","7","253812","253812","1","Oscura Gloves","Oscura Gloves","Oscura Gloves","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A076)","99546","Miiir Handwear","1042439","142.999832","5.0100255","195.357925","8","41033","41033","1","Rubber Catsuit Gloves","Rubber Catsuit Gloves","Rubber Catsuit Gloves","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A076)","99546","Miiir Handwear","1042439","142.999832","5.0100255","195.357925","9","41032","41032","1","White Gloves","White Gloves","White Gloves","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","0","41028","41028","1","Black Leather Pants","Black Leather Pants","Black Leather Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","1","27378","27378","1","Black Pants","Black Pants","Black Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","2","31244","31244","1","Black Shorts","Black Shorts","Black Shorts","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","3","82111","82111","1","Black Trenchskirt","Black Trenchskirt","Black Trenchskirt","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","4","42341","42341","1","Blue Fancy Pants","Blue Fancy Pants","Blue Fancy Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","5","42315","42315","1","Blue Fret Thigh High Boots","Blue Fret Thigh High Boots","Blue Fret Thigh High Boots","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","6","253788","253788","1","Blue Lightning Pants","Blue Lightning Pants","Blue Lightning Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","7","253752","253752","1","Blue Tulips Pants","Blue Tulips Pants","Blue Tulips Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","8","253763","253763","1","Bougainvillea Pants","Bougainvillea Pants","Bougainvillea Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","9","31513","31513","1","Boxers with Pink Spots","Boxers with Pink Spots","Boxers with Pink Spots","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","10","31509","31509","1","Brown Leather Miniskirt with Split","Brown Leather Miniskirt with Split","Brown Leather Miniskirt with Split","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","11","253795","253795","1","Carnation Pants","Carnation Pants","Carnation Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","12","253738","253738","1","Cotton Delight Pants","Cotton Delight Pants","Cotton Delight Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","13","253767","253767","1","Cream Rose Pants","Cream Rose Pants","Cream Rose Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","14","253759","253759","1","Daisy Pants","Daisy Pants","Daisy Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","15","253807","253807","1","Enteromorpha Pants","Enteromorpha Pants","Enteromorpha Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","16","31108","31108","1","Faded Purple Pants","Faded Purple Pants","Faded Purple Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","17","31238","31238","1","Female Golden Hotpants","Female Golden Hotpants","Female Golden Hotpants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","18","253776","253776","1","Floral Delight Pants","Floral Delight Pants","Floral Delight Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","19","253799","253799","1","Flower Power Pants","Flower Power Pants","Flower Power Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","20","253787","253787","1","Frosty Leaves Pants","Frosty Leaves Pants","Frosty Leaves Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","21","31237","31237","1","Glowing Blue Pants","Glowing Blue Pants","Glowing Blue Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","22","31242","31242","1","Glowing Green Pants","Glowing Green Pants","Glowing Green Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","23","42344","42344","1","Grey Fancy Pants","Grey Fancy Pants","Grey Fancy Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","24","41025","41025","1","Grey Leaves Pants","Grey Leaves Pants","Grey Leaves Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","25","82108","82108","1","Hot Pants","Hot Pants","Hot Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","26","253747","253747","1","Hothouse Pants","Hothouse Pants","Hothouse Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","27","253808","253808","1","Iris Pants","Iris Pants","Iris Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","28","31510","31510","1","Leather Miniskirt","Leather Miniskirt","Leather Miniskirt","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","29","31507","31507","1","Leather Miniskirt with Holes","Leather Miniskirt with Holes","Leather Miniskirt with Holes","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","30","31508","31508","1","Leather Miniskirt with Split","Leather Miniskirt with Split","Leather Miniskirt with Split","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","31","41026","41026","1","Leaves Pants","Leaves Pants","Leaves Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","32","42350","42350","1","Long Black Sweater Pants","Long Black Sweater Pants","Long Black Sweater Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","33","42334","42334","1","Long Blue Sweater Pants","Long Blue Sweater Pants","Long Blue Sweater Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","34","42330","42330","1","Long Green Sweater Pants","Long Green Sweater Pants","Long Green Sweater Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","35","41029","41029","1","Miiir","Miiir","Miiir","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","36","41015","41015","1","Miiir","Miiir","Miiir","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","37","41027","41027","1","Miiir","Miiir","Miiir","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","38","82097","82097","1","Miiir Suit Pants","Miiir Suit Pants","Miiir Suit Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","39","42338","42338","1","Open Fancy Pants","Open Fancy Pants","Open Fancy Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","40","41003","41003","1","Open Pants with a Grey Waterlily Print","Open Pants with a Grey Waterlily Print","Open Pants with a Grey Waterlily Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","41","41004","41004","1","Open Pants with a Waterlily Print","Open Pants with a Waterlily Print","Open Pants with a Waterlily Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","42","42348","42348","1","Orange Fancy Pants","Orange Fancy Pants","Orange Fancy Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","43","31240","31240","1","Orange Leather Pants","Orange Leather Pants","Orange Leather Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","44","253772","253772","1","Oscura Pants","Oscura Pants","Oscura Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","45","253743","253743","1","Oscuro Pants","Oscuro Pants","Oscuro Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","46","41012","41012","1","Pants with Buttons and a Zebra Print","Pants with Buttons and a Zebra Print","Pants with Buttons and a Zebra Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","47","41018","41018","1","Pants with Holes and a Stars Print","Pants with Holes and a Stars Print","Pants with Holes and a Stars Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","48","41024","41024","1","Pants with a Blue Leopard Print","Pants with a Blue Leopard Print","Pants with a Blue Leopard Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","49","41013","41013","1","Pants with a Blue Zebra Print","Pants with a Blue Zebra Print","Pants with a Blue Zebra Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","50","41016","41016","1","Pants with a Grey Waterlily Print","Pants with a Grey Waterlily Print","Pants with a Grey Waterlily Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","51","41023","41023","1","Pants with a Leopard Print","Pants with a Leopard Print","Pants with a Leopard Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","52","40994","40994","1","Pants with a Rainbow Leopard Print","Pants with a Rainbow Leopard Print","Pants with a Rainbow Leopard Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","53","41019","41019","1","Pants with a Stars Print","Pants with a Stars Print","Pants with a Stars Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","54","41017","41017","1","Pants with a Waterlily Print","Pants with a Waterlily Print","Pants with a Waterlily Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","55","41021","41021","1","Pants with a White Leopard Print","Pants with a White Leopard Print","Pants with a White Leopard Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","56","41011","41011","1","Pants with a Zebra Print","Pants with a Zebra Print","Pants with a Zebra Print","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","57","31243","31243","1","Pink Female Hotpants","Pink Female Hotpants","Pink Female Hotpants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","58","31239","31239","1","Pink Rubber Pants","Pink Rubber Pants","Pink Rubber Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","59","120580","120580","1","Plastic Pants","Plastic Pants","Plastic Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","60","120569","120569","1","Psychedelic Pants","Psychedelic Pants","Psychedelic Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","61","42313","42313","1","Red Fret Thigh High Boots","Red Fret Thigh High Boots","Red Fret Thigh High Boots","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","62","31241","31241","1","Red Pants","Red Pants","Red Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","63","42312","42312","1","Red Twil Thigh High Boots","Red Twil Thigh High Boots","Red Twil Thigh High Boots","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","64","82104","82104","1","Ricky Pattern Pants","Ricky Pattern Pants","Ricky Pattern Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","65","253800","253800","1","Rose Pants","Rose Pants","Rose Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","66","41020","41020","1","Rubber Catsuit Pants","Rubber Catsuit Pants","Rubber Catsuit Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","67","82101","82101","1","Rustic Pants","Rustic Pants","Rustic Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","68","42351","42351","1","Short Black Sweater Pants","Short Black Sweater Pants","Short Black Sweater Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","69","42335","42335","1","Short Blue Sweater Pants","Short Blue Sweater Pants","Short Blue Sweater Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","70","42331","42331","1","Short Green Sweater Pants","Short Green Sweater Pants","Short Green Sweater Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","71","42355","42355","1","Silver Pants","Silver Pants","Silver Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","72","82093","82093","1","Split Velvet Pants","Split Velvet Pants","Split Velvet Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","73","253780","253780","1","Spring Field Pants","Spring Field Pants","Spring Field Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","74","253751","253751","1","Tulips Pants","Tulips Pants","Tulips Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","75","82911","82911","1","Uniform Pants","Uniform Pants","Uniform Pants","resolved-low-high"
"20260610-185759","C:\Users\Mike\Documents\Cellao-Clean\tools-temp\AOSharpLiveCapture\bin\Debug\captures\20260610-185759","(VendingMachine:12E3A077)","99545","Miiir Legwear","1042439","142.999832","5.009972","203.282928","76","253771","253771","1","Vulcana Pants","Vulcana Pants","Vulcana Pants","resolved-low-high"
