identity_type,identity_instance_uint32,identity_instance_signed,identity_instance_hex,explicit_playfield_id,display_name_exact,operational_entrance_key,stat_resolution_confidence,raw_position_components,raw_rotation_components,template_identity_instance,source_record_offset,source_record_sha256,evidence_manifest
56006,3223716435,-1071250861,0xC0260253,595,Cave,,STAT_0xBD_UNRESOLVED,"[887.697021484375, 19.745481491088867, 1378.519287109375]","[0.018345311284065247, 0.026758385822176933, 0.9988805651664734, 0.03442596644163132]",41561,287412060,d74e1458af69171c5393ecf6bd0c4f6bdc926791ec0aaa2f2bc87e905d14ae84,mission-location-evidence-manifest.json
56006,3223781971,-1071185325,0xC0270253,595,Cave,,STAT_0xBD_UNRESOLVED,"[877.143798828125, 21.220439910888672, 1367.670166015625]","[0.7008011937141418, -0.012232564389705658, 0.7131431102752686, -0.012447996996343136]",41561,287412192,c1138b34a06dccbd0372a4e0a3f0c0732fada3eb8e8e791ec6e67ca4ade87478,mission-location-evidence-manifest.json
56006,3223847507,-1071119789,0xC0280253,595,Cave,,STAT_0xBD_UNRESOLVED,"[886.8399658203125, 20.84891700744629, 1361.8321533203125]","[0.9999619126319885, -0.008726401254534721, 9.323918703785239e-08, -4.143982379467559e-10]",41561,287412324,bd80d6078497793b4ff50651823dc2b6572568b7e10585b1b64eed63a44765df,mission-location-evidence-manifest.json
56006,3223913043,-1071054253,0xC0290253,595,Cave,,STAT_0xBD_UNRESOLVED,"[899.2976684570312, 20.408597946166992, 1364.0599365234375]","[0.8659244775772095, 0.003197748214006424, -0.5000225901603699, -0.011913895606994629]",41561,287412456,87e70a14a97b77aeaa053a145053f8332bf69091f60f865b5338b4e16a9b4023,mission-location-evidence-manifest.json
56006,3223978579,-1070988717,0xC02A0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[877.3336181640625, 20.577880859375, 1357.0323486328125]","[0.9673490524291992, -0.010247287340462208, 0.2450154721736908, -0.06401829421520233]",41561,287412588,8cb05e2fc699ee7b4998ce3ea7b7c692b408a7cf0c44c2c31f7f3e72cb24dd00,mission-location-evidence-manifest.json
56006,3224044115,-1070923181,0xC02B0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[880.1365966796875, 19.880159378051758, 1378.52587890625]","[0.5224943161010742, 0.041558995842933655, 0.8514683246612549, 0.016573134809732437]",41561,287412720,f9e0df3c54f4e29c8c70c5d48638e6cf4dacfe5bc50756170988a28eecafa40f,mission-location-evidence-manifest.json
56006,3224109651,-1070857645,0xC02C0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[893.0331420898438, 20.18248176574707, 1358.725830078125]","[0.9473656415939331, -0.04536556825041771, -0.31436753273010254, -0.040166910737752914]",41561,287412852,e7b1121298ed49d4099b61f59d6fa06583bcc1b398697170180e8710065e0387,mission-location-evidence-manifest.json
56006,3224175187,-1070792109,0xC02D0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[407.42730712890625, 17.603675842285156, 3589.381591796875]","[0.9760770797729492, -0.015149625949561596, -0.21654756367206573, 0.012295670807361603]",41561,287406941,7467846c1e4fb5b95f6298c5e857a16cdde24599190b87be62cfbbe8e477d3ee,mission-location-evidence-manifest.json
56006,3224240723,-1070726573,0xC02E0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[340.24493408203125, 13.877754211425781, 2841.084228515625]","[0.622418224811554, 0.013652675785124302, 0.7824903726577759, -0.010859781876206398]",41561,287407073,0e3e4253bc676eab5822c55d6d17984fcce5ec4ea3b549edfa235f1e5a381788,mission-location-evidence-manifest.json
56006,3224306259,-1070661037,0xC02F0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[782.5986328125, 15.111750602722168, 2672.330078125]","[0.6820118427276611, 0.02465730533003807, 0.7309249639511108, 0.0008663224871270359]",41561,287407205,3ade3bd398646bbfc58e2329aef7080235f5031d97eb3962c5b2044580a315b3,mission-location-evidence-manifest.json
56006,3224371795,-1070595501,0xC0300253,595,Cave,,STAT_0xBD_UNRESOLVED,"[1187.5947265625, 18.627408981323242, 2581.574462890625]","[0.9551298022270203, 0.025716867297887802, -0.292960524559021, -0.03521082177758217]",41561,287407337,18814a0cdf2cf716416ae58a2f6292737fae5069e09849ed970de4ebe42eeffb,mission-location-evidence-manifest.json
56006,3224437331,-1070529965,0xC0310253,595,Cave,,STAT_0xBD_UNRESOLVED,"[1575.2808837890625, 16.189022064208984, 2372.526123046875]","[0.7706179022789001, 0.021012650802731514, 0.6357439756393433, -0.03919628635048866]",41561,287407469,3d715055f766bb2220aa342d325b46787cd6fb42eff0eb17a1a63f0affd58c8c,mission-location-evidence-manifest.json
56006,3224502867,-1070464429,0xC0320253,595,Cave,,STAT_0xBD_UNRESOLVED,"[1538.930908203125, 17.627214431762695, 2240.858154296875]","[0.7057868242263794, -0.01851494424045086, 0.7068659663200378, -0.04316263273358345]",41561,287407601,207d0dd2e13c7ed9ec8471bc47bac1b8b8192d4d9540bfb8871658a699915ac7,mission-location-evidence-manifest.json
56006,3224568403,-1070398893,0xC0330253,595,Cave,,STAT_0xBD_UNRESOLVED,"[1071.75048828125, 20.592304229736328, 2334.207763671875]","[0.9931588768959045, -0.052049364894628525, 0.10438556224107742, -0.005470622330904007]",41561,287407733,448582acd8aa6a29cd3ea9ab4cd627418a3b0cfeaf9017e0499eb93dfb14b710,mission-location-evidence-manifest.json
56006,3224633939,-1070333357,0xC0340253,595,Cave,,STAT_0xBD_UNRESOLVED,"[538.9083862304688, 23.330184936523438, 2390.810791015625]","[0.680341362953186, -0.05101117864251137, -0.7295688390731812, -0.047569211572408676]",41561,287407865,75c590a637510cba703900c11fee2b787bcd2f4835799b12554136632395c317,mission-location-evidence-manifest.json
56006,3224699475,-1070267821,0xC0350253,595,Cave,,STAT_0xBD_UNRESOLVED,"[1001.2055053710938, 16.304548263549805, 1153.0093994140625]","[-0.3500916659832001, 0.024512263014912605, 0.9363498091697693, 0.009164884686470032]",41561,287407997,f5183dc88deb75c68bfafdd9db078f815d75db3d109027655b9a8dcb25065d0f,mission-location-evidence-manifest.json
56006,3224765011,-1070202285,0xC0360253,595,Cave,,STAT_0xBD_UNRESOLVED,"[423.30377197265625, 16.333202362060547, 1035.2674560546875]","[0.7303853631019592, -0.013624877668917179, -0.6819204092025757, 0.03655380383133888]",41561,287408129,54202159d7e22d5392384c9dd14b19c06416a4bb9dfde5e34368ab54300515af,mission-location-evidence-manifest.json
56006,3224830547,-1070136749,0xC0370253,595,Cave,,STAT_0xBD_UNRESOLVED,"[1686.00390625, 17.12795066833496, 508.81988525390625]","[-0.18223263323307037, 0.008573235012590885, 0.9832167625427246, 0.0015889916103333235]",41561,287408261,845786909b2f886b9facbbd97462d55bc7d7fdb918232d447d171cb1a2dd7443,mission-location-evidence-manifest.json
56006,3224896083,-1070071213,0xC0380253,595,Cave,,STAT_0xBD_UNRESOLVED,"[2033.0284423828125, 17.50476837158203, 428.2994689941406]","[0.9167454242706299, 0.02400588057935238, 0.39861342310905457, 0.010438083671033382]",41561,287408393,bf9943e6f4fb595d293ca233cf17a27e4ba7a4b36fbdcdc9319dc4ff5a49afec,mission-location-evidence-manifest.json
56006,3224961619,-1070005677,0xC0390253,595,Cave,,STAT_0xBD_UNRESOLVED,"[2273.283935546875, 18.166536331176758, 488.9454345703125]","[0.5147083401679993, 0.04934731870889664, -0.855722188949585, 0.01948442868888378]",41561,287408525,4d85a8000c52c68ebbc5f084585f9c70926d8f3208129a4ad5851540f03df0be,mission-location-evidence-manifest.json
56006,3225027155,-1069940141,0xC03A0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[3188.57666015625, 18.100482940673828, 776.268798828125]","[0.8524380922317505, 0.021114882081747055, -0.5220996737480164, 0.01776079274713993]",41561,287408657,57e19dd024873a550a71359c3893e16a2089353c185e0fb6ef2b2875bfe743e3,mission-location-evidence-manifest.json
56006,3225092691,-1069874605,0xC03B0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[829.9887084960938, 11.547492980957031, 3719.376953125]","[0.9468353390693665, 0.005460365209728479, -0.3214820623397827, -0.011060921475291252]",41561,287408789,0612b1e306cb157cacfa4fecc7b6c9aff0fca62d51a620e95dd1d4bc11a807fa,mission-location-evidence-manifest.json
56006,3225158227,-1069809069,0xC03C0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[898.410400390625, 15.778085708618164, 3336.414794921875]","[0.6784326434135437, -0.10564753413200378, 0.7265356183052063, 0.02671675756573677]",41561,287408921,b5e1e53d8ce0f9447b6b37c79047b393f523b6dd306a72dff5a7f5b04e715eae,mission-location-evidence-manifest.json
56006,3225223763,-1069743533,0xC03D0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[3195.381103515625, 11.113144874572754, 3461.832763671875]","[0.5699131488800049, 0.009947599843144417, -0.8215196132659912, -0.01433967612683773]",41561,287409053,671ec68ea3806e7d9602c2cc1071af8b2b57640391da7e0f78a33e681e4f85b1,mission-location-evidence-manifest.json
56006,3225289299,-1069677997,0xC03E0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[2767.224853515625, 11.153951644897461, 3311.07275390625]","[0.8837748169898987, -0.024368438869714737, 0.46497634053230286, 0.04631708934903145]",41561,287409185,fad21b6135080dc41fbd38d8879ac4e3768aaeb37cf4219fec857771446feb8f,mission-location-evidence-manifest.json
56006,3225354835,-1069612461,0xC03F0253,595,Cave,,STAT_0xBD_UNRESOLVED,"[2158.335205078125, 10.19236946105957, 3361.004638671875]","[0.7101613879203796, 0.006197214592248201, -0.7039848566055298, -0.006143507547676563]",41561,287409317,2b049fff876e9aa75502fa8155bb861d47c57dcc64ee5fbdcef22c2cb486d246,mission-location-evidence-manifest.json
56006,3225420371,-1069546925,0xC0400253,595,Cave,,STAT_0xBD_UNRESOLVED,"[2253.184326171875, 10.464223861694336, 2828.735595703125]","[0.9457331299781799, 0.02462664805352688, 0.32200515270233154, 0.03598742187023163]",41561,287409449,05531ebf40c3f4e8af6077ffd88c4242d0e5a22144c426db984f2154b5aa8bf3,mission-location-evidence-manifest.json
56006,3225485907,-1069481389,0xC0410253,595,Cave,,STAT_0xBD_UNRESOLVED,"[2296.4169921875, 21.98999786376953, 2410.745849609375]","[0.9942830204963684, 0.04758038744330406, -0.04394669458270073, 0.08488844335079193]",41561,287409581,1e4b4abf9b27493eba0021e3c56374d1ca0c46626b07a01d9348467a6184af89,mission-location-evidence-manifest.json
56006,3225551443,-1069415853,0xC0420253,595,Cave,,STAT_0xBD_UNRESOLVED,"[2104.293701171875, 18.757951736450195, 1718.41796875]","[0.9248089790344238, 0.03265111520886421, -0.3775213062763214, 0.033763766288757324]",41561,287409713,8d0e9573b837da4874bbcb1b5b6f0aadf8800e850025a30214bb713ee91d923e,mission-location-evidence-manifest.json
56006,3225616979,-1069350317,0xC0430253,595,Cave,,STAT_0xBD_UNRESOLVED,"[2431.163818359375, 25.571962356567383, 1162.1204833984375]","[0.9072361588478088, -0.012809188105165958, -0.4189906418323517, 0.03471992537379265]",41561,287409845,c33b06d7db0139a140c32cba95979125d68feaf0e04bfdb7de7bae07d1791b83,mission-location-evidence-manifest.json
56006,3221226072,-1073741224,0xC0000258,600,Southern Granite Cave,,STAT_0xBD_UNRESOLVED,"[4171.67529296875, 28.984468460083008, 351.1907043457031]","[0.970147967338562, 0.004220352508127689, 0.24188555777072906, -0.016926871612668037]",41561,287424570,96edba28e2ee4cfa0dce166309d95ba38b59584bb4c86c56e83bdd157f6d7ea2,mission-location-evidence-manifest.json
56006,3221291608,-1073675688,0xC0010258,600,Riverside Cave,,STAT_0xBD_UNRESOLVED,"[1278.2156982421875, 35.15371322631836, 2350.677490234375]","[0.15643121302127838, 0.0, 0.9876889586448669, 0.0]",41561,287424719,6f9ec864f7be6cfccd8ff3af273459b60bdf2b8f7390408f72fbe88d03fb56cd,mission-location-evidence-manifest.json
56006,3221357144,-1073610152,0xC0020258,600,Forest Overhang Cave,,STAT_0xBD_UNRESOLVED,"[1165.146728515625, 13.428533554077148, 1000.5768432617188]","[-0.44229409098625183, 0.0, 0.8968701362609863, 0.0]",41561,287424916,29335aa31de6dee1e1ef84598f76e293395e4c38e57a6aec42843e29b0ceb728,mission-location-evidence-manifest.json
56006,3221422680,-1073544616,0xC0030258,600,Heavy Forest Overhang Cave,,STAT_0xBD_UNRESOLVED,"[2485.188720703125, 16.6285343170166, 696.3609008789062]","[-0.24615855515003204, 0.0, 0.9692296385765076, 0.0]",41561,287425472,75bf8ed5544651c25c1fcc1eece9eae5d603b15a71fe05f8bb544f6ba9d7d4f5,mission-location-evidence-manifest.json
56006,3221488216,-1073479080,0xC0040258,600,Bridge-side Cavern,,STAT_0xBD_UNRESOLVED,"[720.3158569335938, 30.88426399230957, 2231.83056640625]","[0.04361594468355179, 0.0, 0.9990483522415161, 0.0]",41561,287425297,34aae0c96bb2e8c13ca07bdd8547998f1b889dee71df5e970a58ceaa1c487fc9,mission-location-evidence-manifest.json
56006,3221553752,-1073413544,0xC0050258,600,Mountain Valley Cave,,STAT_0xBD_UNRESOLVED,"[2934.8017578125, 21.828533172607422, 1893.20068359375]","[0.9997621178627014, 0.0, -0.021813727915287018, 0.0]",41561,287426536,3acb40bcd51fc353c5c5795f26676dc6b7f6e59f14e53086729a6f595309f07e,mission-location-evidence-manifest.json
56006,3221619288,-1073348008,0xC0060258,600,building,,STAT_0xBD_UNRESOLVED,"[2433.935791015625, 23.040428161621094, 2118.344482421875]","[-3.6199901387590216e-06, 0.0, 1.0, 0.0]",84131,287430993,d8cfed486a0a26f4dc709167d0d7ad96ee4fb97a1e1064c7c27e920f7edde55d,mission-location-evidence-manifest.json
56006,3222012504,-1072954792,0xC00C0258,600,Crashed Transport Ship,,STAT_0xBD_UNRESOLVED,"[3092.6376953125, 40.68164825439453, 1835.12646484375]","[0.969730794429779, 0.05095281824469566, 0.09146448224782944, 0.22059063613414764]",84130,287426720,96321202c013b7160e8195b0f9ded40488ce6c552ebe4b81b1e32ffa3ad4ad01,mission-location-evidence-manifest.json
56006,3222078040,-1072889256,0xC00D0258,600,Crashed Transport Ship,,STAT_0xBD_UNRESOLVED,"[1805.0379638671875, 10.592634201049805, 1035.8665771484375]","[0.7826117873191833, 0.0, -0.6225100755691528, 0.0]",84130,287426895,ff4763c3ea369f29cb52289ea84b59933f354f8e1b499e1774f08af83e96892a,mission-location-evidence-manifest.json
56006,3222143576,-1072823720,0xC00E0258,600,Crashed Transport Ship,,STAT_0xBD_UNRESOLVED,"[2576.369140625, 51.271671295166016, 444.7891540527344]","[0.777485191822052, 0.15939638018608093, 0.6013880372047424, 0.09188089519739151]",84130,287427070,65dbc9b1a6cf21480d91c270ba41511ed715afc4b12a2452bc99bb08b1a3ad33,mission-location-evidence-manifest.json
56006,3223126616,-1071840680,0xC01D0258,600,Forest Plateau Cave System,,STAT_0xBD_UNRESOLVED,"[2297.4775390625, 48.845829010009766, 889.7131958007812]","[-0.46236953139305115, 0.0, 0.8866873383522034, 0.0]",41561,287425113,febdb1435e7610f3b0d7433a958fb1e8691a43e385d8d86b1821387fe28cf867,mission-location-evidence-manifest.json
56006,3223257688,-1071709608,0xC01F0258,600,Roadside Animal Den,,STAT_0xBD_UNRESOLVED,"[4052.0087890625, 30.135671615600586, 1328.068359375]","[0.9171969890594482, 0.0069480352103710175, -0.39805173873901367, 0.016009770333766937]",41561,287425662,d1ae18f674067b48651b916e8a0bcecff8e92813e1916572871d742dda464cbe,mission-location-evidence-manifest.json
56006,3223323224,-1071644072,0xC0200258,600,Mid-Forest Animal Den,,STAT_0xBD_UNRESOLVED,"[1563.2645263671875, 13.656022071838379, 1894.1844482421875]","[0.44557324051856995, 0.0, 0.8952454924583435, 0.0]",41561,287425809,efa99856f2f110df6e4d676e49f6d4bc65cc61e9aed1a4a3730ce824f6aaa7fa,mission-location-evidence-manifest.json
56006,3223388760,-1071578536,0xC0210258,600,Riverside Animal Den,,STAT_0xBD_UNRESOLVED,"[1738.72119140625, 12.756021499633789, 2664.5166015625]","[0.3249080181121826, 0.0, 0.9457456469535828, 0.0]",41561,287425987,ee02cffc11c7c1ed9877ec4cd6c97236d2e8d68b95ca1766b4993e916dede737,mission-location-evidence-manifest.json
56006,3223454296,-1071513000,0xC0220258,600,Impact Site Animal Den,,STAT_0xBD_UNRESOLVED,"[3284.116455078125, 32.30681228637695, 1220.605712890625]","[-0.009425412863492966, 0.0, 0.9999555945396423, 0.0]",41561,287426164,81930d4e6612e36f3870a272bec427dcbd2c74df7d46d7587a2d5e1f2fb455b9,mission-location-evidence-manifest.json
56006,3223519832,-1071447464,0xC0230258,600,Animal Burrow Near Rhinoman Village,,STAT_0xBD_UNRESOLVED,"[1429.627685546875, 28.956022262573242, 1534.6053466796875]","[-0.13121934235095978, 0.0, 0.9913533926010132, 0.0]",41561,287426344,370c2bedf2cfed63a663d3791641079c15d39fb2064ca9a3a8a7d37b729d2265,mission-location-evidence-manifest.json
56006,3223650904,-1071316392,0xC0250258,600,Taern Cave,,STAT_0xBD_UNRESOLVED,"[2089.243896484375, 36.01692199707031, 1964.0263671875]","[0.81451815366745, 0.0, -0.580138087272644, 0.0]",41561,287427245,e91885131f3fee7ed5482392f9ba7cf72277b6c8ec2204c8dab3f985c4839fdc,mission-location-evidence-manifest.json
56006,3223716440,-1071250856,0xC0260258,600,Zyla'Gul Caverns,,STAT_0xBD_UNRESOLVED,"[1841.969482421875, 13.523207664489746, 2154.727783203125]","[0.7799914479255676, 0.041986580938100815, 0.6105738282203674, 0.13057658076286316]",41561,287427383,3107e3525b10d3a788c11ef45b1c3e135a748d3de38b4e1a671859c6e3edb6b2,mission-location-evidence-manifest.json
56006,3223781976,-1071185320,0xC0270258,600,Ehndromus Cave,,STAT_0xBD_UNRESOLVED,"[2774.783447265625, 20.732891082763672, 1761.296875]","[0.8826205134391785, 0.0, 0.4700862467288971, 0.0]",41561,287427534,0650dc0c6536710f67eb0e76cd59a0b3baebc0d386aa224c515f37019fc6b498,mission-location-evidence-manifest.json
56006,3223847512,-1071119784,0xC0280258,600,Grisham's Cavern,,STAT_0xBD_UNRESOLVED,"[3655.3916015625, 28.86441421508789, 2169.1875]","[-0.2945772409439087, -0.05624237284064293, 0.9517696499824524, 0.06477376073598862]",41561,287427683,57e4d73b11597f560eb6cb67adf0db7932e9037e4f7ac04137947cee2485f56b,mission-location-evidence-manifest.json
56006,3223913048,-1071054248,0xC0290258,600,Mnemon Cave,,STAT_0xBD_UNRESOLVED,"[3744.79345703125, 22.978588104248047, 2385.20849609375]","[0.80649733543396, 0.03739013522863388, -0.5792756676673889, 0.11226647347211838]",41561,287427834,6187c80ea63520e224aa24bc289408233634fe5ba23a8a59d702a0f8e7789ed2,mission-location-evidence-manifest.json
56006,3223978584,-1070988712,0xC02A0258,600,Selodon Cavern,,STAT_0xBD_UNRESOLVED,"[3244.423095703125, 19.467727661132812, 2689.823974609375]","[-0.43492066860198975, -0.003169031348079443, 0.8963736891746521, 0.08572223037481308]",41561,287427980,eff7c939b0f8cdf18d6011e7745dcee4e8291612f0edee6ada9d830e475b2910,mission-location-evidence-manifest.json
56006,3224044120,-1070923176,0xC02B0258,600,Ensynian Caves,,STAT_0xBD_UNRESOLVED,"[3111.34033203125, 26.194894790649414, 2756.55078125]","[-0.11488974839448929, -0.07991849631071091, 0.9901230931282043, 0.008350451476871967]",41561,287428129,e80e614b1919706217a8a68018e5be95db5346380a6a9f4c69d226dbfbf11636,mission-location-evidence-manifest.json
56006,3224109656,-1070857640,0xC02C0258,600,Vetyr Cave,,STAT_0xBD_UNRESOLVED,"[3331.77587890625, 30.330001831054688, 2885.697998046875]","[0.9767181873321533, -0.049774762243032455, 0.1966286152601242, 0.0698663592338562]",41561,287428271,d6b3c677eafb7776f30ce0e7e718a0cd4db723c0641ac72cc5f9c05bb176fbd1,mission-location-evidence-manifest.json
56006,3224175192,-1070792104,0xC02D0258,600,Menosyne Caves,,STAT_0xBD_UNRESOLVED,"[2044.0469970703125, 15.653191566467285, 2154.78515625]","[0.5052698254585266, -0.012383404187858105, 0.8615508675575256, 0.04774564504623413]",41561,287428416,cafce72e91ebb8fc8025eedc784a6b278ecf90ee39e7793c6fe4dd1bf11b4d8c,mission-location-evidence-manifest.json
56006,3224240728,-1070726568,0xC02E0258,600,Uluyan Cave,,STAT_0xBD_UNRESOLVED,"[2262.233642578125, 7.281584739685059, 1757.2230224609375]","[0.9767183065414429, 0.08378513902425766, 0.19662916660308838, -0.018395403400063515]",41561,287428565,08ae36bb31e4267bc6671b64da439afe5267ebade25cf2de26a478f527a4de1f,mission-location-evidence-manifest.json
56006,3224306264,-1070661032,0xC02F0258,600,Decuto's Cave,,STAT_0xBD_UNRESOLVED,"[1693.8597412109375, 29.889530181884766, 812.7183227539062]","[0.9399319291114807, -0.06968554109334946, 0.32019713521003723, 0.09563320875167847]",41561,287428711,f3d90e52aa66b23cc02f2db3deebed04be3af7fa919bf140cc6fd729a7aa2a64,mission-location-evidence-manifest.json
56006,3224371800,-1070595496,0xC0300258,600,Tarnov Cave,,STAT_0xBD_UNRESOLVED,"[1336.068603515625, 16.75602149963379, 911.0979614257812]","[0.9269229173660278, 0.0, 0.3752518892288208, 0.0]",41561,287428859,add5fd08ae88a18eb0009efe38ed39ce5aaeaf6e44b6b4dea3bca0c812947cbf,mission-location-evidence-manifest.json
56006,3224437336,-1070529960,0xC0310258,600,Dasian Cavern,,STAT_0xBD_UNRESOLVED,"[925.276123046875, 64.55693817138672, 1425.6409912109375]","[0.9885157942771912, 0.0051345000974833965, -0.14703255891799927, 0.03451981395483017]",41561,287429005,93cb0a0589f05576a229bfad31a143779083ff9a9f1b22528ece6233ae0ddc00,mission-location-evidence-manifest.json
56006,3221226077,-1073741219,0xC000025D,605,building,,STAT_0xBD_UNRESOLVED,"[349.814697265625, 35.7653923034668, 2245.15478515625]","[0.9063073396682739, 0.0, 0.42261916399002075, 0.0]",84137,287444700,fad6ac8e9bd35c748de8992cb0e51a4ddc2fd0d198e8c8f93eaa9df641592cef,mission-location-evidence-manifest.json
56006,3221291613,-1073675683,0xC001025D,605,ruin,,STAT_0xBD_UNRESOLVED,"[2359.735107421875, 17.805559158325195, 742.2494506835938]","[0.7009079456329346, 0.0, 0.7132517695426941, 0.0]",84131,287440478,04b5871cc98b63ed5304365252cadc8a3545bddd63cdf3506717c3deef6bf16c,mission-location-evidence-manifest.json
56006,3221357149,-1073610147,0xC002025D,605,Scape,,STAT_0xBD_UNRESOLVED,"[517.4627075195312, 30.228578567504883, 931.0393676757812]","[0.6788002252578735, 0.0, -0.7343230843544006, 0.0]",41561,287442863,184ecbbcdff1a8197da0a1a523641c2f5a3ec2e25845a982c7ebd43446da5fe1,mission-location-evidence-manifest.json
56006,3221422685,-1073544611,0xC003025D,605,shack,,STAT_0xBD_UNRESOLVED,"[2124.71337890625, 25.577022552490234, 1358.040771484375]","[-0.017456164583563805, 0.0, 0.9998476505279541, 0.0]",84137,287440610,3bdc6d698b7ce3e7b8017e9c3beed59a0f782abcc43dceae636a537cbedb5a68,mission-location-evidence-manifest.json
56006,3221488221,-1073479075,0xC004025D,605,Swamp House,,STAT_0xBD_UNRESOLVED,"[1338.16357421875, 2.3424229621887207, 1477.8699951171875]","[-0.2756415009498596, 0.0, 0.9612604975700378, 0.0]",41561,287431351,46fed35ffbb325e9aa9174e0e4cbc31aade812b71ad607ed678a08502e72e979,mission-location-evidence-manifest.json
56006,3221619293,-1073348003,0xC006025D,605,Silverstonemine,,STAT_0xBD_UNRESOLVED,"[2347.992919921875, 19.911306381225586, 638.966552734375]","[0.6883531808853149, 0.0, 0.725375771522522, 0.0]",41561,287442988,d126a944f81b65b9361804fa0cbc563e698153c85221d74a2163e6927aec838a,mission-location-evidence-manifest.json
56006,3221684829,-1073282467,0xC007025D,605,Flint Flats,,STAT_0xBD_UNRESOLVED,"[3031.856689453125, 3.7312257289886475, 2413.920654296875]","[0.8142390847206116, -0.021321602165699005, -0.5799392461776733, 0.015186245553195477]",41561,287443123,446a3614a86242dc5d2b794cdf2053c1736cde3ad2df60faaeec0f0b6cda1098,mission-location-evidence-manifest.json
56006,3221750365,-1073216931,0xC008025D,605,Grimeymine,,STAT_0xBD_UNRESOLVED,"[2840.21337890625, 5.760458946228027, 2909.512451171875]","[0.8865681886672974, 0.004345524590462446, 0.46177488565444946, -0.027239831164479256]",41561,287443254,d6758c9f888bdcefd1e02fc9fb6386b6701da0dc0560c84e8fa6cef8bed01420,mission-location-evidence-manifest.json
56006,3221815901,-1073151395,0xC009025D,605,Gritty Homes,,STAT_0xBD_UNRESOLVED,"[2112.484130859375, 5.205645561218262, 2959.859130859375]","[0.8852391839027405, -0.03837141394615173, 0.46185487508773804, -0.03961515799164772]",41561,287443384,ec14de84d2eb640dd4cf9cea166eaae723c71bf723587700b656811b2cff59ca,mission-location-evidence-manifest.json
56006,3221881437,-1073085859,0xC00A025D,605,Mineral Homes,,STAT_0xBD_UNRESOLVED,"[2950.522216796875, 4.538205146789551, 3070.1728515625]","[0.8869773745536804, 0.007740552071481943, 0.4617304801940918, 0.004029470030218363]",41561,287443516,bd9134f20cb4517505865536d555126d6cb65f204698961adcfaf7e4484e33f6,mission-location-evidence-manifest.json
56006,3221946973,-1073020323,0xC00B025D,605,Investigative Inways,,STAT_0xBD_UNRESOLVED,"[101.93824005126953, 32.721580505371094, 1426.025146484375]","[0.2419189065694809, 0.0, 0.9702965021133423, 0.0]",84131,287443649,505ef90eed96e16cc6dd82ac2caaec36d1961e9c18d6a1e113127974f3c356fd,mission-location-evidence-manifest.json
56006,3222012509,-1072954787,0xC00C025D,605,Last Post,,STAT_0xBD_UNRESOLVED,"[2194.789306640625, 14.009018898010254, 209.11862182617188]","[0.9681475162506104, 0.0, 0.25038057565689087, 0.0]",84131,287443789,6df59e679ad09aa8f830c438e068448d8d2fcc4652f49632ae914f3becfd9ae8,mission-location-evidence-manifest.json
56006,3222078045,-1072889251,0xC00D025D,605,Moss Rise,,STAT_0xBD_UNRESOLVED,"[1510.7764892578125, 2.0285332202911377, 1170.5146484375]","[0.81157386302948, 0.0, -0.5842498540878296, 0.0]",41561,287443918,22c2b30f2d259e95f43be791b986be5ffea837c2e56104dc6b2a83f9abfcf760,mission-location-evidence-manifest.json
56006,3222143581,-1072823715,0xC00E025D,605,Last Hope,,STAT_0xBD_UNRESOLVED,"[3243.098876953125, 4.920535087585449, 361.4394226074219]","[0.9659276008605957, 0.0, -0.25881245732307434, 0.0]",84131,287444047,ed2ec46fa8da1b0f0aed702a1253b607d62408c46660e7a8dbc8cc6c0172a1f8,mission-location-evidence-manifest.json
56006,3222209117,-1072758179,0xC00F025D,605,Flintpit,,STAT_0xBD_UNRESOLVED,"[2599.76513671875, 16.725040435791016, 1370.9503173828125]","[0.5947318077087402, 0.010381108149886131, 0.8037348389625549, 0.014029276557266712]",41561,287444176,126171a1b7a4278efd0260ad8109530cf8c5c4b74881e77d12d4143237174137,mission-location-evidence-manifest.json
56006,3222274653,-1072692643,0xC010025D,605,Pebble Quarters,,STAT_0xBD_UNRESOLVED,"[2179.580810546875, 17.006879806518555, 2530.291259765625]","[0.8863834142684937, 0.046732641756534576, 0.46056339144706726, 0.004678906407207251]",41561,287444304,030c5a089f0b9c6b1dbde1c343f836805cb7ba32e7fa0913358b2da599857828,mission-location-evidence-manifest.json
56006,3222340189,-1072627107,0xC011025D,605,Bankers Walk,,STAT_0xBD_UNRESOLVED,"[2112.462646484375, 22.124177932739258, 1968.1727294921875]","[0.8867719769477844, -0.0003189528943039477, 0.46179527044296265, 0.019508780911564827]",41561,287444439,6f4610001d8c1526261aa2e95585f0c85183c1042dd03ba8e294fd27eb4c5118,mission-location-evidence-manifest.json
