"Program","EntryPoint","Name","Namespace","Signature","SourceType"
"Gamecode.dll","100178f6","N3Msg_GetReferenceData","n3EngineClientAnarchy_t","bool __thiscall N3Msg_GetReferenceData(Identity_t * param_1, Identity_t * param_2, int * param_3, Identity_t * param_4)","ANALYSIS"
"Gamecode.dll","10016c03","N3Msg_GetServerSynceSystemTime","n3EngineClientAnarchy_t","bool __thiscall N3Msg_GetServerSynceSystemTime(uint * param_1)","ANALYSIS"
"Gamecode.dll","10017aa0","N3Msg_GetShopItemStat","n3EngineClientAnarchy_t","int __thiscall N3Msg_GetShopItemStat(Identity_t * param_1, int param_2)","ANALYSIS"
"Gamecode.dll","100270a3","N3Msg_GetSkill","n3EngineClientAnarchy_t","int __thiscall N3Msg_GetSkill(Identity_t * param_1, Stat_e param_2, int param_3, Identity_t * param_4)","ANALYSIS"
"Gamecode.dll","10026ee2","N3Msg_GetSkill","n3EngineClientAnarchy_t","int __thiscall N3Msg_GetSkill(Stat_e param_1, int param_2)","ANALYSIS"
"Gamecode.dll","10026f68","N3Msg_GetSkillCost","n3EngineClientAnarchy_t","float __thiscall N3Msg_GetSkillCost(Stat_e param_1, int param_2)","ANALYSIS"
"Gamecode.dll","10026f86","N3Msg_GetSkillCostLevel","n3EngineClientAnarchy_t","int __thiscall N3Msg_GetSkillCostLevel(Stat_e param_1)","ANALYSIS"
"Gamecode.dll","10026fa4","N3Msg_GetSkillMax","n3EngineClientAnarchy_t","int __thiscall N3Msg_GetSkillMax(Stat_e param_1)","ANALYSIS"
"Gamecode.dll","1001a453","N3Msg_GetSkillToAttackString","n3EngineClientAnarchy_t","char * __thiscall N3Msg_GetSkillToAttackString(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","1001a566","N3Msg_GetSkillToDefendString","n3EngineClientAnarchy_t","char * __thiscall N3Msg_GetSkillToDefendString(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","1001a272","N3Msg_GetSkillToUseString","n3EngineClientAnarchy_t","char * __thiscall N3Msg_GetSkillToUseString(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","1002749e","N3Msg_GetSpecialActionList","n3EngineClientAnarchy_t","list<SpecialAction_t,std::allocator<SpecialAction_t>_> * __thiscall N3Msg_GetSpecialActionList(void)","ANALYSIS"
"Gamecode.dll","1002742e","N3Msg_GetSpecialActionState","n3EngineClientAnarchy_t","int __thiscall N3Msg_GetSpecialActionState(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1002740e","N3Msg_GetSpecialAttackWeaponName","n3EngineClientAnarchy_t","char * __thiscall N3Msg_GetSpecialAttackWeaponName(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001b17d","N3Msg_GetSpecializationString","n3EngineClientAnarchy_t","bool __thiscall N3Msg_GetSpecializationString(basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_1)","ANALYSIS"
"Gamecode.dll","1001647d","N3Msg_GetStaticDesc","n3EngineClientAnarchy_t","char * __thiscall N3Msg_GetStaticDesc(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","10016468","N3Msg_GetStaticName","n3EngineClientAnarchy_t","char * __thiscall N3Msg_GetStaticName(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","100275ff","N3Msg_GetStatNameMap","n3EngineClientAnarchy_t","map<int,char_const*,std::less<int>,std::allocator<std::pair<int_const_,char_const*>_>_> * __thiscall N3Msg_GetStatNameMap(void)","ANALYSIS"
"Gamecode.dll","10016485","N3Msg_GetTargetTarget","n3EngineClientAnarchy_t","Identity_t __thiscall N3Msg_GetTargetTarget(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100183e3","N3Msg_GetTeamMemberList","n3EngineClientAnarchy_t","vector<TeamEntry_t*,std::allocator<TeamEntry_t*>_> * __thiscall N3Msg_GetTeamMemberList(int param_1)","ANALYSIS"
"Gamecode.dll","1001621e","N3Msg_GetTemplateID","n3EngineClientAnarchy_t","Identity_t __thiscall N3Msg_GetTemplateID(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001b3b1","N3Msg_GetTitleName","n3EngineClientAnarchy_t","basic_string<char,std::char_traits<char>,std::allocator<char>_> __thiscall N3Msg_GetTitleName(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100230a3","N3Msg_GetUseByString","n3EngineClientAnarchy_t","char * __thiscall N3Msg_GetUseByString(Identity_t * param_1, bool * param_2, Identity_t * param_3)","ANALYSIS"
"Gamecode.dll","10026e55","N3Msg_GlobalResearchGoals","n3EngineClientAnarchy_t","void __thiscall N3Msg_GlobalResearchGoals(vector<unsigned_int,std::allocator<unsigned_int>_> * param_1)","ANALYSIS"
"Gamecode.dll","100182ff","N3Msg_GoToBattle","n3EngineClientAnarchy_t","void __thiscall N3Msg_GoToBattle(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100181e3","N3Msg_GridDestinationSelected","n3EngineClientAnarchy_t","void __thiscall N3Msg_GridDestinationSelected(int param_1, uint param_2, Identity_t * param_3)","ANALYSIS"
"Gamecode.dll","100278b0","N3Msg_HasPerk","n3EngineClientAnarchy_t","bool __thiscall N3Msg_HasPerk(uint param_1)","ANALYSIS"
"Gamecode.dll","10015bb4","N3Msg_HasRunFlag","n3EngineClientAnarchy_t","bool __thiscall N3Msg_HasRunFlag(Identity_t * param_1, int param_2)","ANALYSIS"
"Gamecode.dll","10017052","N3Msg_HasVulnerableFightMode","n3EngineClientAnarchy_t","bool __thiscall N3Msg_HasVulnerableFightMode(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","1001be4b","N3Msg_HideAgainstOpponent","n3EngineClientAnarchy_t","void __thiscall N3Msg_HideAgainstOpponent(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10029a53","N3Msg_InsertSourceAnalyzerItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_InsertSourceAnalyzerItem(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10029af4","N3Msg_InsertTargetAnalyzerItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_InsertTargetAnalyzerItem(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001ddd4","N3Msg_Inspect","n3EngineClientAnarchy_t","void __thiscall N3Msg_Inspect(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100279ba","N3Msg_IsAlienPerk","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsAlienPerk(uint param_1)","ANALYSIS"
"Gamecode.dll","10026ac3","N3Msg_IsAttacking","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsAttacking(void)","ANALYSIS"
"Gamecode.dll","100183a4","N3Msg_IsBattleStation","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsBattleStation(void)","ANALYSIS"
"Gamecode.dll","100187f4","N3Msg_IsCharacterInMech","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsCharacterInMech(Identity_t param_1)","ANALYSIS"
"Gamecode.dll","10018828","N3Msg_IsCharacterMorphed","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsCharacterMorphed(Identity_t param_1)","ANALYSIS"
"Gamecode.dll","10026946","N3Msg_IsDropPossible","n3EngineClientAnarchy_t","Reason_e __thiscall N3Msg_IsDropPossible(Identity_t * param_1, Vector3_t * param_2)","ANALYSIS"
"Gamecode.dll","10017d9f","N3Msg_IsDungeon","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsDungeon(void)","ANALYSIS"
"Gamecode.dll","10016837","N3Msg_isDynelInTree","n3EngineClientAnarchy_t","bool __thiscall N3Msg_isDynelInTree(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10016728","N3Msg_IsFormulaReady","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsFormulaReady(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10027994","N3Msg_IsGeneralPerk","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsGeneralPerk(uint param_1)","ANALYSIS"
"Gamecode.dll","10027946","N3Msg_IsGroupPerk","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsGroupPerk(uint param_1)","ANALYSIS"
"Gamecode.dll","10016810","N3Msg_isIDOnGround","n3EngineClientAnarchy_t","bool __thiscall N3Msg_isIDOnGround(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10018439","N3Msg_IsInRaidTeam","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsInRaidTeam(void)","ANALYSIS"
"Gamecode.dll","100176eb","N3Msg_IsInTeam","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsInTeam(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10027605","N3Msg_IsItemDisabled","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsItemDisabled(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","1001776f","N3Msg_IsItemMine","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsItemMine(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001a1c7","N3Msg_IsItemNFCrystal","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsItemNFCrystal(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","100268df","N3Msg_IsItemPossibleToUnWear","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsItemPossibleToUnWear(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10026c57","N3Msg_IsItemPossibleToWear","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsItemPossibleToWear(Identity_t * param_1, int param_2, int param_3, bool param_4, InventoryId_e param_5)","ANALYSIS"
"Gamecode.dll","10027224","N3Msg_IsMoving","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsMoving(void)","ANALYSIS"
"Gamecode.dll","1001acd9","N3Msg_IsMyPetID","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsMyPetID(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10016583","N3Msg_IsNanoSelfOnly","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsNanoSelfOnly(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100166d4","N3Msg_IsNpc","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsNpc(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10027a2c","N3Msg_IsPerk","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsPerk(uint param_1)","ANALYSIS"
"Gamecode.dll","10016d1e","N3Msg_IsPetTower","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsPetTower(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10027900","N3Msg_IsProfessionPerk","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsProfessionPerk(uint param_1)","ANALYSIS"
"Gamecode.dll","100279e0","N3Msg_IsResearch","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsResearch(uint param_1)","ANALYSIS"
"Gamecode.dll","10027230","N3Msg_IsSecondarySpecialAttackAvailable","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsSecondarySpecialAttackAvailable(Stat_e param_1)","ANALYSIS"
"Gamecode.dll","1002765d","N3Msg_IsShieldDisablerItem","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsShieldDisablerItem(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10027a08","N3Msg_IsSpecialPerk","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsSpecialPerk(uint param_1)","ANALYSIS"
"Gamecode.dll","100176a9","N3Msg_IsTeamLeader","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsTeamLeader(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10017475","N3Msg_IsTeamMission","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsTeamMission(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100174ab","N3Msg_IsTeamMissionCopy","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsTeamMissionCopy(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100165ac","N3Msg_IsTeamNano","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsTeamNano(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10016cef","N3Msg_IsTower","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsTower(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10027b72","N3Msg_IsVisible","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsVisible(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001bb2a","N3Msg_JoinItems","n3EngineClientAnarchy_t","bool __thiscall N3Msg_JoinItems(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","1001b7a0","N3Msg_KickTeamMember","n3EngineClientAnarchy_t","void __thiscall N3Msg_KickTeamMember(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10018354","N3Msg_LeaveBattle","n3EngineClientAnarchy_t","void __thiscall N3Msg_LeaveBattle(void)","ANALYSIS"
"Gamecode.dll","1001a708","N3Msg_LeavePayTaxConfirmed","n3EngineClientAnarchy_t","void __thiscall N3Msg_LeavePayTaxConfirmed(Identity_t * param_1, bool param_2)","ANALYSIS"
"Gamecode.dll","1001dca0","N3Msg_LeaveQueue","n3EngineClientAnarchy_t","void __thiscall N3Msg_LeaveQueue(void)","ANALYSIS"
"Gamecode.dll","1001b853","N3Msg_LeaveTeam","n3EngineClientAnarchy_t","void __thiscall N3Msg_LeaveTeam(void)","ANALYSIS"
"Gamecode.dll","10023953","N3Msg_MailTakeAll","n3EngineClientAnarchy_t","void __thiscall N3Msg_MailTakeAll(__uint64 param_1)","ANALYSIS"
"Gamecode.dll","100278db","N3Msg_MeetsPerkCriteria","n3EngineClientAnarchy_t","bool __thiscall N3Msg_MeetsPerkCriteria(uint param_1)","ANALYSIS"
"Gamecode.dll","100196b3","N3Msg_MouseMovement","n3EngineClientAnarchy_t","void __thiscall N3Msg_MouseMovement(float param_1, float param_2)","ANALYSIS"
"Gamecode.dll","10027bac","N3Msg_MoveItemToInventory","n3EngineClientAnarchy_t","bool __thiscall N3Msg_MoveItemToInventory(Identity_t * param_1, InventoryId_e param_2, int param_3)","ANALYSIS"
"Gamecode.dll","10018bc4","N3Msg_MovementChanged","n3EngineClientAnarchy_t","void __thiscall N3Msg_MovementChanged(MovementAction_e param_1, float param_2, float param_3, bool param_4)","ANALYSIS"
"Gamecode.dll","10018454","N3Msg_MoveRaidMember","n3EngineClientAnarchy_t","void __thiscall N3Msg_MoveRaidMember(Identity_t * param_1, int param_2)","ANALYSIS"
"Gamecode.dll","10029c49","N3Msg_NameToID","n3EngineClientAnarchy_t","bool __thiscall N3Msg_NameToID(basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","10016031","N3Msg_NextCameraView","n3EngineClientAnarchy_t","void __thiscall N3Msg_NextCameraView(void)","ANALYSIS"
"Gamecode.dll","10017f08","N3Msg_NPCChatAddTradeItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_NPCChatAddTradeItem(Identity_t * param_1, Identity_t * param_2, Identity_t * param_3)","ANALYSIS"
"Gamecode.dll","1001ceeb","N3Msg_NPCChatCloseWindow","n3EngineClientAnarchy_t","void __thiscall N3Msg_NPCChatCloseWindow(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","10018019","N3Msg_NPCChatEndTrade","n3EngineClientAnarchy_t","void __thiscall N3Msg_NPCChatEndTrade(Identity_t * param_1, Identity_t * param_2, int param_3, bool param_4)","ANALYSIS"
"Gamecode.dll","10017f99","N3Msg_NPCChatRemoveTradeItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_NPCChatRemoveTradeItem(Identity_t * param_1, Identity_t * param_2, Identity_t * param_3)","ANALYSIS"
"Gamecode.dll","10017ebe","N3Msg_NPCChatRequestDescription","n3EngineClientAnarchy_t","void __thiscall N3Msg_NPCChatRequestDescription(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","1001cf72","N3Msg_NPCChatStartTrade","n3EngineClientAnarchy_t","void __thiscall N3Msg_NPCChatStartTrade(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Gamecode.dll","1001d943","N3Msg_OrbitalAttack","n3EngineClientAnarchy_t","void __thiscall N3Msg_OrbitalAttack(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001a679","N3Msg_OrgDisbandConfirmed","n3EngineClientAnarchy_t","void __thiscall N3Msg_OrgDisbandConfirmed(void)","ANALYSIS"
"Gamecode.dll","1001ac33","N3Msg_OrgInvitationAccepted","n3EngineClientAnarchy_t","void __thiscall N3Msg_OrgInvitationAccepted(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001a829","N3Msg_OrgLeaveConfirmed","n3EngineClientAnarchy_t","void __thiscall N3Msg_OrgLeaveConfirmed(void)","ANALYSIS"
"Gamecode.dll","1001dd3d","N3Msg_OrgPromotionConfirmed","n3EngineClientAnarchy_t","void __thiscall N3Msg_OrgPromotionConfirmed(Identity_t param_1)","ANALYSIS"
"Gamecode.dll","1001a8be","N3Msg_OrgShowCity","n3EngineClientAnarchy_t","void __thiscall N3Msg_OrgShowCity(void)","ANALYSIS"
"Gamecode.dll","10027454","N3Msg_PerformSpecialAction","n3EngineClientAnarchy_t","bool __thiscall N3Msg_PerformSpecialAction(Action_e param_1)","ANALYSIS"
"Gamecode.dll","10027479","N3Msg_PerformSpecialAction","n3EngineClientAnarchy_t","bool __thiscall N3Msg_PerformSpecialAction(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10026e25","N3Msg_PersonalResearchGoals","n3EngineClientAnarchy_t","void __thiscall N3Msg_PersonalResearchGoals(vector<std::pair<unsigned_int,bool>,std::allocator<std::pair<unsigned_int,bool>_>_> * param_1)","ANALYSIS"
"Gamecode.dll","1001d124","N3Msg_PetDuel_Accept","n3EngineClientAnarchy_t","void __thiscall N3Msg_PetDuel_Accept(void)","ANALYSIS"
"Gamecode.dll","1001d083","N3Msg_PetDuel_Challenge","n3EngineClientAnarchy_t","void __thiscall N3Msg_PetDuel_Challenge(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001d1d7","N3Msg_PetDuel_Refuse","n3EngineClientAnarchy_t","void __thiscall N3Msg_PetDuel_Refuse(void)","ANALYSIS"
"Gamecode.dll","1001d286","N3Msg_PetDuel_Stop","n3EngineClientAnarchy_t","void __thiscall N3Msg_PetDuel_Stop(void)","ANALYSIS"
"Gamecode.dll","1001603f","N3Msg_PrevCameraView","n3EngineClientAnarchy_t","void __thiscall N3Msg_PrevCameraView(void)","ANALYSIS"
"Gamecode.dll","10017361","N3Msg_QuestGetCashReward","n3EngineClientAnarchy_t","int __thiscall N3Msg_QuestGetCashReward(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10017394","N3Msg_QuestGetXPReward","n3EngineClientAnarchy_t","int __thiscall N3Msg_QuestGetXPReward(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001d80e","N3Msg_RefreshLaserTags","n3EngineClientAnarchy_t","void __thiscall N3Msg_RefreshLaserTags(void)","ANALYSIS"
"Gamecode.dll","100166a7","N3Msg_ReleaseDummyItemID","n3EngineClientAnarchy_t","void __thiscall N3Msg_ReleaseDummyItemID(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001bee9","N3Msg_RemoveBuff","n3EngineClientAnarchy_t","bool __thiscall N3Msg_RemoveBuff(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10019ec2","N3Msg_RemoveQuest","n3EngineClientAnarchy_t","void __thiscall N3Msg_RemoveQuest(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100267f2","N3Msg_RequestCharacterInventory","n3EngineClientAnarchy_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_RequestCharacterInventory(void)","ANALYSIS"
"Gamecode.dll","10029668","N3Msg_RequestChecklist","n3EngineClientAnarchy_t","void __thiscall N3Msg_RequestChecklist(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001db10","N3Msg_RequestClaims","n3EngineClientAnarchy_t","void __thiscall N3Msg_RequestClaims(void)","ANALYSIS"
"Gamecode.dll","1001dbd8","N3Msg_RequestClaimsDBCheck","n3EngineClientAnarchy_t","void __thiscall N3Msg_RequestClaimsDBCheck(void)","ANALYSIS"
"Gamecode.dll","10026807","N3Msg_RequestClothInventory","n3EngineClientAnarchy_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_RequestClothInventory(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10026873","N3Msg_RequestImplantInventory","n3EngineClientAnarchy_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_RequestImplantInventory(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100273ed","N3Msg_RequestInfoPacket","n3EngineClientAnarchy_t","void __thiscall N3Msg_RequestInfoPacket(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10023af1","N3Msg_RequestMailMessage","n3EngineClientAnarchy_t","void __thiscall N3Msg_RequestMailMessage(__uint64 param_1)","ANALYSIS"
"Gamecode.dll","10018603","N3Msg_RequestRaidLocks","n3EngineClientAnarchy_t","void __thiscall N3Msg_RequestRaidLocks(void)","ANALYSIS"
"Gamecode.dll","1001ba88","N3Msg_RequestReply","n3EngineClientAnarchy_t","void __thiscall N3Msg_RequestReply(Identity_t * param_1, bool param_2)","ANALYSIS"
"Gamecode.dll","100268a9","N3Msg_RequestSocialInventory","n3EngineClientAnarchy_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_RequestSocialInventory(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1002683d","N3Msg_RequestWeaponInventory","n3EngineClientAnarchy_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_RequestWeaponInventory(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","10015fd9","N3Msg_ResetCamera","n3EngineClientAnarchy_t","void __thiscall N3Msg_ResetCamera(void)","ANALYSIS"
"Gamecode.dll","1001ce37","N3Msg_ResetSkill","n3EngineClientAnarchy_t","void __thiscall N3Msg_ResetSkill(int param_1)","ANALYSIS"
"Gamecode.dll","10023a8c","N3Msg_ReturnMail","n3EngineClientAnarchy_t","void __thiscall N3Msg_ReturnMail(__uint64 param_1)","ANALYSIS"
"Gamecode.dll","10015f73","N3Msg_RotateCameraDown","n3EngineClientAnarchy_t","void __thiscall N3Msg_RotateCameraDown(bool param_1)","ANALYSIS"
"Gamecode.dll","10015f2f","N3Msg_RotateCameraLeft","n3EngineClientAnarchy_t","void __thiscall N3Msg_RotateCameraLeft(bool param_1)","ANALYSIS"
"Gamecode.dll","10015f0d","N3Msg_RotateCameraRight","n3EngineClientAnarchy_t","void __thiscall N3Msg_RotateCameraRight(bool param_1)","ANALYSIS"
"Gamecode.dll","10015f51","N3Msg_RotateCameraUp","n3EngineClientAnarchy_t","void __thiscall N3Msg_RotateCameraUp(bool param_1)","ANALYSIS"
"Gamecode.dll","100281fc","N3Msg_SecondarySpecialAttack","n3EngineClientAnarchy_t","bool __thiscall N3Msg_SecondarySpecialAttack(Identity_t * param_1, Stat_e param_2)","ANALYSIS"
"Gamecode.dll","10017790","N3Msg_SelectedTarget","n3EngineClientAnarchy_t","void __thiscall N3Msg_SelectedTarget(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100173f5","N3Msg_SelectMission","n3EngineClientAnarchy_t","void __thiscall N3Msg_SelectMission(MissionData_t * param_1, MissionGenerateInfo_t * param_2)","ANALYSIS"
"Gamecode.dll","100180f8","N3Msg_SendInPlayMessage","n3EngineClientAnarchy_t","bool __thiscall N3Msg_SendInPlayMessage(void)","ANALYSIS"
"Gamecode.dll","10023a1d","N3Msg_SendMail","n3EngineClientAnarchy_t","void __thiscall N3Msg_SendMail(basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_1, basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_2, basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_3, Identity_t * param_4, int param_5, bool param_6)","ANALYSIS"
"Gamecode.dll","1001e175","N3Msg_SendMarketItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_SendMarketItem(vector<Identity_t,std::allocator<Identity_t>_> * param_1, int param_2)","ANALYSIS"
"Gamecode.dll","10018673","N3Msg_SendMentorInvite","n3EngineClientAnarchy_t","int __thiscall N3Msg_SendMentorInvite(Identity_t * param_1, int param_2)","ANALYSIS"
"Gamecode.dll","10019092","N3Msg_SendNPCChatAnswer","n3EngineClientAnarchy_t","void __thiscall N3Msg_SendNPCChatAnswer(Identity_t * param_1, Identity_t * param_2, int param_3)","ANALYSIS"
"Gamecode.dll","1001b2ea","N3Msg_SendPetCommand","n3EngineClientAnarchy_t","void __thiscall N3Msg_SendPetCommand(int param_1, Identity_t * param_2, int param_3, int param_4, char * param_5)","ANALYSIS"
"Gamecode.dll","10023b56","N3Msg_SetGridDestinationList","n3EngineClientAnarchy_t","void __thiscall N3Msg_SetGridDestinationList(GridDestinationList_t * param_1, Token_c * param_2)","ANALYSIS"
"Gamecode.dll","100184cf","N3Msg_SetLootAccess","n3EngineClientAnarchy_t","void __thiscall N3Msg_SetLootAccess(Identity_t * param_1, Identity_t * param_2, Identity_t * param_3, bool param_4)","ANALYSIS"
"Gamecode.dll","100161a3","N3Msg_SetMousePos","n3EngineClientAnarchy_t","void __thiscall N3Msg_SetMousePos(float * param_1, float * param_2, Vector3_t * param_3, Identity_t * param_4)","ANALYSIS"
"Gamecode.dll","1002978e","N3Msg_SetPlayerOption","n3EngineClientAnarchy_t","void __thiscall N3Msg_SetPlayerOption(int param_1, bool param_2)","ANALYSIS"
"Gamecode.dll","10026fc2","N3Msg_SetSkillTmp","n3EngineClientAnarchy_t","void __thiscall N3Msg_SetSkillTmp(Stat_e param_1, int param_2)","ANALYSIS"
"Gamecode.dll","10026dc5","N3Msg_SetStat","n3EngineClientAnarchy_t","void __thiscall N3Msg_SetStat(int param_1, Stat_e param_2)","ANALYSIS"
"Gamecode.dll","10028fcb","N3Msg_SitToggle","n3EngineClientAnarchy_t","void __thiscall N3Msg_SitToggle(void)","ANALYSIS"
"Gamecode.dll","10026fde","N3Msg_SkillMaxFeedback","n3EngineClientAnarchy_t","void __thiscall N3Msg_SkillMaxFeedback(Stat_e param_1, basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_2, int param_3)","ANALYSIS"
"Gamecode.dll","1001bd13","N3Msg_SplitItem","n3EngineClientAnarchy_t","bool __thiscall N3Msg_SplitItem(Identity_t * param_1, int param_2)","ANALYSIS"
"Gamecode.dll","10029846","N3Msg_StartAltState","n3EngineClientAnarchy_t","void __thiscall N3Msg_StartAltState(void)","ANALYSIS"
"Gamecode.dll","1001c9c6","N3Msg_StartCamping","n3EngineClientAnarchy_t","bool __thiscall N3Msg_StartCamping(void)","ANALYSIS"
"Gamecode.dll","100182de","N3Msg_StartPvP","n3EngineClientAnarchy_t","void __thiscall N3Msg_StartPvP(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","1001a3bf","N3Msg_StartTreatment","n3EngineClientAnarchy_t","bool __thiscall N3Msg_StartTreatment(Identity_t * param_1)","ANALYSIS"
"Gamecode.dll","100298f5","N3Msg_StopAltState","n3EngineClientAnarchy_t","void __thiscall N3Msg_StopAltState(void)","ANALYSIS"
"Gamecode.dll","100280e0","N3Msg_StopAttack","n3EngineClientAnarchy_t","void __thiscall N3Msg_StopAttack(void)","ANALYSIS"
