SourceRowNumber,SourceFamilyName,NormalizedFamilyName,CanonicalFamilyKey,AliasOrVariantRelationship,Zone,PlayfieldName,PlayfieldId,CoordinateX,CoordinateY,CoordinateText,ApproximateBossLevel,BossLevelDescription,MinionMinimumLevel,MinionMaximumLevel,MinionLevelDescription,BossOnlyCamp,NoMobs,CampNotes,SourceId,EvidenceConfidence,SpawnEvidenceType,StaticOrDynamic,NormalizationNotes,UnresolvedFields
82,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Newland Desert,Newland Desert,565,1460,2140,1460x2140,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
83,Salamanders,salamander,family-salamander,EXACT_NORMALIZATION,Newland Desert,Newland Desert,565,2740,2460,2740x2460,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
84,Scorpiods,scorpiod,family-scorpiod,SINGULAR_PLURAL_VARIANT,Newland Desert,Newland Desert,565,2620,300,2620x300,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
85,Snakes,snake,family-snake,SINGULAR_PLURAL_VARIANT,Newland Desert,Newland Desert,565,2100,2220,2100x2220,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
86,Leets,leet,family-leet,SINGULAR_PLURAL_VARIANT,Newland Desert,Newland Desert,565,1220,2900,1220x2900,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
87,Leets,leet,family-leet,SINGULAR_PLURAL_VARIANT,Newland Desert,Newland Desert,565,740,2900,740x2900,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
88,Leets,leet,family-leet,SINGULAR_PLURAL_VARIANT,Newland Desert,Newland Desert,565,460,2380,460x2380,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
89,Scorpiods,scorpiod,family-scorpiod,SINGULAR_PLURAL_VARIANT,Newland Desert,Newland Desert,565,2340,660,2340x660,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
90,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Newland Desert,Newland Desert,565,1700,1580,1700x1580,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
91,Minibulls,minibull,family-minibull,EXACT_NORMALIZATION,Newland Desert,Newland Desert,565,3420,2100,3420x2100,50,Approximate boss level 50,40,45,40-45,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
92,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Newland Desert,Newland Desert,565,3490,1300,3490x1300,55,Approximate boss level 55,40,45,40-45,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
93,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Newland Desert,Newland Desert,565,2820,1220,2820x1220,60,Approximate boss level 60,45,50,45-50,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
94,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Newland Desert,Newland Desert,565,2660,1460,2660x1460,65,Approximate boss level 65,50,55,50-55,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
95,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Newland Desert,Newland Desert,565,2810,1640,2810x1640,65,Approximate boss level 65,50,55,50-55,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
96,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Newland Desert,Newland Desert,565,2820,1620,2820x1620,65,Approximate boss level 65,50,55,50-55,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
97,Reets,reet,family-reet,EXACT_NORMALIZATION,Omni Forest,Omni Forest,716,660,2540,660x2540,5,Approximate boss level 5,3,4,3-4,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
98,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Omni Forest,Omni Forest,716,540,2190,540x2190,5,Approximate boss level 5,3,4,3-4,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
99,Malle,malle,family-malle,EXACT_NORMALIZATION,Omni Forest,Omni Forest,716,380,1500,380x1500,10,Approximate boss level 10,3,5,3-5,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
100,Igruana,igruana,family-igruana,EXACT_NORMALIZATION,Omni Forest,Omni Forest,716,380,3180,380x3180,10,Approximate boss level 10,5,6,5-6,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
101,Biofreak,biofreak,family-biofreak,EXACT_NORMALIZATION,Omni Forest,Omni Forest,716,380,1300,380x1300,10,Approximate boss level 10,5,7,5-7,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
102,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Omni Forest,Omni Forest,716,540,2860,540x2860,10,Approximate boss level 10,6,8,6-8,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
103,Leets,leet,family-leet,SINGULAR_PLURAL_VARIANT,Omni Forest,Omni Forest,716,380,820,380x820,10,Approximate boss level 10,7,8,7-8,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
104,Shadowmutants,shadowmutant,family-shadowmutant,EXACT_NORMALIZATION,Omni Forest,Omni Forest,716,300,1060,300x1060,10,Approximate boss level 10,8,10,8-10,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
105,Tentacle Mutants,tentacle mutant,family-tentacle-mutant,EXACT_NORMALIZATION,Omni Forest,Omni Forest,716,850,3260,850x3260,15,Approximate boss level 15,11,13,11-13,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
106,Pareets,reet,family-reet,DOCUMENTED_ALIAS,Omni Forest,Omni Forest,716,300,620,300x620,15,Approximate boss level 15,11,13,11-13,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DOCUMENTED_ALIAS,[]
107,Aquaans,aquaan,family-aquaan,EXACT_NORMALIZATION,Omni Forest,Omni Forest,716,540,660,540x660,15,Approximate boss level 15,12,14,12-14,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
108,Nighthowler,nighthowler,family-nighthowler,EXACT_NORMALIZATION,Omni Forest,Omni Forest,716,660,1340,660x1340,15,Approximate boss level 15,12,14,12-14,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
109,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Omni Forest,Omni Forest,716,620,340,620x340,20,Approximate boss level 20,15,17,15-17,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
110,Fleas,flea,family-flea,SINGULAR_PLURAL_VARIANT,Omni Forest,Omni Forest,716,540,1020,540x1020,25,Approximate boss level 25,17,19,17-19,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
111,Mantis,mantis,family-mantis,DISTINCT_VARIANT_RETAINED,Perpetual Wastelands,Perpetual Wastelands,,1160,1145,1160x1145,105,Approximate boss level 105,76,90,76-90,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,['PlayfieldId']
112,Cyborgs,cyborg,family-cyborg,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,1935,1380,1935x1380,105,Approximate boss level 105,85,90,85-90,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
113,Cyborgs,cyborg,family-cyborg,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,1950,1390,1950x1390,110,Approximate boss level 110,85,90,85-90,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
114,Anuns,anun,family-anun,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,3060,920,3060x920,130,Approximate boss level 130,105,110,105-110,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
115,Mantis,mantis,family-mantis,DISTINCT_VARIANT_RETAINED,Perpetual Wastelands,Perpetual Wastelands,,1460,860,1460x860,165,Approximate boss level 165,135,140,135-140,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,['PlayfieldId']
116,Mantis,mantis,family-mantis,DISTINCT_VARIANT_RETAINED,Perpetual Wastelands,Perpetual Wastelands,,2660,2300,2660x2300,165,Approximate boss level 165,135,140,135-140,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,['PlayfieldId']
117,Anuns,anun,family-anun,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,380,500,380x500,175,Approximate boss level 175,145,150,145-150,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
118,Anuns,anun,family-anun,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,380,900,380x900,175,Approximate boss level 175,145,150,145-150,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
119,Anuns,anun,family-anun,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,460,3140,460x3140,185,Approximate boss level 185,150,155,150-155,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
120,Anuns,anun,family-anun,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,700,2460,700x2460,185,Approximate boss level 185,150,155,150-155,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
121,Anuns,anun,family-anun,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,1260,2860,1260x2860,185,Approximate boss level 185,150,155,150-155,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
122,Anuns,anun,family-anun,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,1340,3060,1340x3060,185,Approximate boss level 185,150,155,150-155,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
123,Sandworms,sandworm,family-sandworm,EXACT_NORMALIZATION,Perpetual Wastelands,Perpetual Wastelands,,420,1500,420x1500,190,Approximate boss level 190,145,150,145-150,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,['PlayfieldId']
124,Mantis,mantis,family-mantis,DISTINCT_VARIANT_RETAINED,Perpetual Wastelands,Perpetual Wastelands,,2080,2770,2080x2770,195,Approximate boss level 195,75,180,75-180,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,['PlayfieldId']
125,Mantis,mantis,family-mantis,DISTINCT_VARIANT_RETAINED,Perpetual Wastelands,Perpetual Wastelands,,2460,2660,2460x2660,200,Approximate boss level 200,165,170,165-170,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,['PlayfieldId']
126,Mantis,mantis,family-mantis,DISTINCT_VARIANT_RETAINED,Perpetual Wastelands,Perpetual Wastelands,,2740,2460,2740x2460,200,Approximate boss level 200,165,170,165-170,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,['PlayfieldId']
127,Mantis,mantis,family-mantis,DISTINCT_VARIANT_RETAINED,Perpetual Wastelands,Perpetual Wastelands,,2980,2940,2980x2940,200,Approximate boss level 200,165,170,165-170,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,['PlayfieldId']
128,Mantis,mantis,family-mantis,DISTINCT_VARIANT_RETAINED,Perpetual Wastelands,Perpetual Wastelands,,3100,3260,3100x3260,200,Approximate boss level 200,165,170,165-170,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,['PlayfieldId']
129,Anuns,anun,family-anun,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,3520,2020,3520x2020,200,Approximate boss level 200,165,170,165-170,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
130,Mantis,mantis,family-mantis,DISTINCT_VARIANT_RETAINED,Perpetual Wastelands,Perpetual Wastelands,,2220,3340,2220x3340,205,Approximate boss level 205,165,170,165-170,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,['PlayfieldId']
131,Sand Demon,sand demon,family-sand-demon,EXACT_NORMALIZATION,Perpetual Wastelands,Perpetual Wastelands,,3940,1780,3940x1780,210,Approximate boss level 210,,,(no mobs),True,True,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,['PlayfieldId']
132,Cyborgs,cyborg,family-cyborg,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,3460,2940,3460x2940,235,Approximate boss level 235,171,190,171-190,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
133,Cyborgs,cyborg,family-cyborg,SINGULAR_PLURAL_VARIANT,Perpetual Wastelands,Perpetual Wastelands,,3475,2980,3475x2980,245,Approximate boss level 245,171,190,171-190,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,['PlayfieldId']
134,Lizards,lizard,family-lizard,EXACT_NORMALIZATION,Varmint Woods,Varmint Woods,600,1740,2660,1740x2660,20,Approximate boss level 20,15,20,15-20,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
135,Lizards,lizard,family-lizard,EXACT_NORMALIZATION,Varmint Woods,Varmint Woods,600,1020,2740,1020x2740,30,Approximate boss level 30,20,25,20-25,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
136,Leets,leet,family-leet,SINGULAR_PLURAL_VARIANT,Varmint Woods,Varmint Woods,600,3340,2860,3340x2860,40,Approximate boss level 40,30,35,30-35,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
137,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Varmint Woods,Varmint Woods,600,1020,300,1020x300,60,Approximate boss level 60,45,50,45-50,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
138,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Varmint Woods,Varmint Woods,600,1300,2340,1300x2340,60,Approximate boss level 60,51,56,51-56,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
139,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Varmint Woods,Varmint Woods,600,3060,2220,3060x2220,65,Approximate boss level 65,50,55,50-55,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
140,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Varmint Woods,Varmint Woods,600,1220,340,1220x340,65,Approximate boss level 65,50,55,50-55,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
141,Spiders,spider,family-spider,SINGULAR_PLURAL_VARIANT,Varmint Woods,Varmint Woods,600,1420,1540,1420x1540,65,Approximate boss level 65,50,55,50-55,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
142,Manteze,manteze,family-manteze,DISTINCT_VARIANT_RETAINED,Varmint Woods,Varmint Woods,600,4020,1780,4020x1780,65,Approximate boss level 65,55,60,55-60,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,[]
143,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Varmint Woods,Varmint Woods,600,1140,980,1140x980,70,Approximate boss level 70,55,60,55-60,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
144,Manteze,manteze,family-manteze,DISTINCT_VARIANT_RETAINED,Varmint Woods,Varmint Woods,600,700,2180,700x2180,75,Approximate boss level 75,60,65,60-65,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,[]
145,Manteze,manteze,family-manteze,DISTINCT_VARIANT_RETAINED,Varmint Woods,Varmint Woods,600,580,2540,580x2540,75,Approximate boss level 75,60,65,60-65,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,[]
146,Manteze,manteze,family-manteze,DISTINCT_VARIANT_RETAINED,Varmint Woods,Varmint Woods,600,4060,1340,4060x1340,75,Approximate boss level 75,60,65,60-65,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,[]
147,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Varmint Woods,Varmint Woods,600,1340,900,1340x900,75,Approximate boss level 75,60,65,60-65,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
148,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Varmint Woods,Varmint Woods,600,1940,1860,1940x1860,75,Approximate boss level 75,60,65,60-65,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
149,Unfinished Breed,unfinished breed,family-unfinished-breed,EXACT_NORMALIZATION,Varmint Woods,Varmint Woods,600,2040,420,2040x420,75,Approximate boss level 75,60,65,60-65,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
150,Unfinished Breed,unfinished breed,family-unfinished-breed,EXACT_NORMALIZATION,Varmint Woods,Varmint Woods,600,2040,400,2040x400,75,Approximate boss level 75,60,65,60-65,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
151,Manteze,manteze,family-manteze,DISTINCT_VARIANT_RETAINED,Varmint Woods,Varmint Woods,600,4220,380,4220x380,80,Approximate boss level 80,65,70,65-70,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,DISTINCT_VARIANT_RETAINED,[]
152,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Varmint Woods,Varmint Woods,600,1380,540,1380x540,80,Approximate boss level 80,65,70,65-70,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
153,Rhinomen,rhinoman,family-rhinoman,SPELLING_VARIANT,Varmint Woods,Varmint Woods,600,1860,1100,1860x1100,100,Approximate boss level 100,80,85,80-85,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SPELLING_VARIANT,[]
154,Bileswarms,bileswarm,family-bileswarm,SINGULAR_PLURAL_VARIANT,Varmint Woods,Varmint Woods,600,1700,820,1700x820,130,Approximate boss level 130,105,110,105-110,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
155,Biofreaks,biofreak,family-biofreak,EXACT_NORMALIZATION,Wailing Wastes,Wailing Wastes,551,340,1060,340x1060,45,Approximate boss level 45,35,40,35-40,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
156,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,1100,2020,1100x2020,50,Approximate boss level 50,35,40,35-40,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
157,Rollerrats,rollerrat,family-rollerrat,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,1740,1220,1740x1220,50,Approximate boss level 50,35,40,35-40,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
158,Clawfingers,clawfinger,family-clawfinger,EXACT_NORMALIZATION,Wailing Wastes,Wailing Wastes,551,1140,1700,1140x1700,50,Approximate boss level 50,40,45,40-45,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,EXACT_NORMALIZATION,[]
159,Hounds,hound,family-hound,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,1580,1140,1580x1140,50,Approximate boss level 50,40,45,40-45,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
160,Hounds,hound,family-hound,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,1420,1140,1420x1140,50,Approximate boss level 50,40,45,40-45,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
161,Hounds,hound,family-hound,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,1380,1380,1380x1380,50,Approximate boss level 50,40,45,40-45,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
162,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,1700,1740,1700x1740,55,Approximate boss level 55,40,45,40-45,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
163,Blubbags,blubbag,family-blubbag,SINGULAR_PLURAL_VARIANT,Wailing Wastes,Wailing Wastes,551,2300,1340,2300x1340,55,Approximate boss level 55,40,45,40-45,False,False,,SRC-DYNA-ODT-001,COMMUNITY_DOCUMENTED,DOCUMENTED_STATIC_SPAWN,Static,SINGULAR_PLURAL_VARIANT,[]
