"Dll","Category","Kind","Symbol"
"Gamecode.dll","AOClient","ClientStatName","e_AMSModifier"
"Gamecode.dll","AOClient","ClientStatName","e_Anim"
"Gamecode.dll","AOClient","ClientStatName","e_AnimPlay"
"Gamecode.dll","AOClient","ClientStatName","e_AnimPos"
"Gamecode.dll","AOClient","ClientStatName","e_AnimSet"
"Gamecode.dll","AOClient","ClientStatName","e_AnimSpeed"
"Gamecode.dll","AOClient","ClientStatName","e_ApartmentAccessCard"
"Gamecode.dll","AOClient","ClientStatName","e_ApartmentsAllowed"
"Gamecode.dll","AOClient","ClientStatName","e_ApartmentsOwned"
"Gamecode.dll","AOClient","ClientStatName","e_AreaInstance"
"Gamecode.dll","AOClient","ClientStatName","e_AreaType"
"Gamecode.dll","AOClient","ClientStatName","e_ArmourType"
"Gamecode.dll","AOClient","ClientStatName","e_AssaultRifle"
"Gamecode.dll","AOClient","ClientStatName","e_AttackCount"
"Gamecode.dll","AOClient","ClientStatName","e_AttackRange"
"Gamecode.dll","AOClient","ClientStatName","e_AttackShield"
"Gamecode.dll","AOClient","ClientStatName","e_AttackSpeed"
"Gamecode.dll","AOClient","ClientStatName","e_Attitude"
"Gamecode.dll","AOClient","ClientStatName","e_Backstab"
"Gamecode.dll","AOClient","ClientStatName","e_BattlestationRep"
"Gamecode.dll","AOClient","ClientStatName","e_BattlestationSide"
"Gamecode.dll","AOClient","ClientStatName","e_BeltSlots"
"Gamecode.dll","AOClient","ClientStatName","e_BerserkMode"
"Gamecode.dll","AOClient","ClientStatName","e_BiologicalMetamorphose"
"Gamecode.dll","AOClient","ClientStatName","e_BodyDevelopment"
"Gamecode.dll","AOClient","ClientStatName","e_Bow"
"Gamecode.dll","AOClient","ClientStatName","e_BowSpecialAttack"
"Gamecode.dll","AOClient","ClientStatName","e_BrainType"
"Gamecode.dll","AOClient","ClientStatName","e_Brawl"
"Gamecode.dll","AOClient","ClientStatName","e_BreakingEntry"
"Gamecode.dll","AOClient","ClientStatName","e_Breed"
"Gamecode.dll","AOClient","ClientStatName","e_BreedHostility"
"Gamecode.dll","AOClient","ClientStatName","e_BreedLimit"
"Gamecode.dll","AOClient","ClientStatName","e_Burst"
"Gamecode.dll","AOClient","ClientStatName","e_BuyModifier"
"Gamecode.dll","AOClient","ClientStatName","e_Can"
"Gamecode.dll","AOClient","ClientStatName","e_CanChangeClothes"
"Gamecode.dll","AOClient","ClientStatName","e_CantHavePets"
"Gamecode.dll","AOClient","ClientStatName","e_Cash"
"Gamecode.dll","AOClient","ClientStatName","e_CATAnim"
"Gamecode.dll","AOClient","ClientStatName","e_CATAnimFlags"
"Gamecode.dll","AOClient","ClientStatName","e_CATMesh"
"Gamecode.dll","AOClient","ClientStatName","e_ChanceOfUse"
"Gamecode.dll","AOClient","ClientStatName","e_CharRadius"
"Gamecode.dll","AOClient","ClientStatName","e_CharState"
"Gamecode.dll","AOClient","ClientStatName","e_CharTmp1"
"Gamecode.dll","AOClient","ClientStatName","e_CharTmp2"
"Gamecode.dll","AOClient","ClientStatName","e_CharTmp3"
"Gamecode.dll","AOClient","ClientStatName","e_CharTmp4"
"Gamecode.dll","AOClient","ClientStatName","e_ChemicalAC"
"Gamecode.dll","AOClient","ClientStatName","e_ChemicalDamageModifier"
"Gamecode.dll","AOClient","ClientStatName","e_Chemistry"
"Gamecode.dll","AOClient","ClientStatName","e_CityInstance"
"Gamecode.dll","AOClient","ClientStatName","e_CityTerminalRechargePercent"
"Gamecode.dll","AOClient","ClientStatName","e_Clan"
"Gamecode.dll","AOClient","ClientStatName","e_ClanConserver"
"Gamecode.dll","AOClient","ClientStatName","e_ClanDevoted"
"Gamecode.dll","AOClient","ClientStatName","e_ClanFinalized"
"Gamecode.dll","AOClient","ClientStatName","e_ClanGaia"
"Gamecode.dll","AOClient","ClientStatName","e_ClanHierarchy"
"Gamecode.dll","AOClient","ClientStatName","e_ClanInstance"
"Gamecode.dll","AOClient","ClientStatName","e_ClanItemInstance"
"Gamecode.dll","AOClient","ClientStatName","e_ClanItemType"
"Gamecode.dll","AOClient","ClientStatName","e_ClanLevel"
"Gamecode.dll","AOClient","ClientStatName","e_ClanPrice"
"Gamecode.dll","AOClient","ClientStatName","e_ClanRedeemed"
"Gamecode.dll","AOClient","ClientStatName","e_ClanSentinels"
"Gamecode.dll","AOClient","ClientStatName","e_ClanType"
"Gamecode.dll","AOClient","ClientStatName","e_ClanUpkeepInterval"
"Gamecode.dll","AOClient","ClientStatName","e_ClanVanguards"
"Gamecode.dll","AOClient","ClientStatName","e_CloseCombatInitiative"
"Gamecode.dll","AOClient","ClientStatName","e_ColdAC"
"Gamecode.dll","AOClient","ClientStatName","e_ColdDamageModifier"
"Gamecode.dll","AOClient","ClientStatName","e_CollideCheckInterval"
"Gamecode.dll","AOClient","ClientStatName","e_CombatRange"
"Gamecode.dll","AOClient","ClientStatName","e_CommandRange"
"Gamecode.dll","AOClient","ClientStatName","e_Commendations"
"Gamecode.dll","AOClient","ClientStatName","e_Compulsion"
"Gamecode.dll","AOClient","ClientStatName","e_ComputerLiteracy"
"Gamecode.dll","AOClient","ClientStatName","e_Concealment"
"Gamecode.dll","AOClient","ClientStatName","e_Conformity"
"Gamecode.dll","AOClient","ClientStatName","e_CorpseAnimKey"
"Gamecode.dll","AOClient","ClientStatName","e_CorpseInstance"
"Gamecode.dll","AOClient","ClientStatName","e_CorpseType"
"Gamecode.dll","AOClient","ClientStatName","e_CriticalDecrease"
"Gamecode.dll","AOClient","ClientStatName","e_CriticalIncrease"
"Gamecode.dll","AOClient","ClientStatName","e_CurrBodyLocation"
"Gamecode.dll","AOClient","ClientStatName","e_CurrentMass"
"Gamecode.dll","AOClient","ClientStatName","e_CurrentMovementMode"
"Gamecode.dll","AOClient","ClientStatName","e_CurrentNano"
"Gamecode.dll","AOClient","ClientStatName","e_CurrentNCU"
"Gamecode.dll","AOClient","ClientStatName","e_CurrentTime"
"Gamecode.dll","AOClient","ClientStatName","e_DailyMissionResets"
"Gamecode.dll","AOClient","ClientStatName","e_DamageBonus"
"Gamecode.dll","AOClient","ClientStatName","e_DamageOverrideType"
"Gamecode.dll","AOClient","ClientStatName","e_DamageToNano"
"Gamecode.dll","AOClient","ClientStatName","e_DamageToNanoMultiplier"
"Gamecode.dll","AOClient","ClientStatName","e_DamageToPet"
"Gamecode.dll","AOClient","ClientStatName","e_DamageToPetMultiplier"
"Gamecode.dll","AOClient","ClientStatName","e_DamageType"
"Gamecode.dll","AOClient","ClientStatName","e_DeadTimer"
"Gamecode.dll","AOClient","ClientStatName","e_DefaultAttackType"
"Gamecode.dll","AOClient","ClientStatName","e_DefaultPos"
"Gamecode.dll","AOClient","ClientStatName","e_Deflect"
"Gamecode.dll","AOClient","ClientStatName","e_DesiredTargetDistance"
"Gamecode.dll","AOClient","ClientStatName","e_Dimach"
"Gamecode.dll","AOClient","ClientStatName","e_DisarmTrap"
"Gamecode.dll","AOClient","ClientStatName","e_DisplayCATAnim"
"Gamecode.dll","AOClient","ClientStatName","e_DisplayCATMesh"
"Gamecode.dll","AOClient","ClientStatName","e_DistanceWeaponInitiative"
"Gamecode.dll","AOClient","ClientStatName","e_DMS"
"Gamecode.dll","AOClient","ClientStatName","e_DMSModifier"
"Gamecode.dll","AOClient","ClientStatName","e_Dodge"
"Gamecode.dll","AOClient","ClientStatName","e_DriveAir"
"Gamecode.dll","AOClient","ClientStatName","e_DriveGround"
"Gamecode.dll","AOClient","ClientStatName","e_DriveWater"
"Gamecode.dll","AOClient","ClientStatName","e_Duck"
"Gamecode.dll","AOClient","ClientStatName","e_DudChance"
"Gamecode.dll","AOClient","ClientStatName","e_DurationModifier"
"Gamecode.dll","AOClient","ClientStatName","e_EffectBlue"
"Gamecode.dll","AOClient","ClientStatName","e_EffectGreen"
"Gamecode.dll","AOClient","ClientStatName","e_EffectIcon"
"Gamecode.dll","AOClient","ClientStatName","e_EffectRed"
"Gamecode.dll","AOClient","ClientStatName","e_EffectType"
"Gamecode.dll","AOClient","ClientStatName","e_ElectricalEngineering"
"Gamecode.dll","AOClient","ClientStatName","e_Energy"
"Gamecode.dll","AOClient","ClientStatName","e_EnergyAC"
"Gamecode.dll","AOClient","ClientStatName","e_EnergyDamageModifier"
"Gamecode.dll","AOClient","ClientStatName","e_EquipDelay"
"Gamecode.dll","AOClient","ClientStatName","e_EquippedRHWeapon"
"Gamecode.dll","AOClient","ClientStatName","e_EquippedWeapons"
"Gamecode.dll","AOClient","ClientStatName","e_Evade"
"Gamecode.dll","AOClient","ClientStatName","e_Expansion"
"Gamecode.dll","AOClient","ClientStatName","e_ExpansionPlayfield"
"Gamecode.dll","AOClient","ClientStatName","e_ExtendedFlags"
"Gamecode.dll","AOClient","ClientStatName","e_Extroverty"
"Gamecode.dll","AOClient","ClientStatName","e_FabricType"
"Gamecode.dll","AOClient","ClientStatName","e_FastAttack"
"Gamecode.dll","AOClient","ClientStatName","e_Fatness"
"Gamecode.dll","AOClient","ClientStatName","e_Features"
"Gamecode.dll","AOClient","ClientStatName","e_FieldQuantumPhysics"
"Gamecode.dll","AOClient","ClientStatName","e_FireAC"
"Gamecode.dll","AOClient","ClientStatName","e_FireDamageModifier"
"Gamecode.dll","AOClient","ClientStatName","e_FirstAid"
"Gamecode.dll","AOClient","ClientStatName","e_Flags"
"Gamecode.dll","AOClient","ClientStatName","e_FlingShot"
"Gamecode.dll","AOClient","ClientStatName","e_FullAuto"
"Gamecode.dll","AOClient","ClientStatName","e_FullIPRPoints"
"Gamecode.dll","AOClient","ClientStatName","e_GenderLimit"
"Gamecode.dll","AOClient","ClientStatName","e_GlobalResearchGoal"
"Gamecode.dll","AOClient","ClientStatName","e_GlobalResearchLevel"
"Gamecode.dll","AOClient","ClientStatName","e_GmLevel"
"Gamecode.dll","AOClient","ClientStatName","e_GOS"
"Gamecode.dll","AOClient","ClientStatName","e_Grenade"
"Gamecode.dll","AOClient","ClientStatName","e_HasAlwaysLootable"
"Gamecode.dll","AOClient","ClientStatName","e_HeadMesh"
"Gamecode.dll","AOClient","ClientStatName","e_HealDelta"
"Gamecode.dll","AOClient","ClientStatName","e_HealInterval"
"Gamecode.dll","AOClient","ClientStatName","e_HealMultiplier"
"Gamecode.dll","AOClient","ClientStatName","e_HealReactivity"
"Gamecode.dll","AOClient","ClientStatName","e_Health"
"Gamecode.dll","AOClient","ClientStatName","e_HealthChange"
"Gamecode.dll","AOClient","ClientStatName","e_HealthChangeBest"
"Gamecode.dll","AOClient","ClientStatName","e_HealthChangeWorst"
"Gamecode.dll","AOClient","ClientStatName","e_HouseTemplate"
"Gamecode.dll","AOClient","ClientStatName","e_HPLevelUp"
"Gamecode.dll","AOClient","ClientStatName","e_HPPerSkill"
"Gamecode.dll","AOClient","ClientStatName","e_Icon"
"Gamecode.dll","AOClient","ClientStatName","e_ID_AccessoryList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ACGItemTemplateList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ActionCriteriaMap"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ActionDifficultyList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_AnimActionList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_AttractorMeshDataList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterBeltInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterBookInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterClothInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterImplantInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterQuestList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterSkillPstList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterTextureDataList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterTutorList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharacterWeaponInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharGDBData"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharNewInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharProfessionLevelList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharStatMap"
"Gamecode.dll","AOClient","ClientStatName","e_ID_CharTradeInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ChestInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ItemClothDataList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ItemCriteriaList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ItemDynamicList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ItemDynamicList16"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ItemDynamicList8"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ItemServerDynamicList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ItemStaticList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_KeyList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_MultipleItemInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_Name"
"Gamecode.dll","AOClient","ClientStatName","e_ID_NanoSpellList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_NanoTemplateInfoList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_NewInventory"
"Gamecode.dll","AOClient","ClientStatName","e_ID_PendingClanMemberList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_PlatformWaypoints"
"Gamecode.dll","AOClient","ClientStatName","e_ID_QuestList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_ResourceList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_SkillPstListMap"
"Gamecode.dll","AOClient","ClientStatName","e_ID_SoundActionListMap"
"Gamecode.dll","AOClient","ClientStatName","e_ID_SparseWornList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_TempSkillChangeMap"
"Gamecode.dll","AOClient","ClientStatName","e_ID_TerminateItemList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_TrapIDList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_VendingMachineList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_WeaponAccessoryList"
"Gamecode.dll","AOClient","ClientStatName","e_ID_WeaponAnimListMap"
"Gamecode.dll","AOClient","ClientStatName","e_ID_WornList"
"Gamecode.dll","AOClient","ClientStatName","e_ImpactEffectType"
"Gamecode.dll","AOClient","ClientStatName","e_InitiativeType"
"Gamecode.dll","AOClient","ClientStatName","e_InPlay"
"Gamecode.dll","AOClient","ClientStatName","e_Instance"
"Gamecode.dll","AOClient","ClientStatName","e_InsurancePercentage"
"Gamecode.dll","AOClient","ClientStatName","e_InsuranceTime"
"Gamecode.dll","AOClient","ClientStatName","e_Intelligence"
"Gamecode.dll","AOClient","ClientStatName","e_InterruptModifier"
"Gamecode.dll","AOClient","ClientStatName","e_InvadersKilled"
"Gamecode.dll","AOClient","ClientStatName","e_InventoryId"
"Gamecode.dll","AOClient","ClientStatName","e_IP"
"Gamecode.dll","AOClient","ClientStatName","e_IsFightingMe"
"Gamecode.dll","AOClient","ClientStatName","e_IsVehicle"
"Gamecode.dll","AOClient","ClientStatName","e_ItemAnim"
"Gamecode.dll","AOClient","ClientStatName","e_ItemClass"
"Gamecode.dll","AOClient","ClientStatName","e_ItemDelay"
"Gamecode.dll","AOClient","ClientStatName","e_ItemOpposedSkill"
"Gamecode.dll","AOClient","ClientStatName","e_ItemSIS"
"Gamecode.dll","AOClient","ClientStatName","e_ItemSkill"
"Gamecode.dll","AOClient","ClientStatName","e_ItemType"
"Gamecode.dll","AOClient","ClientStatName","e_KilledByInvaders"
"Gamecode.dll","AOClient","ClientStatName","e_LastPerkResetTime"
"Gamecode.dll","AOClient","ClientStatName","e_LastRnd"
"Gamecode.dll","AOClient","ClientStatName","e_LastSaveXP"
"Gamecode.dll","AOClient","ClientStatName","e_LastXP"
"Gamecode.dll","AOClient","ClientStatName","e_Level"
"Gamecode.dll","AOClient","ClientStatName","e_LevelLimit"
"Gamecode.dll","AOClient","ClientStatName","e_Life"
"Gamecode.dll","AOClient","ClientStatName","e_LockDifficulty"
"Gamecode.dll","AOClient","ClientStatName","e_LowresMesh"
"Gamecode.dll","AOClient","ClientStatName","e_LR_EnergyWeapon"
"Gamecode.dll","AOClient","ClientStatName","e_LR_MultipleWeapon"
"Gamecode.dll","AOClient","ClientStatName","e_MapAreaPart1"
"Gamecode.dll","AOClient","ClientStatName","e_MapAreaPart2"
"Gamecode.dll","AOClient","ClientStatName","e_MapAreaPart3"
"Gamecode.dll","AOClient","ClientStatName","e_MapAreaPart4"
"Gamecode.dll","AOClient","ClientStatName","e_MapFlags"
"Gamecode.dll","AOClient","ClientStatName","e_MapNavigation"
"Gamecode.dll","AOClient","ClientStatName","e_MapOptions"
"Gamecode.dll","AOClient","ClientStatName","e_MartialArts"
"Gamecode.dll","AOClient","ClientStatName","e_MaterialCreation"
"Gamecode.dll","AOClient","ClientStatName","e_MaterialLocation"
"Gamecode.dll","AOClient","ClientStatName","e_MaterialMetamorphose"
"Gamecode.dll","AOClient","ClientStatName","e_MaxDamage"
"Gamecode.dll","AOClient","ClientStatName","e_MaxEnergy"
"Gamecode.dll","AOClient","ClientStatName","e_MaxMass"
"Gamecode.dll","AOClient","ClientStatName","e_MaxNanoEnergy"
"Gamecode.dll","AOClient","ClientStatName","e_MaxNCU"
"Gamecode.dll","AOClient","ClientStatName","e_MaxShopItems"
"Gamecode.dll","AOClient","ClientStatName","e_MechanicalEngineering"
"Gamecode.dll","AOClient","ClientStatName","e_MechData"
"Gamecode.dll","AOClient","ClientStatName","e_MeleeAC"
"Gamecode.dll","AOClient","ClientStatName","e_MeleeDamageModifier"
"Gamecode.dll","AOClient","ClientStatName","e_MeleeEnergyWeapon"
"Gamecode.dll","AOClient","ClientStatName","e_MeleeMultiple"
"Gamecode.dll","AOClient","ClientStatName","e_MemberInstance"
"Gamecode.dll","AOClient","ClientStatName","e_Members"
"Gamecode.dll","AOClient","ClientStatName","e_MemberType"
"Gamecode.dll","AOClient","ClientStatName","e_Mesh"
"Gamecode.dll","AOClient","ClientStatName","e_MetaType"
"Gamecode.dll","AOClient","ClientStatName","e_MinDamage"
"Gamecode.dll","AOClient","ClientStatName","e_MinMembers"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits1"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits10"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits11"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits12"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits13"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits14"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits15"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits16"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits17"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits18"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits2"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits3"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits4"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits5"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits6"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits7"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits8"
"Gamecode.dll","AOClient","ClientStatName","e_MissionBits9"
"Gamecode.dll","AOClient","ClientStatName","e_MonsterData"
"Gamecode.dll","AOClient","ClientStatName","e_MonsterScale"
"Gamecode.dll","AOClient","ClientStatName","e_MonsterTexture"
"Gamecode.dll","AOClient","ClientStatName","e_MonthsPaid"
"Gamecode.dll","AOClient","ClientStatName","e_MoreFlags"
"Gamecode.dll","AOClient","ClientStatName","e_MultipleCount"
"Gamecode.dll","AOClient","ClientStatName","e_MustHavePets"
"Gamecode.dll","AOClient","ClientStatName","e_Name"
"Gamecode.dll","AOClient","ClientStatName","e_NameTemplate"
"Gamecode.dll","AOClient","ClientStatName","e_NanoAC"
"Gamecode.dll","AOClient","ClientStatName","e_NanoDamageModifier"
"Gamecode.dll","AOClient","ClientStatName","e_NanoDamageMultiplier"
"Gamecode.dll","AOClient","ClientStatName","e_NanoDelta"
"Gamecode.dll","AOClient","ClientStatName","e_NanoEnergyPool"
"Gamecode.dll","AOClient","ClientStatName","e_NanoFocusLevel"
"Gamecode.dll","AOClient","ClientStatName","e_NanoInterval"
"Gamecode.dll","AOClient","ClientStatName","e_NanoPoints"
"Gamecode.dll","AOClient","ClientStatName","e_NanoProgramming"
"Gamecode.dll","AOClient","ClientStatName","e_NanoProwessInitiative"
"Gamecode.dll","AOClient","ClientStatName","e_NanoVulnerability"
"Gamecode.dll","AOClient","ClientStatName","e_NewbieHP"
"Gamecode.dll","AOClient","ClientStatName","e_NewbieNP"
"Gamecode.dll","AOClient","ClientStatName","e_NextXP"
"Gamecode.dll","AOClient","ClientStatName","e_NPCBrainState"
"Gamecode.dll","AOClient","ClientStatName","e_NPCCommand"
"Gamecode.dll","AOClient","ClientStatName","e_NPCCommandArg"
"Gamecode.dll","AOClient","ClientStatName","e_NPCFamily"
"Gamecode.dll","AOClient","ClientStatName","e_NPCFlags"
"Gamecode.dll","AOClient","ClientStatName","e_NPCHasPatrolList"
"Gamecode.dll","AOClient","ClientStatName","e_NPCHatelistSize"
"Gamecode.dll","AOClient","ClientStatName","e_NPCIsSurrendering"
"Gamecode.dll","AOClient","ClientStatName","e_NPCNumPets"
"Gamecode.dll","AOClient","ClientStatName","e_NPCostModifier"
"Gamecode.dll","AOClient","ClientStatName","e_NPCSurrenderInstance"
"Gamecode.dll","AOClient","ClientStatName","e_NPCVicinityChars"
"Gamecode.dll","AOClient","ClientStatName","e_NPCVicinityPlayers"
"Gamecode.dll","AOClient","ClientStatName","e_NPLevelUp"
"Gamecode.dll","AOClient","ClientStatName","e_NPPerSkill"
"Gamecode.dll","AOClient","ClientStatName","e_NumAttackEffects"
"Gamecode.dll","AOClient","ClientStatName","e_NumberOfTeamMembers"
"Gamecode.dll","AOClient","ClientStatName","e_OTArmedForces"
"Gamecode.dll","AOClient","ClientStatName","e_OTFollowers"
"Gamecode.dll","AOClient","ClientStatName","e_OTMed"
"Gamecode.dll","AOClient","ClientStatName","e_OTOperator"
"Gamecode.dll","AOClient","ClientStatName","e_OTTrans"
"Gamecode.dll","AOClient","ClientStatName","e_OTUnredeemed"
"Gamecode.dll","AOClient","ClientStatName","e_OwnerInstance"
"Gamecode.dll","AOClient","ClientStatName","e_PaidPoints"
"Gamecode.dll","AOClient","ClientStatName","e_PercentChemicalDamage"
"Gamecode.dll","AOClient","ClientStatName","e_PercentColdDamage"
"Gamecode.dll","AOClient","ClientStatName","e_PercentEnergyDamage"
"Gamecode.dll","AOClient","ClientStatName","e_PercentFireDamage"
"Gamecode.dll","AOClient","ClientStatName","e_PercentMeleeDamage"
"Gamecode.dll","AOClient","ClientStatName","e_PercentPoisonDamage"
"Gamecode.dll","AOClient","ClientStatName","e_PercentProjectileDamage"
"Gamecode.dll","AOClient","ClientStatName","e_PercentRadiationDamage"
"Gamecode.dll","AOClient","ClientStatName","e_PercentRemainingHealth"
"Gamecode.dll","AOClient","ClientStatName","e_PercentRemainingNano"
"Gamecode.dll","AOClient","ClientStatName","e_Perception"
"Gamecode.dll","AOClient","ClientStatName","e_PersonalResearchGoal"
"Gamecode.dll","AOClient","ClientStatName","e_PersonalResearchLevel"
"Gamecode.dll","AOClient","ClientStatName","e_PetCounter"
"Gamecode.dll","AOClient","ClientStatName","e_PetMaster"
"Gamecode.dll","AOClient","ClientStatName","e_PetReq1"
"Gamecode.dll","AOClient","ClientStatName","e_PetReq2"
"Gamecode.dll","AOClient","ClientStatName","e_PetReq3"
"Gamecode.dll","AOClient","ClientStatName","e_PetReqVal1"
"Gamecode.dll","AOClient","ClientStatName","e_PetReqVal2"
"Gamecode.dll","AOClient","ClientStatName","e_PetReqVal3"
"Gamecode.dll","AOClient","ClientStatName","e_PetState"
"Gamecode.dll","AOClient","ClientStatName","e_PetType"
"Gamecode.dll","AOClient","ClientStatName","e_Pharmaceuticals"
"Gamecode.dll","AOClient","ClientStatName","e_PhysicalProwessInitiative"
"Gamecode.dll","AOClient","ClientStatName","e_Piercing"
"Gamecode.dll","AOClient","ClientStatName","e_Pistol"
"Gamecode.dll","AOClient","ClientStatName","e_Placement"
"Gamecode.dll","AOClient","ClientStatName","e_PlayerID"
"Gamecode.dll","AOClient","ClientStatName","e_PlayerKilling"
"Gamecode.dll","AOClient","ClientStatName","e_PlayerOptions"
"Gamecode.dll","AOClient","ClientStatName","e_PlayfieldType"
"Gamecode.dll","AOClient","ClientStatName","e_PoisonAC"
"Gamecode.dll","AOClient","ClientStatName","e_PoisonDamageModifier"
"Gamecode.dll","AOClient","ClientStatName","e_PreviousHealth"
"Gamecode.dll","AOClient","ClientStatName","e_Price"
"Gamecode.dll","AOClient","ClientStatName","e_PrimaryItemInstance"
"Gamecode.dll","AOClient","ClientStatName","e_PrimaryItemType"
"Gamecode.dll","AOClient","ClientStatName","e_Profession"
"Gamecode.dll","AOClient","ClientStatName","e_ProfessionLevel"
"Gamecode.dll","AOClient","ClientStatName","e_ProjectileAC"
"Gamecode.dll","AOClient","ClientStatName","e_ProjectileDamageModifier"
"Gamecode.dll","AOClient","ClientStatName","e_ProximityRangeIndoors"
"Gamecode.dll","AOClient","ClientStatName","e_ProximityRangeOutdoors"
"Gamecode.dll","AOClient","ClientStatName","e_Psychic"
"Gamecode.dll","AOClient","ClientStatName","e_PsychologicalModification"
"Gamecode.dll","AOClient","ClientStatName","e_Psychology"
"Gamecode.dll","AOClient","ClientStatName","e_PvP_Rating"
"Gamecode.dll","AOClient","ClientStatName","e_PVPDuelDeaths"
"Gamecode.dll","AOClient","ClientStatName","e_PVPDuelKills"
"Gamecode.dll","AOClient","ClientStatName","e_PVPDuelScore"
"Gamecode.dll","AOClient","ClientStatName","e_PVPProfessionDuelDeaths"
"Gamecode.dll","AOClient","ClientStatName","e_PVPProfessionDuelKills"
"Gamecode.dll","AOClient","ClientStatName","e_PVPRankedSoloDeaths"
"Gamecode.dll","AOClient","ClientStatName","e_PVPRankedSoloKills"
"Gamecode.dll","AOClient","ClientStatName","e_PVPRankedTeamDeaths"
"Gamecode.dll","AOClient","ClientStatName","e_PVPRankedTeamKills"
"Gamecode.dll","AOClient","ClientStatName","e_PVPSoloScore"
"Gamecode.dll","AOClient","ClientStatName","e_PVPTeamScore"
"Gamecode.dll","AOClient","ClientStatName","e_Race"
"Gamecode.dll","AOClient","ClientStatName","e_RadiationAC"
"Gamecode.dll","AOClient","ClientStatName","e_RadiationDamageModifier"
"Gamecode.dll","AOClient","ClientStatName","e_RangeIncreaserNF"
"Gamecode.dll","AOClient","ClientStatName","e_RangeIncreaserWeapon"
"Gamecode.dll","AOClient","ClientStatName","e_Rarity"
"Gamecode.dll","AOClient","ClientStatName","e_RechargeDelay"
"Gamecode.dll","AOClient","ClientStatName","e_ReflectChemicalAC"
"Gamecode.dll","AOClient","ClientStatName","e_ReflectColdAC"
"Gamecode.dll","AOClient","ClientStatName","e_ReflectEnergyAC"
"Gamecode.dll","AOClient","ClientStatName","e_ReflectFireAC"
"Gamecode.dll","AOClient","ClientStatName","e_ReflectMeleeAC"
"Gamecode.dll","AOClient","ClientStatName","e_ReflectNanoAC"
"Gamecode.dll","AOClient","ClientStatName","e_ReflectPoisonAC"
"Gamecode.dll","AOClient","ClientStatName","e_ReflectProjectileAC"
"Gamecode.dll","AOClient","ClientStatName","e_ReflectRadiationAC"
