"TemplateId","Name","EnemyKeywords","Strings"
"251783","alien_mini_bug_ranged_unrooted","","alien_mini_bug_ranged_unrooted"
"251784","alien_mini_bug_caster_unrooted","","alien_mini_bug_caster_unrooted"
"251785","jreN","","jreN | alien_battlesuit_centaur_melee_unrooted"
"251786","jreN","","jreN | alien_battlesuit_centaur_melee_ranged_unrooted"
"251787","jreN","","jreN | alien_battlesuit_centaur_caster_unrooted"
"251788","jreN","","jreN | alien_battlesuit_centaur_ranged_unrooted"
"252056","bd_swamp_witch","","bd_swamp_witch"
"252171","nano male robe - biodome1","","nano male robe - biodome1"
"252172","nano male robe - biodome2","","nano male robe - biodome2"
"252173","nano male robe - biodome3","","nano male robe - biodome3"
"252176","nano female robe - research dome 1","","nano female robe - research dome 1"
"252177","nano female robe - research dome 2","","nano female robe - research dome 2"
"252178","nano female robe - research dome 3","","nano female robe - research dome 3"
"252342","leetor","leet","leetor"
"253587","jreN","","jreN | alien detection system"
"253588","alien defense drone","","alien defense drone"
"253599","alien defense turret","","alien defense turret"
"253649","jreN","","jreN | alien_battlesuit_centaur_m_b_u"
"253893","jreN","","jreN | alien_battlesuit_centaur_mr_b_u"
"253894","jreN","","jreN | alien_battlesuit_centaur_mr_b"
"253895","jreN","","jreN | alien_battlesuit_centaur_m_b"
"253896","jreN","","jreN | alien_battlesuit_centaur_r_b"
"253897","jreN","","jreN | alien_battlesuit_centaur_r_b_u"
"253898","jreN","","jreN | alien_battlesuit_centaur_c_b"
"253899","jreN","","jreN | alien_battlesuit_centaur_c_b_u"
"253915","jreN","","jreN | alien_battlesuit_centaur_m_r"
"253916","jreN","","jreN | alien_battlesuit_centaur_r_r"
"253917","jreN","","jreN | alien_battlesuit_centaur_mr_r"
"253918","jreN","","jreN | alien_battlesuit_centaur_c_r"
"253919","jreN","","jreN | alien_battlesuit_centaur_m_r_u"
"253920","jreN","","jreN | alien_battlesuit_centaur_r_r_u"
"253921","jreN","","jreN | alien_battlesuit_centaur_mr_r_u"
"253922","jreN","","jreN | alien_battlesuit_centaur_c_r_u"
"254001","alien_battlesuit_hover_m_b","","alien_battlesuit_hover_m_b"
"254002","alien_battlesuit_hover_m_b_u","","alien_battlesuit_hover_m_b_u"
"254003","alien_battlesuit_hover_mr_b_u","","alien_battlesuit_hover_mr_b_u"
"254006","alien_battlesuit_hover_r_b_u","","alien_battlesuit_hover_r_b_u"
"254008","alien_battlesuit_hover_c_b_u","","alien_battlesuit_hover_c_b_u"
"254023","jreN","","jreN | alien_battlesuit_centaur_m_p"
"254024","jreN","","jreN | alien_battlesuit_centaur_m_p_u"
"254025","jreN","","jreN | alien_battlesuit_centaur_mr_p_u"
"254026","jreN","","jreN | alien_battlesuit_centaur_mr_p"
"254027","jreN","","jreN | alien_battlesuit_centaur_r_p"
"254028","jreN","","jreN | alien_battlesuit_centaur_r_p_u"
"254029","jreN","","jreN | alien_battlesuit_centaur_c_p"
"254030","jreN","","jreN | alien_battlesuit_centaur_c_p_u"
"254035","alien_battlesuit_centaur_c_cp","","alien_battlesuit_centaur_c_cp"
"254036","jreN","","jreN | alien_battlesuit_centaur_mr_cp"
"254037","jreN","","jreN | alien_battlesuit_centaur_r_cp"
"254038","jreN","","jreN | alien_battlesuit_centaur_m_cp"
"254039","jreN","","jreN | alien_battlesuit_centaur_m_cr"
"254040","jreN","","jreN | alien_battlesuit_centaur_r_cr"
"254041","jreN","","jreN | alien_battlesuit_centaur_mr_cr"
"254042","jreN","","jreN | alien_battlesuit_centaur_c_cr"
"254079","jreN","","jreN | alien_battlesuit_centaur_c_cb"
"254080","jreN","","jreN | alien_battlesuit_centaur_mr_cb"
"254081","jreN","","jreN | alien_battlesuit_centaur_r_cb"
"254082","jreN","","jreN | alien_battlesuit_centaur_m_cb"
"254084","jreN","","jreN | alien_battlesuit_centaur_r_cg"
"254087","jreN","","jreN | alien_battlesuit_centaur_c_cg"
"254118","icc shuttle guard-rooted","","icc shuttle guard-rooted"
"254293","alien_mini_bug_ranged_black","","alien_mini_bug_ranged_black"
"254294","alien_mini_bug_melee_black","","alien_mini_bug_melee_black"
"254295","alien_mini_bug_melee_ranged_b","","alien_mini_bug_melee_ranged_b"
"254296","alien_mini_bug_caster_black","","alien_mini_bug_caster_black"
"254304","jreN","","jreN | alien_battlesuit_centaur_hacker"
"254371","opifex female misa ramirez","","opifex female misa ramirez"
"254445","gianna molla","","gianna molla"
"254460","leona","","leona"
"254464","rotten peter","","rotten peter"
"254849","ai_mortiig predator_pet","","ai_mortiig predator_pet"
"254917","yalm - sunrise","","yalm - sunrise"
"254918","yalm - daylight","","yalm - daylight"
"254919","yalm - sunset","","yalm - sunset"
"254920","yalm - dusk","","yalm - dusk"
"254921","yalm - pearl","","yalm - pearl"
"254922","yalm - obsidian","","yalm - obsidian"
"256022","the machine","","the machine"
"256026","jreN","","jreN | alien_battlesuit_centaur_r_cr_u"
"256062","vanguard node 19","","vanguard node 19"
"256393","dr. jefferson","","dr. jefferson"
"256458","jreN","","jreN | alien_battlesuit_centaur_c_cr_u"
"256459","alien_mini_bug_melee_ranged_b_u","","alien_mini_bug_melee_ranged_b_u"
"256460","jreN","","jreN | alien_battlesuit_centaur_mr_cr_u"
"256461","alien_mini_bug_ranged_black_u","","alien_mini_bug_ranged_black_u"
"256462","alien_mini_bug_melee_black_u","","alien_mini_bug_melee_black_u"
"256463","jreN","","jreN | alien_battlesuit_centaur_m_cr_u"
"256464","alien_mini_bug_caster_black_u","","alien_mini_bug_caster_black_u"
"256465","jreN","","jreN | alien_battlesuit_centaur_c_cb_u"
"256466","jreN","","jreN | alien_battlesuit_centaur_r_cb_u"
"256467","jreN","","jreN | alien_battlesuit_centaur_m_cb_u"
"256468","jreN","","jreN | alien_battlesuit_centaur_c_cp_u"
"256470","jreN","","jreN | alien_battlesuit_centaur_c_cg_u"
"256471","jreN","","jreN | alien_battlesuit_centaur_mr_cp_u"
"256472","jreN","","jreN | alien_battlesuit_centaur_r_cp_u"
"256473","jreN","","jreN | alien_battlesuit_centaur_m_cp_u"
"256518","ai_cutecreature_draculeet","creature; leet","ai_cutecreature_draculeet"
"256519","ai_cutecreature_frankenleet","creature; leet","ai_cutecreature_frankenleet"
"257040","unicorn field engineer","","unicorn field engineer"
"257048","researcher miranda prue","","researcher miranda prue"
"257054","clan representative","","clan representative"
"257055","unicorn bursar","","unicorn bursar"
"257283","alien coccoon","","alien coccoon"
"257292","unicorn lander","","unicorn lander"
"257299","unicorn service tower","","unicorn service tower"
"257305","unicorn elite outzone","","unicorn elite outzone"
"257313","alien boss detached_melee_ranged_black","","alien boss detached_melee_ranged_black"
"258174","rookie alien hunter","","rookie alien hunter"
"258209","carlo pinnetti","","carlo pinnetti"
"258346","sydney finn","","sydney finn"
"258661","annie kingsglade","","annie kingsglade"
"258663","the robert ryan","","the robert ryan"
"258666","iratius kaiser","","iratius kaiser"
"258667","ina charlotta kern","","ina charlotta kern"
"258669","aleksei innokenti","","aleksei innokenti"
"258744","solitus african male","","solitus african male"
"258938","biomare - captain rik rak jones","","biomare - captain rik rak jones"
"259253","biomare spin drone","","biomare spin drone"
"259301","containment unit","","containment unit"
"259308","drop cage","","drop cage"
"259319","solitus_asian_male_medium","","solitus_asian_male_medium"
"259399","unicorn energy accumulator","","unicorn energy accumulator"
"259464","tarkhan zora","","tarkhan zora"
"259621","atrox save animation - dont use","","atrox save animation - dont use"
"259622","male sl save anim - dont use","","male sl save anim - dont use"
"259623","female sl save anim - dont use","","female sl save anim - dont use"
"259779","anim - atrox - thin - knockback","","anim - atrox - thin - knockback"
"259812","anim - atrox - thin - disco","","anim - atrox - thin - disco"
"259813","anim - atrox - thin - robe - disco","","anim - atrox - thin - robe - disco"
"259814","anim - atrox - med - disco","","anim - atrox - med - disco"
"259815","anim - atrox - med - robe - disco","","anim - atrox - med - robe - disco"
"259816","anim - atrox - fat - robe - disco","","anim - atrox - fat - robe - disco"
"259817","anim - atrox - fat - disco","","anim - atrox - fat - disco"
"259818","anim - solitus - male - disco","","anim - solitus - male - disco"
"259819","anim - solitus - male - robe - disco","","anim - solitus - male - robe - disco"
"259820","anim - solitus - male - thin - robe - disco","","anim - solitus - male - thin - robe - disco"
"259821","anim - solitus - male - thin - disco","","anim - solitus - male - thin - disco"
"259822","anim - solitus - male - fat - disco","","anim - solitus - male - fat - disco"
"259823","anim - solitus - male - fat - robe - disco","","anim - solitus - male - fat - robe - disco"
"259824","anim - solitus - female - thin - disco","","anim - solitus - female - thin - disco"
"259825","anim - solitus - female - thin - robe - disco","","anim - solitus - female - thin - robe - disco"
"259826","anim - solitus - female - robe - disco","","anim - solitus - female - robe - disco"
"259827","anim - solitus - female - disco","","anim - solitus - female - disco"
"259828","anim - solitus - female - fat - disco","","anim - solitus - female - fat - disco"
"259829","anim - solitus - female - fat - robe - disco","","anim - solitus - female - fat - robe - disco"
"259830","anim - opifex - male - disco","","anim - opifex - male - disco"
"259831","anim - opifex - male - robe - disco","","anim - opifex - male - robe - disco"
"259832","anim - opifex - male - thin - robe - disco","","anim - opifex - male - thin - robe - disco"
"259833","anim - opifex - male - thin - disco","","anim - opifex - male - thin - disco"
"259834","anim - opifex - male - fat - disco","","anim - opifex - male - fat - disco"
"259835","anim - opifex - male - fat - robe - disco","","anim - opifex - male - fat - robe - disco"
"259836","anim - opifex - female - thin - robe - disco","","anim - opifex - female - thin - robe - disco"
"259837","anim - opifex - female - thin - disco","","anim - opifex - female - thin - disco"
"259839","anim - opifex - female - robe - disco","","anim - opifex - female - robe - disco"
"259840","anim - opifex - female - disco","","anim - opifex - female - disco"
"259841","anim - opifex - female - fat - robe - disco","","anim - opifex - female - fat - robe - disco"
"259842","anim - opifex - female - fat - disco","","anim - opifex - female - fat - disco"
"259843","anim - nano - male - disco","","anim - nano - male - disco"
"259844","anim - nano - male - robe - disco","","anim - nano - male - robe - disco"
"259845","anim - nano - male - thin - robe - disco","","anim - nano - male - thin - robe - disco"
"259846","anim - nano - male - thin - disco","","anim - nano - male - thin - disco"
"259847","anim - nano - male - fat - disco","","anim - nano - male - fat - disco"
"259848","anim - nano - male - fat - robe - disco","","anim - nano - male - fat - robe - disco"
"259859","pre-order mech","","pre-order mech"
"259871","dancing santa doll","","dancing santa doll"
"259884","becky lee","","becky lee"
"259886","shore tabusku","","shore tabusku"
"259890","annika erskine","","annika erskine"
"259892","sara windsor","","sara windsor"
"259893","kate hayes","","kate hayes"
"259895","lindsay finlay","","lindsay finlay"
"259896","robert sinsen (robe)","","robert sinsen (robe)"
"259907","rubi-ka safari guide (robe)","","rubi-ka safari guide (robe)"
"259982","giant sandworm","","giant sandworm"
"260034","alien signal tower","","alien signal tower"
"260117","mech - recon","","mech - recon"
"260229","alien bomb","","alien bomb"
"260280","alien_mini_bug_melee_striped_u","","alien_mini_bug_melee_striped_u"
"260513","sl_voracious horror_ghost","","p%d: | sl_voracious horror_ghost"
"260524","swampghoul - ghost","","swampghoul - ghost"
"260756","solitus male -reclining","","solitus male -reclining"
"260844","sl_spirits_redeemed_male_kungfu","","sl_spirits_redeemed_male_kungfu"
"261615","rooted atrox male","","rooted atrox male"
"262088","solitus_male_shade","shade","solitus_male_shade"
"262263","alien_fish2","","alien_fish2"
"262302","antipersonel gun - solitus male","","antipersonel gun - solitus male"
"262312","antipersonel gun - solitus female","","antipersonel gun - solitus female"
"262313","antipersonel gun - opifex female","","antipersonel gun - opifex female"
"262315","antipersonel gun - opifex male","","antipersonel gun - opifex male"
"262316","antipersonel gun - atrox","","antipersonel gun - atrox"
"262318","antipersonel gun - solitus male - upgraded","","antipersonel gun - solitus male - upgraded"
"262331","sam battery","","sam battery"
"262339","pre-order mech - solitus male","","pre-order mech - solitus male"
"262340","pre-order mech - solitus female","","pre-order mech - solitus female"
"262342","pre-order mech - opifex male","","pre-order mech - opifex male"
"262344","pre-order mech - atrox","","pre-order mech - atrox"
"262345","pre-order mech - opifex female","","pre-order mech - opifex female"
"262346","heavy mech - solitus male","","heavy mech - solitus male"
"262347","heavy mech - solitus female","","heavy mech - solitus female"
"262374","pre-order mech upgrade - atrox","","pre-order mech upgrade - atrox"
"262389","antivehicular battery - solitus male","","antivehicular battery - solitus male"
"262390","antivehicular battery - solitus male upgraded","","antivehicular battery - solitus male upgraded"
"262396","antivehicular battery - opifex female","","antivehicular battery - opifex female"
"262397","alien tentacle","","alien tentacle"
"262429","pre-order mech upgrade - solitus male","","pre-order mech upgrade - solitus male"
"262645","tombstone","","tombstone"
"262651","alien vulture","vulture","alien vulture"
"262892","grey lizard backpack","lizard","grey lizard backpack"
"262894","grey lizard backpack 2","lizard","grey lizard backpack 2"
"262895","kate hayes - legs","","kate hayes - legs"
"262925","atrox animation tester","","atrox animation tester"
"262933","nanovoider","","nanovoider"
"262950","atrox animation tester 2h blade","","atrox animation tester 2h blade"
"262964","bahirae serugiusu","","bahirae serugiusu"
"262965","eleanor kiamarli","","eleanor kiamarli"
"262966","unionist agitator scarpese","","unionist agitator scarpese"
"262974","alien antibody - birth","","alien antibody - birth"
"262975","alien antibody","","alien antibody"
"262995","anim - kb - solitus - male","","anim - kb - solitus - male"
"262996","anim - kb - solitus - male - robe","","anim - kb - solitus - male - robe"
"262997","anim - kb - solitus - male - robe - thin","","anim - kb - solitus - male - robe - thin"
"262998","anim - kb - solitus - male - robe - fat","","anim - kb - solitus - male - robe - fat"
"262999","anim - kb - solitus - male - fat","","anim - kb - solitus - male - fat"
"263000","anim - kb - solitus - male - thin","","anim - kb - solitus - male - thin"
"263001","anim - kb - solitus - female","","anim - kb - solitus - female"
"263002","anim - kb - solitus - female - thin","","anim - kb - solitus - female - thin"
"263003","anim - kb - solitus - female - fat","","anim - kb - solitus - female - fat"
"263004","anim - kb - solitus - female - fat - robe","","anim - kb - solitus - female - fat - robe"
"263005","anim - kb - solitus - female - robe","","anim - kb - solitus - female - robe"
"263006","anim - kb - solitus - female - thin - robe","","anim - kb - solitus - female - thin - robe"
"263007","anim - kb - opifex - male","","anim - kb - opifex - male"
"263008","anim - kb - opifex - male - thin","","anim - kb - opifex - male - thin"
"263009","anim - kb - opifex - male - fat","","anim - kb - opifex - male - fat"
"263010","anim - kb - opifex - male - fat - robe","","anim - kb - opifex - male - fat - robe"
"263011","anim - kb - opifex - male - thin - robe","","anim - kb - opifex - male - thin - robe"
"263012","anim - kb - opifex - male - robe","","anim - kb - opifex - male - robe"
"263013","anim - kb - opifex - female","","anim - kb - opifex - female"
"263014","anim - kb - opifex - female - thin","","anim - kb - opifex - female - thin"
"263015","anim - kb - opifex - female - fat","","anim - kb - opifex - female - fat"
"263016","anim - kb - opifex - female - fat - robe","","anim - kb - opifex - female - fat - robe"
"263017","anim - kb - opifex - female - thin - robe","","anim - kb - opifex - female - thin - robe"
"263018","anim - kb - opifex - female - robe","","anim - kb - opifex - female - robe"
"263019","anim - kb -  atrox","","anim - kb -  atrox"
"263020","anim - kb -  atrox - thin","","anim - kb -  atrox - thin"
"263021","anim - kb -  atrox - fat","","anim - kb -  atrox - fat"
"263022","anim - kb -  atrox - fat - robe","","anim - kb -  atrox - fat - robe"
"263023","anim - kb -  atrox - thin - robe","","anim - kb -  atrox - thin - robe"
"263024","anim - kb -  atrox - robe","","anim - kb -  atrox - robe"
"263050","nano female - head 40137","","nano female - head 40137"
"263052","nano male cloak - head 40173","","nano male cloak - head 40173"
"263053","nano female robe - head 40137","","nano female robe - head 40137"
"263058","alien_prober","","alien_prober"
"263238","animation tester - solitus female","","animation tester - solitus female"
"263581","old technologist","","old technologist"
"263582","solitus female robe - sitting","","solitus female robe - sitting"
"263810","alien wrench","","alien wrench"
"263830","antivehicular battery - solitus male","","antivehicular battery - solitus male"
"263856","test - heavy mech","","test - heavy mech"
"263884","alien boss mothership","","alien boss mothership"
"264900","scout mech - atrox","","scout mech - atrox"
"265391","moss covered altar","","moss covered altar"
"265427","scout mech - solitus male upgraded","","scout mech - solitus male upgraded"
"265675","antipersonel gun - opifex male - upgraded","","antipersonel gun - opifex male - upgraded"
"265754","antipersonel gun - atrox male - upgraded","","antipersonel gun - atrox male - upgraded"
"265756","antipersonel gun - solitus female - upgraded","","antipersonel gun - solitus female - upgraded"
"265780","antipersonel gun - opifex female - upgraded","","antipersonel gun - opifex female - upgraded"
"265795","antivehicular battery - solitus female","","antivehicular battery - solitus female"
"265802","antivehicular battery - atrox","","antivehicular battery - atrox"
"265808","antivehicular battery - opifex female","","antivehicular battery - opifex female"
"265822","scout mech - atrox - upgrade","","scout mech - atrox - upgrade"
"265846","antivehicular battery - opifex male","","antivehicular battery - opifex male"
"265849","antivehicular battery - solitus female upgraded","","antivehicular battery - solitus female upgraded"
"265853","antivehicular battery - atrox upgraded","","antivehicular battery - atrox upgraded"
"265854","antivehicular battery - opifex female upgraded","","antivehicular battery - opifex female upgraded"
"265855","antivehicular battery - opifex male upgraded","","antivehicular battery - opifex male upgraded"
"265859","heavy mech - opifex male","","heavy mech - opifex male"
"265872","heavy mech - opifex female","","heavy mech - opifex female"
"265923","heavy mech - opifex female - upgrade","","heavy mech - opifex female - upgrade"
"265925","heavy mech - solitus male - upgrade","","heavy mech - solitus male - upgrade"
"265926","heavy mech - opifex male - upgrade","","heavy mech - opifex male - upgrade"
"265928","scout mech - opifex male - upgrade","","scout mech - opifex male - upgrade"
"265929","heavy mech - atrox","","heavy mech - atrox"
"265930","heavy mech - solitus female - upgrade","","heavy mech - solitus female - upgrade"
"265931","heavy mech - atrox - upgrade","","heavy mech - atrox - upgrade"
"265935","scout mech - solitus male","","scout mech - solitus male"
"265936","scout mech - solitus female","","scout mech - solitus female"
"265937","scout mech - opifex male","","scout mech - opifex male"
"265938","scout mech - opifex female","","scout mech - opifex female"
"265946","scout mech - solitus female - upgraded","","scout mech - solitus female - upgraded"
"265948","scout mech - opifex female - upgraded","","scout mech - opifex female - upgraded"
"265985","william robert (atrox male)","","william robert (atrox male)"
"266241","pre-order mech - solitus female - upgrade","","pre-order mech - solitus female - upgrade"
"266272","pre-order mech - opifex male - upgrade","","pre-order mech - opifex male - upgrade"
"266336","pre-order mech - opifex female - upgrade","","pre-order mech - opifex female - upgrade"
"266976","male bazooka anims","","male bazooka anims"
"266977","female bazooka animations","","female bazooka animations"
"266978","atrox bazooka animations","","atrox bazooka animations"
"267048","preorder mech boss - solitus male","","preorder mech boss - solitus male"
"267084","bursting nano soldier","","bursting nano soldier"
"267131","atrox keeper special attacks","","atrox keeper special attacks"
"267170","atrox enforcer male - special anims","","atrox enforcer male - special anims"
"267221","opifex female keeper specials","","opifex female keeper specials"
"267243","heavy mech - solitus female npc - upgrade","npc","heavy mech - solitus female npc - upgrade"
"267310","solitus male - rocket launcher","","solitus male - rocket launcher"
"267318","mia munro","","mia munro"
"267319","bomani toure","","bomani toure"
"267320","cante hawk","","cante hawk"
"267321","jasmine cordell","","jasmine cordell"
"267322","paolo turin","","paolo turin"
"267323","alan goodwin","","alan goodwin"
"267324","penley meer","","penley meer"
"267389","solitus male - rocket launcher- not equipped","","solitus male - rocket launcher- not equipped"
"267402","solitus male - dance tester","","solitus male - dance tester"
"267597","unicorn stormtrooper - hooded","","unicorn stormtrooper - hooded"
"267779","bd_swamp_witch_2","","bd_swamp_witch_2"
"268096","scott free - solitus male","","scott free - solitus male"
"268103","dr. aleksander koumas - solitus male","","dr. aleksander koumas - solitus male"
"268104","dr. marko steffensen - solitus male","","dr. marko steffensen - solitus male"
"268105","jackson turnfloat - opifex male","","jackson turnfloat - opifex male"
"268203","tentacle -swimming only","","tentacle -swimming only"
"268682","drop cage - no mount","","drop cage - no mount"
"268754","rubi-ka tours coordinator","","rubi-ka tours coordinator"
"268765","hans paceman","","hans paceman"
"268766","dr. hans paceman","","dr. hans paceman"
"268767","dr. aurelie bouchard","","dr. aurelie bouchard"
"269165","hoverboard_a_solitus_male - 3 tricks","","hoverboard_a_solitus_male - 3 tricks"
"269166","hoverboard_a_solitus_male - 2 tricks","","hoverboard_a_solitus_male - 2 tricks"
"269167","hoverboard_a_solitus_male - 1 trick","","hoverboard_a_solitus_male - 1 trick"
"269172","hoverboard_a_solitus_female - 1 trick","","hoverboard_a_solitus_female - 1 trick"
"269173","hoverboard_a_solitus_female - 2 tricks","","hoverboard_a_solitus_female - 2 tricks"
"269176","hoverboard_a_solitus_female - 3 tricks","","hoverboard_a_solitus_female - 3 tricks"
"269177","hoverboard_a_atrox - 3 tricks","","hoverboard_a_atrox - 3 tricks"
"269182","hoverboard_a_atrox - 2 tricks","","hoverboard_a_atrox - 2 tricks"
"269308","hoverboard_a_atrox - 1 trick","","hoverboard_a_atrox - 1 trick"
"269339","hoverboard_a_opifex_male - 3 tricks","","hoverboard_a_opifex_male - 3 tricks"
"269355","hoverboard_a_opifex_male - 2 tricks","","hoverboard_a_opifex_male - 2 tricks"
"269356","hoverboard_a_opifex_male - 1 trick","","hoverboard_a_opifex_male - 1 trick"
"269358","hoverboard_a_opifex_female - 3 tricks","","hoverboard_a_opifex_female - 3 tricks"
"269379","hoverboard_a_opifex_female - 2 tricks","","hoverboard_a_opifex_female - 2 tricks"
"269380","hoverboard_a_opifex_female - 1 trick","","hoverboard_a_opifex_female - 1 trick"
"269393","iceberg monster","monster","iceberg monster"
"269462","hoverbike_b_solitus_male","","hoverbike_b_solitus_male"
"269712","ground chief mikkelsen","","ground chief mikkelsen"
"269727","iceberg monster - rising","monster","iceberg monster - rising"
"269838","shivering pete","","shivering pete"
"270044","hoverboard_b_solitus_male - 3 tricks","","hoverboard_b_solitus_male - 3 tricks"
"270120","hoverboard_b_solitus_male - 2 tricks","","hoverboard_b_solitus_male - 2 tricks"
"270121","hoverboard_b_solitus_male - 1 trick","","hoverboard_b_solitus_male - 1 trick"
"270122","hoverboard_b_solitus_female - 1 trick","","hoverboard_b_solitus_female - 1 trick"
"270123","hoverboard_b_solitus_female - 2 tricks","","hoverboard_b_solitus_female - 2 tricks"
"270136","hoverboard_b_solitus_female - 3 tricks","","hoverboard_b_solitus_female - 3 tricks"
"270331","hoverboard_b_atrox - 3 tricks","","hoverboard_b_atrox - 3 tricks"
"270332","hoverboard_b_atrox - 2 tricks","","hoverboard_b_atrox - 2 tricks"
"270346","hoverboard_b_atrox - 1 trick","","hoverboard_b_atrox - 1 trick"
"270429","hoverboard_b_opifex_male - 3 tricks","","hoverboard_b_opifex_male - 3 tricks"
"270430","hoverboard_b_opifex_female - 3 tricks","","hoverboard_b_opifex_female - 3 tricks"
"270483","hoverboard_b_t2_solitus_male - 3 tricks","","hoverboard_b_t2_solitus_male - 3 tricks"
"270484","hoverboard_b_t2_solitus_female - 3 tricks","","hoverboard_b_t2_solitus_female - 3 tricks"
"270486","hoverboard_b_t2_atrox - 3 tricks","","hoverboard_b_t2_atrox - 3 tricks"
"270487","hoverboard_b_t2_opifex_male - 3 tricks","","hoverboard_b_t2_opifex_male - 3 tricks"
"270489","hoverboard_b_t2_opifex_female - 3 tricks","","hoverboard_b_t2_opifex_female - 3 tricks"
"270492","hoverboard_b_t3_solitus_male - 3 tricks","","hoverboard_b_t3_solitus_male - 3 tricks"
"270493","hoverboard_b_t3_solitus_female - 3 tricks","","hoverboard_b_t3_solitus_female - 3 tricks"
"270494","hoverboard_b_t3_atrox - 3 tricks","","hoverboard_b_t3_atrox - 3 tricks"
"270495","hoverboard_b_t3_opifex_male - 3 tricks","","hoverboard_b_t3_opifex_male - 3 tricks"
"270496","hoverboard_b_t3_opifex_female - 3 tricks","","hoverboard_b_t3_opifex_female - 3 tricks"
"270497","hoverboard_b_t4_solitus_male - 3 tricks","","hoverboard_b_t4_solitus_male - 3 tricks"
"270498","hoverboard_b_t4_solitus_female - 3 tricks","","hoverboard_b_t4_solitus_female - 3 tricks"
"270499","hoverboard_b_t4_atrox - 3 tricks","","hoverboard_b_t4_atrox - 3 tricks"
"270500","hoverboard_b_t4_opifex_male - 3 tricks","","hoverboard_b_t4_opifex_male - 3 tricks"
"270501","hoverboard_b_t4_opifex_female - 3 tricks","","hoverboard_b_t4_opifex_female - 3 tricks"
"270502","hoverboard_b_t5_solitus_male - 3 tricks","","hoverboard_b_t5_solitus_male - 3 tricks"
"270503","hoverboard_b_t5_solitus_female - 3 tricks","","hoverboard_b_t5_solitus_female - 3 tricks"
"270504","hoverboard_b_t5_atrox - 3 tricks","","hoverboard_b_t5_atrox - 3 tricks"
"270505","hoverboard_b_t5_opifex_male - 3 tricks","","hoverboard_b_t5_opifex_male - 3 tricks"
"270507","hoverboard_b_t5_opifex_female - 3 tricks","","hoverboard_b_t5_opifex_female - 3 tricks"
"270508","hoverboard_b_t6_solitus_male - 3 tricks","","hoverboard_b_t6_solitus_male - 3 tricks"
"270509","hoverboard_b_t6_solitus_female - 3 tricks","","hoverboard_b_t6_solitus_female - 3 tricks"
"270510","hoverboard_b_t6_atrox - 3 tricks","","hoverboard_b_t6_atrox - 3 tricks"
"270511","hoverboard_b_t6_opifex_male - 3 tricks","","hoverboard_b_t6_opifex_male - 3 tricks"
"270512","hoverboard_b_t6_opifex_female - 3 tricks","","hoverboard_b_t6_opifex_female - 3 tricks"
"270513","hoverboard_a_t2_solitus_male - 3 tricks","","hoverboard_a_t2_solitus_male - 3 tricks"
"270514","hoverboard_a_t2_solitus_female - 3 tricks","","hoverboard_a_t2_solitus_female - 3 tricks"
"270515","hoverboard_a_t2_atrox - 3 tricks","","hoverboard_a_t2_atrox - 3 tricks"
"270516","hoverboard_a_t2_opifex_male - 3 tricks","","hoverboard_a_t2_opifex_male - 3 tricks"
"270517","hoverboard_a_t2_opifex_female - 3 tricks","","hoverboard_a_t2_opifex_female - 3 tricks"
"270518","hoverboard_a_t3_solitus_male - 3 tricks","","hoverboard_a_t3_solitus_male - 3 tricks"
"270519","hoverboard_a_t3_solitus_female - 3 tricks","","hoverboard_a_t3_solitus_female - 3 tricks"
"270520","hoverboard_a_t3_atrox - 3 tricks","","hoverboard_a_t3_atrox - 3 tricks"
"270521","hoverboard_a_t3_opifex_male - 3 tricks","","hoverboard_a_t3_opifex_male - 3 tricks"
"270522","hoverboard_a_t3_opifex_female - 3 tricks","","hoverboard_a_t3_opifex_female - 3 tricks"
"270523","hoverboard_a_t4_solitus_male - 3 tricks","","hoverboard_a_t4_solitus_male - 3 tricks"
"270524","hoverboard_a_t4_solitus_female - 3 tricks","","hoverboard_a_t4_solitus_female - 3 tricks"
"270525","hoverboard_a_t4_atrox - 3 tricks","","hoverboard_a_t4_atrox - 3 tricks"
"270526","hoverboard_a_t4_opifex_male - 3 tricks","","hoverboard_a_t4_opifex_male - 3 tricks"
"270527","hoverboard_a_t4_opifex_female - 3 tricks","","hoverboard_a_t4_opifex_female - 3 tricks"
"270528","hoverboard_a_t5_solitus_male - 3 tricks","","hoverboard_a_t5_solitus_male - 3 tricks"
"270529","hoverboard_a_t5_solitus_female - 3 tricks","","hoverboard_a_t5_solitus_female - 3 tricks"
"270530","hoverboard_a_t5_atrox - 3 tricks","","hoverboard_a_t5_atrox - 3 tricks"
"270531","hoverboard_a_t5_opifex_male - 3 tricks","","hoverboard_a_t5_opifex_male - 3 tricks"
"270532","hoverboard_a_t5_opifex_female - 3 tricks","","hoverboard_a_t5_opifex_female - 3 tricks"
"270533","hoverboard_a_t6_solitus_male - 3 tricks","","hoverboard_a_t6_solitus_male - 3 tricks"
"270534","hoverboard_a_t6_solitus_female - 3 tricks","","hoverboard_a_t6_solitus_female - 3 tricks"
"270535","hoverboard_a_t6_atrox - 3 tricks","","hoverboard_a_t6_atrox - 3 tricks"
"270536","hoverboard_a_t6_opifex_male - 3 tricks","","hoverboard_a_t6_opifex_male - 3 tricks"
"270537","hoverboard_a_t6_opifex_female - 3 tricks","","hoverboard_a_t6_opifex_female - 3 tricks"
