CanonicalEnemyKey,EnemyName,Zone,PlayfieldId,Source,Confidence,Notes
rdb-1040023-22794,green lizard,Belial Forest,605,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-229068,sl_bronto_mama,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-233173,tarasque_can move,Athen Shire,550,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-233173,tarasque_can move,Character Creation Lab Dng,896,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-233173,tarasque_can move,Arrival Hall,4604,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-233478,sl_shark,Southern Fouls Hills,615,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-236598,guardian_of_shadows_loop,Condemned Subway,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/condemned-subway,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-236599,guardian_of_shadows_idle2,Condemned Subway,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/condemned-subway,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-236640,sl_redeemed_grunt,Shadowlands temples,,https://wiki.aodb.us/wiki/Shadowlands_Missions,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247468,alien_battlesuit_hover_melee,Tir,640,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-247728,alien_spider,Wailing Wastes,551,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-247728,alien_spider,Central Artery Valley,590,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-247728,alien_spider,Varmint Woods,600,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-247728,alien_spider,Andromeda,655,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-247728,alien_spider,Neutral Insurance building,1510,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-247801,athleet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247801,athleet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247801,athleet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247801,athleet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247829,leetzilla,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247829,leetzilla,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247829,leetzilla,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247829,leetzilla,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247831,masculeet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247831,masculeet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247831,masculeet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247831,masculeet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247832,cheerleet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247832,cheerleet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247832,cheerleet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247832,cheerleet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247834,deleet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247834,deleet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247834,deleet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247834,deleet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247835,bruce leet,Andromeda,565,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247835,bruce leet,Newland Desert,585,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247835,bruce leet,Varmint Woods,600,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247835,bruce leet,Aegean,655,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247836,invaleet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247836,invaleet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247836,invaleet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247836,invaleet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247837,bulleet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247837,bulleet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247837,bulleet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247837,bulleet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247838,violeet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247838,violeet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247838,violeet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247838,violeet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247839,calculeet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247839,calculeet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247839,calculeet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247839,calculeet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-247881,alien_mini_bug_melee,Tir,640,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-249667,icc shuttle guard,Galway County,685,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-249667,icc shuttle guard,Galway Shire,687,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-249667,icc shuttle guard,Upper Scheol,4880,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-252056,bd_swamp_witch,Central Artery Valley,590,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-252056,bd_swamp_witch,Deep Artery Valley,595,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-252056,bd_swamp_witch,Upper Stret East Bank,650,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-252342,leetor,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-252342,leetor,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-252342,leetor,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-252342,leetor,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-254293,alien_mini_bug_ranged_black,Greater Omni Forest,717,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254293,alien_mini_bug_ranged_black,West Buggy (DONT DELETE),4504,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254293,alien_mini_bug_ranged_black,South Buggy (DONT DELETE),4505,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254293,alien_mini_bug_ranged_black,South of Elysium,4540,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254293,alien_mini_bug_ranged_black,West of Elysium,4541,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254293,alien_mini_bug_ranged_black,North of Elysium,4544,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254294,alien_mini_bug_melee_black,Greater Omni Forest,717,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254294,alien_mini_bug_melee_black,West Buggy (DONT DELETE),4504,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254294,alien_mini_bug_melee_black,South Buggy (DONT DELETE),4505,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254294,alien_mini_bug_melee_black,South of Elysium,4540,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254294,alien_mini_bug_melee_black,West of Elysium,4541,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254294,alien_mini_bug_melee_black,North of Elysium,4544,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254296,alien_mini_bug_caster_black,Greater Omni Forest,717,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254296,alien_mini_bug_caster_black,West Buggy (DONT DELETE),4504,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254296,alien_mini_bug_caster_black,South Buggy (DONT DELETE),4505,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254296,alien_mini_bug_caster_black,South of Elysium,4540,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254296,alien_mini_bug_caster_black,West of Elysium,4541,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254296,alien_mini_bug_caster_black,North of Elysium,4544,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-254849,ai_mortiig predator_pet,Shadowlands,,https://wiki.aodb.us/wiki/Shadowlands_Missions,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-254917,yalm - sunrise,Andromeda,655,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-254917,yalm - sunrise,Sunrise Station,6002,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-254922,yalm - obsidian,The Longest Road,795,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-256022,the machine,The Perpetual Wastelands,570,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-256022,the machine,Central Gateway,6013,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-256022,the machine,Arete Landing,6553,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-256518,ai_cutecreature_draculeet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-256518,ai_cutecreature_draculeet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-256518,ai_cutecreature_draculeet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-256518,ai_cutecreature_draculeet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-256519,ai_cutecreature_frankenleet,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-256519,ai_cutecreature_frankenleet,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-256519,ai_cutecreature_frankenleet,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-256519,ai_cutecreature_frankenleet,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-257040,unicorn field engineer,Parnassos,500,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257040,unicorn field engineer,Central Gateway,6013,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257040,unicorn field engineer,Engineers' Dugout,6061,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257054,clan representative,Belial Forest,605,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-257299,unicorn service tower,Old Athen,540,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,Pleasant Meadows,630,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,Rome Blue,735,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,Borealis,800,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,South Buggy (DONT DELETE),4505,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,South of Elysium,4540,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,North of Elysium,4544,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,Tower Shop (dungeon),4704,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,Pandemonium Tower Gigantomachy,4900,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,Xan Hub Tower Room 1,6020,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-257299,unicorn service tower,Xan Tower,6021,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-258174,rookie alien hunter,Greater Tir County,647,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-259319,solitus_asian_male_medium,Greater Omni Forest,717,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-259319,solitus_asian_male_medium,Advanced Omni org hq,4344,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-259319,solitus_asian_male_medium,Advanced Clan org hq,4345,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-259319,solitus_asian_male_medium,Advanced Neutral org hq,4346,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-259319,solitus_asian_male_medium,South Buggy (DONT DELETE),4505,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-259319,solitus_asian_male_medium,South of Elysium,4540,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-259982,giant sandworm,Perpetual Wastelands,570,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-260034,alien signal tower,Old Athen,540,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,Pleasant Meadows,630,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,Rome Blue,735,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,Borealis,800,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,South Buggy (DONT DELETE),4505,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,South of Elysium,4540,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,North of Elysium,4544,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,Tower Shop (dungeon),4704,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,Pandemonium Tower Gigantomachy,4900,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,Xan Hub Tower Room 1,6020,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-260034,alien signal tower,Xan Tower,6021,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-26048,medusa,The Reck,595,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-260844,sl_spirits_redeemed_male_kungfu,Shadowlands temples,,https://wiki.aodb.us/wiki/Shadowlands_Missions,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-262088,solitus_male_shade,Andromeda,500,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-262316,antipersonel gun - atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-262316,antipersonel gun - atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-262397,alien tentacle,Omni Forest,716,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-262997,anim - kb - solitus - male - robe - thin,Southern Artery Valley,610,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-262997,anim - kb - solitus - male - robe - thin,4 Holes,760,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-263000,anim - kb - solitus - male - thin,Southern Artery Valley,610,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263000,anim - kb - solitus - male - thin,4 Holes,760,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263002,anim - kb - solitus - female - thin,Southern Artery Valley,610,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263002,anim - kb - solitus - female - thin,4 Holes,760,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263008,anim - kb - opifex - male - thin,Southern Artery Valley,610,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263008,anim - kb - opifex - male - thin,4 Holes,760,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263014,anim - kb - opifex - female - thin,Southern Artery Valley,610,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263014,anim - kb - opifex - female - thin,4 Holes,760,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263019,anim - kb -  atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263019,anim - kb -  atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263020,anim - kb -  atrox - thin,Southern Artery Valley,610,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-263020,anim - kb -  atrox - thin,4 Holes,760,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-264900,scout mech - atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-264900,scout mech - atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-265802,antivehicular battery - atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-265802,antivehicular battery - atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-267084,bursting nano soldier,Parnassos,500,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-267131,atrox keeper special attacks,Aegean,585,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-267131,atrox keeper special attacks,Milky Way,625,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-267322,paolo turin,Alien raids,,https://www.ao-universe.com/guides/alien-invasion/quests-guides/sector-10-alien-playfield,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-267324,penley meer,Inferno,4605,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,The Perpetual Wastelands,570,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,Andromeda,655,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,Broken Shores,665,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,Clondyke,670,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,Galway County,685,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,Galway Shire,687,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,Will To Fight,4121,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,The Ring (dng),4334,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,Broken Shores AI movie,4898,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268203,tentacle -swimming only,Broken Shores AI Demo,4899,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268682,drop cage - no mount,Southern Artery Valley,610,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-268682,drop cage - no mount,North of Elysium,4544,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-269393,iceberg monster,Deep Artery Valley,595,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-269393,iceberg monster,Southern Artery Valley,610,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-269393,iceberg monster,Omni Forest,716,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-269393,iceberg monster,Clan Training,952,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-269393,iceberg monster,Neutral Training,954,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-269393,iceberg monster,North of Elysium,4544,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-269727,iceberg monster - rising,Aegean,585,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-270631,hoverbike_b_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270631,hoverbike_b_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270707,hoverbike_b_t2_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270707,hoverbike_b_t2_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270730,hoverbike_b_t3_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270730,hoverbike_b_t3_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270737,hoverbike_b_t4_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270737,hoverbike_b_t4_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270760,hoverbike_b_t5_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270760,hoverbike_b_t5_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270777,hoverbike_b_t6_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270777,hoverbike_b_t6_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270823,hoverbike_a_t1_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270823,hoverbike_a_t1_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270883,hoverbike_a_t2_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270883,hoverbike_a_t2_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270890,hoverbike_a_t3_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270890,hoverbike_a_t3_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270895,hoverbike_a_t4_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270895,hoverbike_a_t4_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270900,hoverbike_a_t5_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270900,hoverbike_a_t5_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270905,hoverbike_a_t6_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270905,hoverbike_a_t6_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270951,hoverbike_c_t1_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270951,hoverbike_c_t1_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270956,hoverbike_c_t2_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270956,hoverbike_c_t2_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270961,hoverbike_c_t3_atrox,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-270961,hoverbike_c_t3_atrox,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
