CanonicalEnemyKey,MonsterDataId,TemplateId,DynelType,DisplayName,InternalName,EnemyFamily,EnemyArchetype,Faction,Side,ExpansionOrDataset,IsAttackable,IsHostileByDefault,IsBoss,IsUnique,IsQuestEnemy,IsMissionOnly,IsPetLike,IsTurret,MinimumLevel,MaximumLevel,ExactLevel,LevelSource,PlayfieldIds,PlayfieldNames,ZoneNames,DungeonNames,SpawnDefinitionIds,SpawnCoordinatesWhenAvailable,WeaponTemplateIds,WeaponNames,WeaponCategories,VisibleWeapon,AttackTemplateIds,AttackTypes,DamageTypes,AttackRange,AttackTime,RechargeTime,SpecialAttacks,NanoProgramIds,NanoProgramNames,SourceRecordIds,SourceDatFiles,EvidenceQuality,UnresolvedFields
rdb-1040023-247740,247740,247740,NPC_OR_MONSTER_TEMPLATE,alien_mini_bug,alien_mini_bug,alien,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""ALIEN_NATURAL_ATTACK""]",,[],"[""alien natural attack""]",[],,,,[],[],[],"[{""RecordId"": 247740, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",INFERRED_CORRELATION,"[""MinimumLevel"", ""PlayfieldIds"", ""Exact internal weapon/attack reference""]"
rdb-1040023-247742,247742,247742,NPC_OR_MONSTER_TEMPLATE,h(w,h(w,w,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 247742, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-247801,247801,247801,NPC_OR_MONSTER_TEMPLATE,athleet,athleet,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,[],"[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247801, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247829,247829,247829,NPC_OR_MONSTER_TEMPLATE,leetzilla,leetzilla,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,[],"[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247829, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247831,247831,247831,NPC_OR_MONSTER_TEMPLATE,masculeet,masculeet,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,[],"[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247831, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247832,247832,247832,NPC_OR_MONSTER_TEMPLATE,cheerleet,cheerleet,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,[],"[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247832, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247834,247834,247834,NPC_OR_MONSTER_TEMPLATE,deleet,deleet,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,[],"[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247834, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247835,247835,247835,NPC_OR_MONSTER_TEMPLATE,bruce leet,bruce leet,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,"[565, 585, 600, 655, 716]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247835, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247836,247836,247836,NPC_OR_MONSTER_TEMPLATE,invaleet,invaleet,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,[],"[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247836, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247837,247837,247837,NPC_OR_MONSTER_TEMPLATE,bulleet,bulleet,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,[],"[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247837, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247838,247838,247838,NPC_OR_MONSTER_TEMPLATE,violeet,violeet,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,[],"[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247838, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247839,247839,247839,NPC_OR_MONSTER_TEMPLATE,calculeet,calculeet,leet,,,,,,,,,,,,False,36,45,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,[],"[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]","[""Andromeda"", ""Newland Desert"", ""Varmint Woods"", ""Aegean""]",[],[],[],[],[],"[""NATURAL_MELEE""]",,[],"[""natural melee""]",[],,,,[],[],[],"[{""RecordId"": 247839, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",COMMUNITY_DOCUMENTED,"[""Exact internal weapon/attack reference""]"
rdb-1040023-247856,247856,247856,NPC_OR_MONSTER_TEMPLATE,h(w,h(w,w,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 247856, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-247857,247857,247857,NPC_OR_MONSTER_TEMPLATE,h(w,h(w,w,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 247857, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-247858,247858,247858,NPC_OR_MONSTER_TEMPLATE,h(w,h(w,w,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 247858, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-247860,247860,247860,NPC_OR_MONSTER_TEMPLATE,h(w,h(w,w,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 247860, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-247876,247876,247876,NPC_OR_MONSTER_TEMPLATE,dMw,dMw,dmw,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 247876, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-247877,247877,247877,NPC_OR_MONSTER_TEMPLATE,dMw,dMw,dmw,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 247877, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-247878,247878,247878,NPC_OR_MONSTER_TEMPLATE,dMw,dMw,dmw,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 247878, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-247879,247879,247879,NPC_OR_MONSTER_TEMPLATE,dMw,dMw,dmw,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 247879, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-247880,247880,247880,NPC_OR_MONSTER_TEMPLATE,alien_mini_bug_melee_ranged,alien_mini_bug_melee_ranged,alien,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""ALIEN_NATURAL_ATTACK""]",,[],"[""alien natural attack""]",[],,,,[],[],[],"[{""RecordId"": 247880, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",INFERRED_CORRELATION,"[""MinimumLevel"", ""PlayfieldIds"", ""Exact internal weapon/attack reference""]"
rdb-1040023-247881,247881,247881,NPC_OR_MONSTER_TEMPLATE,alien_mini_bug_melee,alien_mini_bug_melee,alien,,,,,,,,,,,,False,,,,,[640],"[""Tir""]","[""8!D%* | Dt | Di | \""D^ | @ARu | Af& | AhG | :4? | TYour skill in Computer Literacy needs to be 81 or better to activate this terminal. | <This terminal can not be activated while you are in combat. | 9Whom-Pah to Old AthenLook above the entrance to see where this Whom-Pah leads. | 9Whom-Pah to Varmint WoodsLook above the entrance to see where this Whom-Pah leads. | 9Whom-Pah to ICC HQLook above the entrance to see where this Whom-Pah leads. | 9Whom-Pah to The ReckLook above the entrance to see where this Whom-Pah leads. | CTc | Ai> | Basic Supermarket Entrance | !Dl | A0V | Enjoy It While It Lasts | The Happy Rebel Inn | Shop Entrance | A V | Implant Shop | Weapon Shop | D9W | D($ | ;Shop EntranceThis is a door. Try walking through to find where it leads. | Ai: | The Downward SpiralThis is the AOAB (Association Of Approved Bartenders) approved bartender suit. Do not buy any drinks of a person not wearing this suit. | A4L | A^S | NLarsons HouseLarge Grotto. This grotto might be used as a den by the creatures in the area. | Shop EntranceDummy Dynel Description | Ao{ | Lund's Lonely and Most Private Hideout | D33 | C~J?A9M | A\\E | DRJ?A | A^% | C[f | A$E | C9W | C63 | J?A | AVR | Ccn | Ahe | C+W | A4v | APQ | LarsonsThis polearm is very popular with the nomads and gives a long range in melee combat. The length and weight makes it slightly impractical in closed environments. | AQb | Kurt Diesel's StorehouseKung-fu suit. The makers of this ornamental clothing claims that it originated is more than 30000 years in the past. It looks quite impressive too. | A,F | A16 | !Dr | C&D | Moffa's Tunnelsystem | #Dl | C&$D | I%D: | j%D | AQ_ | D?: | Deu | ,9%D | A%J | #Dn | | Dm | @iv | Am= | Karsten Klikk's HangoutNo description | &Dr | A@G | )Council of TruthThis door leads into the Council of Truth | Clan Supply Depot | 6'$Dm | A:[ | nima HQThis A Maximum Augmented Eye Implant of Navigation - Flying  - Sneaking is a silvery Containement Eye Augmentation fitting up to 3 Nano Clusters.This implant enhances Map Navig.. and Veh. Man-Ground. and Concealment. | D| | 1t\""Dj | The Old Subway | A{U | #D} | m[\""Dy | APh | :!D""]",[],[],[],[],[],"[""ALIEN_NATURAL_ATTACK""]",,[],"[""alien natural attack""]",[],,,,[],[],[],"[{""RecordId"": 247881, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",INFERRED_CORRELATION,"[""MinimumLevel"", ""Exact internal weapon/attack reference""]"
rdb-1040023-247882,247882,247882,NPC_OR_MONSTER_TEMPLATE,alien_mini_bug_ranged,alien_mini_bug_ranged,alien,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""ALIEN_NATURAL_ATTACK""]",,[],"[""alien natural attack""]",[],,,,[],[],[],"[{""RecordId"": 247882, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",INFERRED_CORRELATION,"[""MinimumLevel"", ""PlayfieldIds"", ""Exact internal weapon/attack reference""]"
rdb-1040023-247883,247883,247883,NPC_OR_MONSTER_TEMPLATE,alien_mini_bug_caster,alien_mini_bug_caster,alien,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""ALIEN_NATURAL_ATTACK""]",,[],"[""alien natural attack""]",[],,,,[],[],[],"[{""RecordId"": 247883, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",INFERRED_CORRELATION,"[""MinimumLevel"", ""PlayfieldIds"", ""Exact internal weapon/attack reference""]"
rdb-1040023-248060,248060,248060,NPC_OR_MONSTER_TEMPLATE,ethel anthony,ethel anthony,anthony,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248060, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248077,248077,248077,NPC_OR_MONSTER_TEMPLATE,simon stark,simon stark,stark,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248077, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248078,248078,248078,NPC_OR_MONSTER_TEMPLATE,mary-ann,mary-ann,ann,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248078, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248079,248079,248079,NPC_OR_MONSTER_TEMPLATE,fritz,fritz,fritz,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248079, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248080,248080,248080,NPC_OR_MONSTER_TEMPLATE,imelda dane,imelda dane,dane,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248080, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248082,248082,248082,NPC_OR_MONSTER_TEMPLATE,gilbert glove,gilbert glove,glove,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248082, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248087,248087,248087,NPC_OR_MONSTER_TEMPLATE,penelope magistrale,penelope magistrale,magistrale,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248087, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248088,248088,248088,NPC_OR_MONSTER_TEMPLATE,master divenchy,master divenchy,divenchy,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248088, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248094,248094,248094,NPC_OR_MONSTER_TEMPLATE,cenobite sister,cenobite sister,sister,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248094, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248108,248108,248108,NPC_OR_MONSTER_TEMPLATE,h(w,h(w,w,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248108, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
rdb-1040023-248109,248109,248109,NPC_OR_MONSTER_TEMPLATE,h(w,h(w,w,,,,,,,,,,,,False,,,,,[],[],[],[],[],[],[],[],"[""NO_REFERENCE_FOUND""]",,[],[],[],,,,[],[],[],"[{""RecordId"": 248109, ""RecordType"": 1040023}]","[""AORebirth/Datafiles/items.dat"", ""AORebirth/Datafiles/nanos.dat"", ""AORebirth/Datafiles/playfields.dat"", ""C:\\Funcom\\Anarchy Online\\cd_image\\data\\db\\ResourceDatabase.idx""]",RDB_TEMPLATE_NAME,"[""MinimumLevel"", ""PlayfieldIds"", ""WeaponTemplateIds"", ""AttackTemplateIds""]"
