"Id","Hash","LowId","HighId","MinQl","MaxQl","Active","AdminDescription","Issues"
"315196","CluS","101337","101338","1","200","1","1h Blunt Cluster - Shiny (Right-Arm)",""
"315199","CluS","101343","101344","1","200","1","1h Edged Weapon Cluster - Shiny (Right-Arm)",""
"315202","CluS","101349","101350","1","200","1","Melee Ener Cluster - Shiny (Head)",""
"315205","CluS","101355","101356","1","200","1","2h Edged Cluster - Shiny (Right-Arm)",""
"315208","CluS","101361","101362","1","200","1","Piercing Cluster - Shiny (Right-Arm)",""
"315211","CluS","101367","101368","1","200","1","2h Blunt Cluster - Shiny (Right-Arm)",""
"315214","CluS","101374","101375","1","200","1","Radiation AC Cluster - Shiny (Waist)",""
"315217","CluS","101380","101381","1","200","1","Cold AC Cluster - Shiny (Waist)",""
"315220","CluS","101386","101387","1","200","1","Nano Resist Cluster - Shiny (Head)",""
"315223","CluS","101392","101393","1","200","1","Fire AC Cluster - Shiny (Waist)",""
"315226","CluS","101398","101399","1","200","1","Martial Arts Cluster - Shiny (Right-Hand)",""
"315229","CluS","101404","101405","1","200","1","Mult. Melee Cluster - Shiny (Left-Wrist)",""
"315230","CluS","101553","101407","1","200","1","Psycho Modi Cluster - Shiny (Head)",""
"315233","CluS","101412","101413","1","200","1","Matter Crea Cluster - Shiny (Head)",""
"315236","CluS","101418","101419","1","200","1","Time & Space Cluster - Shiny (Head)",""
"315240","CluS","101427","101428","1","200","1","Sharp Obj Cluster - Shiny (Right-Wrist)",""
"315243","CluS","101433","101434","1","200","1","Grenade Cluster - Shiny (Right-Arm)",""
"315246","CluS","101439","101440","1","200","1","Heavy Weapons Cluster - Shiny (Right-Arm)",""
"315249","CluS","101445","101446","1","200","1","Bow Cluster - Shiny (Right-Arm)",""
"315252","CluS","101451","101452","1","200","1","Pistol Cluster - Shiny (Right-Wrist)",""
"315255","CluS","101457","101458","1","200","1","Rifle Cluster - Shiny (Eye)",""
"315258","CluS","101463","101464","1","200","1","MG / SMG Cluster - Shiny (Right-Arm)",""
"315261","CluS","101469","101470","1","200","1","Shotgun Cluster - Shiny (Right-Arm)",""
"315264","CluS","101475","101476","1","200","1","Assault Rif Cluster - Shiny (Right-Arm)",""
"315267","CluS","101481","101482","1","200","1","Vehicle Hydr Cluster - Shiny (Head)",""
"315270","CluS","101487","101488","1","200","1","Melee. Init Cluster - Shiny (Feet)",""
"315273","CluS","101493","101494","1","200","1","Ranged. Init Cluster - Shiny (Right-Wrist)",""
"315276","CluS","101499","101500","1","200","1","Physic. Init Cluster - Shiny (Feet)",""
"315279","CluS","101505","101506","1","200","1","Bow Spc Att Cluster - Shiny (Head)",""
"315282","CluS","101511","101512","1","200","1","Sensory Impr Cluster - Shiny (Head)",""
"315285","CluS","101517","101518","1","200","1","First Aid Cluster - Shiny (Head)",""
"315288","CluS","101523","101524","1","200","1","Treatment Cluster - Shiny (Head)",""
"315291","CluS","101529","101530","1","200","1","Mech. Engi Cluster - Shiny (Head)",""
"315294","CluS","101535","101536","1","200","1","Elec. Engi Cluster - Shiny (Eye)",""
"315297","CluS","101541","101542","1","200","1","Matt.Metam Cluster - Shiny (Head)",""
"315300","CluS","101547","101548","1","200","1","Bio.Metamor Cluster - Shiny (Head)",""
"315305","CluS","101559","101560","1","200","1","Ranged Ener Cluster - Shiny (Head)",""
"315308","CluS","101565","101566","1","200","1","Multi Ranged Cluster - Shiny (Left-Wrist)",""
"315311","CluS","101571","101572","1","200","1","Trap Disarm Cluster - Shiny (Right-Hand)",""
"315314","CluS","101577","101578","1","200","1","Perception Cluster - Shiny (Ear)",""
"315317","CluS","101583","101584","1","200","1","Adventuring Cluster - Shiny (Leg)",""
"315320","CluS","101589","101590","1","200","1","Swimming Cluster - Shiny (Leg)",""
"315323","CluS","101595","101596","1","200","1","Vehicle Air Cluster - Shiny (Eye)",""
"315326","CluS","101601","101602","1","200","1","Map Navig Cluster - Shiny (Eye)",""
"315329","CluS","101607","101608","1","200","1","Tutoring Cluster - Shiny (Eye)",""
"315332","CluS","101613","101614","1","200","1","Brawling Cluster - Shiny (Left-Arm)",""
"315335","CluS","101619","101620","1","200","1","Riposte Cluster - Shiny (Right-Wrist)",""
"315338","CluS","101625","101626","1","200","1","Dimach Cluster - Shiny (Chest)",""
"315341","CluS","101631","101632","1","200","1","Parry Cluster - Shiny (Right-Wrist)",""
"315344","CluS","101637","101638","1","200","1","Sneak Atck Cluster - Shiny (Feet)",""
"315347","CluS","101643","101644","1","200","1","Fast Attack Cluster - Shiny (Left-Hand)",""
"315350","CluS","101649","101650","1","200","1","NanoC. Init Cluster - Shiny (Head)",""
"315353","CluS","101655","101656","1","200","1","Fling Shot Cluster - Shiny (Right-Arm)",""
"315356","CluS","101661","101662","1","200","1","Aimed Shot Cluster - Shiny (Eye)",""
"315359","CluS","101667","101668","1","200","1","Body Dev Cluster - Shiny (Chest)",""
"315362","CluS","101673","101674","1","200","1","Duck-Exp Cluster - Shiny (Leg)",""
"315365","CluS","101679","101680","1","200","1","Dodge-Rng Cluster - Shiny (Leg)",""
"315368","CluS","101685","101686","1","200","1","Evade-ClsC Cluster - Shiny (Feet)",""
"315371","CluS","101691","101692","1","200","1","Quantum FT Cluster - Shiny (Head)",""
"315374","CluS","101697","101698","1","200","1","Weapon Smt Cluster - Shiny (Right-Hand)",""
"315377","CluS","101703","101704","1","200","1","Pharma Tech Cluster - Shiny (Head)",""
"315380","CluS","101709","101710","1","200","1","Nano Progra Cluster - Shiny (Head)",""
"315383","CluS","101715","101716","1","200","1","Comp. Liter Cluster - Shiny (Head)",""
"315386","CluS","101721","101722","1","200","1","Psychology Cluster - Shiny (Head)",""
"315389","CluS","101727","101728","1","200","1","Chemistry Cluster - Shiny (Head)",""
"315392","CluS","101733","101734","1","200","1","Concealment Cluster - Shiny (Feet)",""
"315395","CluS","101739","101740","1","200","1","Break & Entry Cluster - Shiny (Right-Arm)",""
"315398","CluS","101745","101746","1","200","1","Vehicle Grnd Cluster - Shiny (Head)",""
"315401","CluS","101751","101752","1","200","1","Full Auto Cluster - Shiny (Right-Arm)",""
"315404","CluS","101757","101758","1","200","1","Burst Cluster - Shiny (Right-Arm)",""
"315407","CluS","101763","101764","1","200","1","Disease AC Cluster - Shiny (Head)",""
"315410","CluS","101775","101776","1","200","1","Strength Cluster - Shiny (Right-Arm)",""
"315413","CluS","101781","101782","1","200","1","Agility Cluster - Shiny (Leg)",""
"315416","CluS","101787","101788","1","200","1","Stamina Cluster - Shiny (Chest)",""
"315419","CluS","101793","101794","1","200","1","Intelligence Cluster - Shiny (Head)",""
"315422","CluS","101799","101800","1","200","1","Sense Cluster - Shiny (Chest)",""
"315425","CluS","101805","101806","1","200","1","Psychic Cluster - Shiny (Head)",""
"315428","CluS","101811","101812","1","200","1","Max Health Cluster - Shiny (Chest)",""
"315431","CluS","101817","101818","1","200","1","Max Nano Cluster - Shiny (Head)",""
"315434","CluS","130007","130008","1","200","1","Run Speed Cluster - Shiny (Right-Wrist)",""
"315759","Cont","287620","287620","1","1","1","XLarge Backpack - UnRedeemed",""
"315760","Cont","287619","287619","1","1","1","XLarge Backpack - Tower",""
"315761","Cont","287618","287618","1","1","1","XLarge Backpack - Social",""
"315762","Cont","287617","287617","1","1","1","XLarge Backpack - Redeemed",""
"315763","Cont","287616","287616","1","1","1","XLarge Backpack - Nanokit",""
"315764","Cont","287615","287615","1","1","1","XLarge Backpack - Lock",""
"315765","Cont","287614","287614","1","1","1","XLarge Backpack - Glasses",""
"315766","Cont","287613","287613","1","1","1","XLarge Backpack - Food",""
"315767","Cont","287612","287612","1","1","1","XLarge Backpack - Fire",""
"315768","Cont","287611","287611","1","1","1","XLarge Backpack - Credits",""
"315769","Cont","287610","287610","1","1","1","XLarge Backpack - Bolts",""
"315770","Cont","287609","287609","1","1","1","XLarge Backpack - Biohazard",""
"315771","Cont","287448","287448","1","1","1","XLarge Backpack - X",""
"315772","Cont","287447","287447","1","1","1","XLarge Backpack - Trash",""
"315773","Cont","287446","287446","1","1","1","XLarge Backpack - Tools",""
"315774","Cont","287445","287445","1","1","1","XLarge Backpack - Time",""
"315775","Cont","287444","287444","1","1","1","XLarge Backpack - Target",""
"315776","Cont","287443","287443","1","1","1","XLarge Backpack - Star",""
"315777","Cont","287442","287442","1","1","1","XLarge Backpack - Rings",""
"315778","Cont","287441","287441","1","1","1","XLarge Backpack - Ranged",""
"315779","Cont","287440","287440","1","1","1","XLarge Backpack - Power",""
"315780","Cont","287439","287439","1","1","1","XLarge Backpack - Omni",""
"315781","Cont","287438","287438","1","1","1","XLarge Backpack - Nuke",""
"315782","Cont","287437","287437","1","1","1","XLarge Backpack - NCU",""
"315783","Cont","287436","287436","1","1","1","XLarge Backpack - Nano",""
"315784","Cont","287435","287435","1","1","1","XLarge Backpack - Melee",""
"315785","Cont","287434","287434","1","1","1","XLarge Backpack - Medical",""
"315786","Cont","287433","287433","1","1","1","XLarge Backpack - MA",""
"315787","Cont","287432","287432","1","1","1","XLarge Backpack - Luck",""
"315788","Cont","287431","287431","1","1","1","XLarge Backpack - Hand",""
"315789","Cont","287430","287430","1","1","1","XLarge Backpack - Gems",""
"315790","Cont","287429","287429","1","1","1","XLarge Backpack - Gear",""
"315791","Cont","287428","287428","1","1","1","XLarge Backpack - Diamond",""
"315792","Cont","287427","287427","1","1","1","XLarge Backpack - CStar",""
"315793","Cont","287426","287426","1","1","1","XLarge Backpack - Cold",""
"315794","Cont","287425","287425","1","1","1","XLarge Backpack - Clover",""
"315795","Cont","287424","287424","1","1","1","XLarge Backpack - Clan",""
"315796","Cont","287423","287423","1","1","1","XLarge Backpack - Armor",""
"315797","Cont","287422","287422","1","1","1","XLarge Backpack - AO",""
"315798","Cont","287421","287421","1","1","1","XLarge Backpack - Alien",""
"315799","Cont","287420","287420","1","1","1","XLarge Backpack - Squares",""
"315800","Cont","287419","287419","1","1","1","XLarge Backpack - Pies",""
"315801","Cont","287418","287418","1","1","1","XLarge Backpack - Dots",""
"315802","Cont","287417","287417","1","1","1","XLarge Backpack - Circle",""
"315803","Cont","157695","157695","1","1","1","Large Backpack - Vehicles",""
"315804","Cont","157694","157694","1","1","1","Large Backpack - Trash",""
"315805","Cont","157693","157693","1","1","1","Large Backpack - Nano Crystals",""
"315806","Cont","157692","157692","1","1","1","Large Backpack - Medical",""
"315807","Cont","157691","157691","1","1","1","Large Backpack - Implants",""
"315808","Cont","157690","157690","1","1","1","Large Backpack - Weapons",""
"315809","Cont","157689","157689","1","1","1","Large Backpack - Clothing",""
"315810","Cont","157688","157688","1","1","1","Large Backpack - Speeder",""
"315811","Cont","157687","157687","1","1","1","Large Backpack - Swimmer",""
"315812","Cont","157686","157686","1","1","1","Large Backpack - Cold Front",""
"315813","Cont","157685","157685","1","1","1","Large Backpack - Sniper",""
"315814","Cont","157684","157684","1","1","1","Large Backpack - Black Button",""
"315815","Cont","157683","157683","1","1","1","Large Backpack - Mountain Top",""
"315816","Cont","157682","157682","1","1","1","Large Backpack - Sharp Star",""
"315817","Cont","143832","143832","1","1","1","Large Backpack",""
"315818","Cont","99241","99241","1","1","1","Medium Backpack",""
"315819","Cont","99228","99228","1","1","1","Small Backpack",""
"315820","Cont","99302","99302","1","1","1","Book of Knowledge",""
"313763","DocN","44210","44210","80","80","1","Nano Crystal (Abscess Explosion)",""
"313772","DocN","44004","44004","33","33","1","Nano Crystal (Active Remedy)",""
"313773","DocN","44178","44178","53","53","1","Nano Crystal (Active Viral Agent)",""
"313781","DocN","99596","99596","66","66","1","Nano Crystal (Advanced Frailty)",""
"313789","DocN","44179","44179","93","93","1","Nano Crystal (Advanced Nano Gorger)",""
"313894","DocN","28753","28753","24","24","1","Nano Crystal (Bind Wounds)",""
"313901","DocN","28754","28754","27","27","1","Nano Crystal (Biotoxin MK I)",""
"313902","DocN","28755","28755","43","43","1","Nano Crystal (Biotoxin MK II)",""
"313903","DocN","28756","28756","73","73","1","Nano Crystal (Biotoxin MK III)",""
"313904","DocN","28757","28757","93","93","1","Nano Crystal (Biotoxin MK IV)",""
"313908","DocN","27805","27805","24","24","1","Nano Crystal (Blood Circle)",""
"313910","DocN","97464","97464","43","43","1","Nano Crystal (Bodily Amplification)",""
"313911","DocN","223300","223300","220","220","1","Nano Crystal (Bodily Invigoration)",""
"313912","DocN","95747","95747","10","10","1","Nano Crystal (Bodily Reinforcement)",""
"313959","DocN","44198","44198","33","33","1","Nano Crystal (Cancerous Burrower)",""
"313965","DocN","43995","43995","47","47","1","Nano Crystal (Cellular Grafting)",""
"313966","DocN","43996","43996","86","86","1","Nano Crystal (Cellular Rebuild)",""
"313988","DocN","42410","42410","96","96","1","Nano Crystal (Cleanse Wounds)",""
"313991","DocN","28761","28761","90","90","1","Nano Crystal (Close Wounds)",""
"313996","DocN","28762","28762","116","116","1","Nano Crystal (Colossal Health)",""
"314004","DocN","43999","43999","37","37","1","Nano Crystal (Company Policy)",""
"314018","DocN","44183","44183","106","106","1","Nano Crystal (Consuming Toxin)",""
"314019","DocN","44002","44002","106","106","1","Nano Crystal (Consummate Carer)",""
"314029","DocN","43985","43985","50","50","1","Nano Crystal (Counteract Damage)",""
"314030","DocN","43986","43986","86","86","1","Nano Crystal (Course of Treatment)",""
"314039","DocN","43987","43987","30","30","1","Nano Crystal (Cursory Examination)",""
"314045","DocN","44201","44201","47","47","1","Nano Crystal (Dark Venom)",""
"314095","DocN","44186","44186","10","10","1","Nano Crystal (Dissolve Molecular Bonding)",""
"314105","DocN","28767","28767","7","7","1","Nano Crystal (Doctor's Grace)",""
"314118","DocN","43993","43993","10","10","1","Nano Crystal (Dress Wounds)",""
"314127","DocN","43976","43976","50","50","1","Nano Crystal (Easing Touch)",""
"314135","DocN","44185","44185","14","14","1","Nano Crystal (Elementary Nano Contagion)",""
"314140","DocN","43978","43978","4","4","1","Nano Crystal (Emergency Stitching)",""
"314147","DocN","142745","142745","80","80","1","Nano Crystal (Encode DNA Sequence)",""
"314171","DocN","95748","95748","27","27","1","Nano Crystal (Enhance Constitution)",""
"314174","DocN","42412","42412","1","1","1","Nano Crystal (Enhance Team Health)",""
"314175","DocN","28770","28770","14","14","1","Nano Crystal (Enhanced First Aid)",""
"314177","DocN","28771","28771","37","37","1","Nano Crystal (Enlarge)",""
"314194","DocN","28773","28773","80","80","1","Nano Crystal (Exaggerated Health)",""
"314202","DocN","99595","99595","43","43","1","Nano Crystal (Exhaust Muscles)",""
"314204","DocN","43979","43979","103","103","1","Nano Crystal (Experimental Panacea)",""
"314231","DocN","43980","43980","80","80","1","Nano Crystal (Fast Team Tissue Repair)",""
"314246","DocN","43981","43981","10","10","1","Nano Crystal (Field Dressings)",""
"314257","DocN","82010","82010","116","116","1","Nano Crystal (First-Degree Burns)",""
"314322","DocN","82012","82012","70","70","1","Nano Crystal (Gouge Flesh)",""
"314328","DocN","43983","43983","109","109","1","Nano Crystal (Greater Cellular Grafting)",""
"314340","DocN","43967","43967","93","93","1","Nano Crystal (Greater Lasting heal)",""
"314351","DocN","42413","42413","76","76","1","Nano Crystal (Greater Team Healing)",""
"314381","DocN","43973","43973","116","116","1","Nano Crystal (Healing Light)",""
"314384","DocN","97459","97459","4","4","1","Nano Crystal (Health Augmentation)",""
"314387","DocN","95749","95749","17","17","1","Nano Crystal (Health Graft)",""
"314388","DocN","42414","42414","60","60","1","Nano Crystal (Health Pump)",""
"314389","DocN","97458","97458","30","30","1","Nano Crystal (Health Surge)",""
"314390","DocN","28776","28776","76","76","1","Nano Crystal (Hearty Constitution)",""
"314414","DocN","44188","44188","30","30","1","Nano Crystal (Infected Wounds)",""
"314418","DocN","43975","43975","14","14","1","Nano Crystal (Inferior Cleanse Wounds)",""
"314423","DocN","43957","43957","4","4","1","Nano Crystal (Inferior Wound Bindings)",""
"314425","DocN","28780","28780","7","7","1","Nano Crystal (Inflict Harm)",""
"314434","DocN","28782","28782","90","90","1","Nano Crystal (Instinctive Control)",""
"314443","DocN","42415","42415","83","83","1","Nano Crystal (Iron Circle)",""
"314464","DocN","42416","42416","14","14","1","Nano Crystal (Lasting Heal)",""
"314478","DocN","43959","43959","63","63","1","Nano Crystal (Lesser Bloom of Health)",""
"314479","DocN","43960","43960","1","1","1","Nano Crystal (Lesser Cellular Grafting)",""
"314481","DocN","43961","43961","47","47","1","Nano Crystal (Lesser Circle of Renewal)",""
"314506","DocN","99594","99594","17","17","1","Nano Crystal (Lesser Muscle Atrophy)",""
"314509","DocN","43962","43962","17","17","1","Nano Crystal (Lesser Nano Bandage)",""
"314512","DocN","43963","43963","24","24","1","Nano Crystal (Lesser Nano Surgery)",""
"314516","DocN","43964","43964","109","109","1","Nano Crystal (Lesser Policy Payout)",""
"314530","DocN","97455","97455","50","50","1","Nano Crystal (Life Reinforcement)",""
"314540","DocN","44189","44189","7","7","1","Nano Crystal (Limited Nano Reaper)",""
"314555","DocN","95745","95745","93","93","1","Nano Crystal (Major Health Graft)",""
"314584","DocN","42417","42417","57","57","1","Nano Crystal (Medic's Call)",""
"314585","DocN","95746","95746","47","47","1","Nano Crystal (Medic's Respite)",""
"314587","DocN","43948","43948","70","70","1","Nano Crystal (Medical Sequencer)",""
"314591","DocN","44190","44190","119","119","1","Nano Crystal (Metabolic Disassembly)",""
"314592","DocN","95742","95742","33","33","1","Nano Crystal (Metabolism Booster)",""
"314603","DocN","43949","43949","40","40","1","Nano Crystal (Minor Balm)",""
"314606","DocN","44203","44203","37","37","1","Nano Crystal (Minor Consuming Toxin)",""
"314618","DocN","42418","42418","7","7","1","Nano Crystal (Minor Team Healing)",""
"314619","DocN","43950","43950","33","33","1","Nano Crystal (Minor Team Purification)",""
"314630","DocN","99592","99592","83","83","1","Nano Crystal (Muscle Atrophy)",""
"314636","DocN","43952","43952","73","73","1","Nano Crystal (Nano Bandage)",""
"314642","DocN","44192","44192","99","99","1","Nano Crystal (Nano Reaper)",""
"314644","DocN","43953","43953","93","93","1","Nano Crystal (Nano Surgery)",""
"314660","DocN","44193","44193","40","40","1","Nano Crystal (Parasitic Affliction)",""
"314688","DocN","43954","43954","27","27","1","Nano Crystal (Periodic Checkup)",""
"314696","DocN","99590","99590","30","30","1","Nano Crystal (Phantom Weight)",""
"314704","DocN","43955","43955","33","33","1","Nano Crystal (Physician's Skill)",""
"314735","DocN","28785","28785","37","37","1","Nano Crystal (Premium Cover)",""
"314737","DocN","44204","44204","20","20","1","Nano Crystal (Primitive Nano Gorger)",""
"314738","DocN","44205","44205","4","4","1","Nano Crystal (Primitive Viral Agent)",""
"314740","DocN","43936","43936","93","93","1","Nano Crystal (Professional Care)",""
"314752","DocN","44195","44195","17","17","1","Nano Crystal (Protein Breakdown)",""
"314797","DocN","43938","43938","40","40","1","Nano Crystal (Recurrent Remedy)",""
"314801","DocN","44207","44207","66","66","1","Nano Crystal (Refined Nano Contagion)",""
"314804","DocN","43939","43939","20","20","1","Nano Crystal (Relief From Pain)",""
"314807","DocN","43941","43941","40","40","1","Nano Crystal (Restorative Boost)",""
"314837","DocN","44208","44208","86","86","1","Nano Crystal (Scythe A Virus)",""
"314840","DocN","44197","44197","60","60","1","Nano Crystal (Seethe With Germs)",""
"314856","DocN","82011","82011","37","37","1","Nano Crystal (Shatter Bone)",""
"314911","DocN","28787","28787","33","33","1","Nano Crystal (Specialist Treatment)",""
"314915","DocN","43942","43942","27","27","1","Nano Crystal (Spreading Health)",""
"314924","DocN","97453","97453","66","66","1","Nano Crystal (Strengthen Resolve)",""
"314939","DocN","95739","95739","57","57","1","Nano Crystal (Superior Bodily Reinforcement)",""
"314942","DocN","43943","43943","96","96","1","Nano Crystal (Superior Dress Wounds)",""
"314943","DocN","28788","28788","119","119","1","Nano Crystal (Superior First Aid)",""
"314945","DocN","28789","28789","30","30","1","Nano Crystal (Superior Healing)",""
"314946","DocN","97452","97452","83","83","1","Nano Crystal (Superior Health Augmentation)",""
"314952","DocN","43924","43924","80","80","1","Nano Crystal (Superior Wound Bindings)",""
"314964","DocN","28790","28790","53","53","1","Nano Crystal (Surgeon's Touch)",""
"314965","DocN","97449","97449","14","14","1","Nano Crystal (Survivability Booster)",""
"314976","DocN","43925","43925","86","86","1","Nano Crystal (Syndicated Healing)",""
"314977","DocN","43926","43926","57","57","1","Nano Crystal (Tailored Cure)",""
"314986","DocN","43927","43927","60","60","1","Nano Crystal (Team Cellular Rebuild)",""
"314987","DocN","43928","43928","70","70","1","Nano Crystal (Team Checkup)",""
"314990","DocN","43930","43930","20","20","1","Nano Crystal (Team Field Dressings)",""
"314995","DocN","42420","42420","40","40","1","Nano Crystal (Team Healing)",""
"314996","DocN","43931","43931","113","113","1","Nano Crystal (Team Nano Bandage)",""
"315012","DocN","97447","97447","90","90","1","Nano Crystal (Temporary Cellular Enhancement)",""
"315018","DocN","43934","43934","83","83","1","Nano Crystal (Thorough Examination)",""
"315025","DocN","99589","99589","7","7","1","Nano Crystal (Tired Limbs)",""
"315026","DocN","43935","43935","113","113","1","Nano Crystal (Tissue Repair)",""
"315084","DocN","99588","99588","99","99","1","Nano Crystal (Wasted Limbs)",""
"315090","DocN","42423","42423","4","4","1","Nano Crystal (Weak Team Heal)",""
"315179","DocN","204426","204426","77","77","1","NanoCrystal (Vaccine of Ransacking)",""
"313798","EnfN","100224","100224","27","27","1","Nano Crystal (Aggressive Instincts)",""
"313823","EnfN","55760","55760","37","37","1","Nano Crystal (Arctic Cloak)",""
"313859","EnfN","55762","55762","4","4","1","Nano Crystal (Avenging Shield)",""
"313865","EnfN","100225","100225","57","57","1","Nano Crystal (Baleful Stare)",""
"313868","EnfN","55755","55755","83","83","1","Nano Crystal (Barbaric Blades)",""
"313892","EnfN","100264","100264","30","30","1","Nano Crystal (Berserk Rage)",""
"313928","EnfN","49828","49828","119","119","1","Nano Crystal (Brave Challenger to Colossus)",""
"313929","EnfN","49823","49823","14","14","1","Nano Crystal (Brave Challenger to Cyclops)",""
"313930","EnfN","49825","49825","76","76","1","Nano Crystal (Brave Challenger to Gargantua)",""
"313931","EnfN","49827","49827","40","40","1","Nano Crystal (Brave Challenger to Titan)",""
"313941","EnfN","55758","55758","73","73","1","Nano Crystal (Bristling Guard)",""
"313942","EnfN","55761","55761","10","10","1","Nano Crystal (Bristling Shield)",""
"313943","EnfN","29792","29792","76","76","1","Nano Crystal (Brutal Thug)",""
"313947","EnfN","100262","100262","80","80","1","Nano Crystal (Burning Rage)",""
"313968","EnfN","49820","49820","103","103","1","Nano Crystal (Challenger to Colossus)",""
"313969","EnfN","49821","49821","4","4","1","Nano Crystal (Challenger to Cyclops)",""
"313970","EnfN","49822","49822","66","66","1","Nano Crystal (Challenger to Gargantua)",""
"313971","EnfN","49819","49819","33","33","1","Nano Crystal (Challenger to Titan)",""
"314183","EnfN","95737","95737","33","33","1","Nano Crystal (Essence of Boundless Health)",""
"314184","EnfN","95733","95733","57","57","1","Nano Crystal (Essence of Cyclops)",""
"314185","EnfN","95731","95731","24","24","1","Nano Crystal (Essence of Might)",""
"314186","EnfN","95730","95730","93","93","1","Nano Crystal (Essence of Titan)",""
"314187","EnfN","95728","95728","14","14","1","Nano Crystal (Essence of Vitality)",""
"314188","EnfN","95732","95732","43","43","1","Nano Crystal (Essence of the Brave Challenger)",""
"314232","EnfN","121151","121151","37","37","1","Nano Crystal (Fearsome Shout)",""
"314242","EnfN","100263","100263","50","50","1","Nano Crystal (Fell Rage)",""
"314249","EnfN","55759","55759","20","20","1","Nano Crystal (Field of Sparks)",""
"314277","EnfN","29803","29803","60","60","1","Nano Crystal (Focused Anger)",""
"314280","EnfN","118120","118120","120","120","1","Nano Crystal (Fortify)",""
"314307","EnfN","118119","118119","90","90","1","Nano Crystal (Gird For Punishment)",""
"314320","EnfN","29804","29804","27","27","1","Nano Crystal (Glowing Retribution)",""
"314379","EnfN","29806","29806","30","30","1","Nano Crystal (Headcracker)",""
"314410","EnfN","29807","29807","63","63","1","Nano Crystal (Immolation Shield)",""
"314532","EnfN","55754","55754","106","106","1","Nano Crystal (Lightning Shield)",""
"314581","EnfN","95729","95729","4","4","1","Nano Crystal (Meatshield)",""
"314596","EnfN","49813","49813","24","24","1","Nano Crystal (Mighty Challenger to Cyclops)",""
"314597","EnfN","49814","49814","90","90","1","Nano Crystal (Mighty Challenger to Gargantua)",""
"314598","EnfN","49812","49812","53","53","1","Nano Crystal (Mighty Challenger to Titan)",""
"314624","EnfN","100201","100201","66","66","1","Nano Crystal (Mongo Bash!)",""
"314625","EnfN","100202","100202","17","17","1","Nano Crystal (Mongo Slam!)",""
"314626","EnfN","223108","223108","201","201","1","Nano Crystal (Mongo's Gargantua)",""
"314703","EnfN","29811","29811","113","113","1","Nano Crystal (Physical Dominance)",""
"314725","EnfN","55757","55757","47","47","1","Nano Crystal (Poison Stingers)",""
"314774","EnfN","121149","121149","70","70","1","Nano Crystal (Quivering Wreck)",""
"314785","EnfN","223122","223122","211","211","1","Nano Crystal (Rancorous Enmity)",""
"314827","EnfN","100222","100222","116","116","1","Nano Crystal (Roar of Aggression)",""
"314860","EnfN","118118","118118","70","70","1","Nano Crystal (Shock Absorber)",""
"314979","EnfN","100223","100223","7","7","1","Nano Crystal (Taunting Glare)",""
"315017","EnfN","118117","118117","37","37","1","Nano Crystal (Thicken Skin)",""
"315082","EnfN","118114","118114","54","54","1","Nano Crystal (Ward from Harm)",""
"315107","EnfN","202851","202851","59","59","1","NanoCrystal (Bone Crusher)",""
"315115","EnfN","202724","202724","8","8","1","NanoCrystal (Edge of Steel)",""
"315116","EnfN","202740","202740","30","30","1","NanoCrystal (Edge of the Barber)",""
"315117","EnfN","202775","202775","59","59","1","NanoCrystal (Edge of the Buccaneer)",""
"315130","EnfN","203214","203214","20","20","1","NanoCrystal (Harnessed Lightning)",""
"315161","EnfN","202827","202827","8","8","1","NanoCrystal (Skill of the Butcher)",""
"315162","EnfN","202829","202829","30","30","1","NanoCrystal (Skill of the Savage)",""
"315163","EnfN","202831","202831","59","59","1","NanoCrystal (Skill of the Viking)",""
"315170","EnfN","202869","202869","35","35","1","NanoCrystal (Talon of the Eagle)",""
"315171","EnfN","202867","202867","56","56","1","NanoCrystal (Talon of the Gryphon)",""
"315172","EnfN","202871","202871","10","10","1","NanoCrystal (Talon of the Hawk)",""
"315175","EnfN","202849","202849","8","8","1","NanoCrystal (Threat of the Bully)",""
"315176","EnfN","202841","202841","59","59","1","NanoCrystal (Thugs Joy)",""
"313776","EngN","46081","46081","40","40","1","Nano Crystal (Advanced Android)",""
"313779","EngN","46082","46082","14","14","1","Nano Crystal (Advanced Automaton)",""
"313782","EngN","46069","46069","80","80","1","Nano Crystal (Advanced Gladiatorbot)",""
"313783","EngN","46070","46070","116","116","1","Nano Crystal (Advanced Guardbot)",""
"313790","EngN","70589","70589","119","119","1","Nano Crystal (Advanced Protective Field)",""
"313792","EngN","70580","70580","109","109","1","Nano Crystal (Advanced Shielding Barrier)",""
"313812","EngN","46073","46073","33","33","1","Nano Crystal (Android)",""
"313826","EngN","29823","29823","1","1","1","Nano Crystal (Armor Megaboost)",""
"313832","EngN","205240","205240","117","117","1","Nano Crystal (Assist Aggression Subsystem)",""
"313833","EngN","205230","205230","15","15","1","Nano Crystal (Assist Combat Array)",""
"313858","EngN","46074","46074","7","7","1","Nano Crystal (Automaton)",""
"313878","EngN","70586","70586","37","37","1","Nano Crystal (Basic Defensive Screen)",""
"313883","EngN","70583","70583","33","33","1","Nano Crystal (Basic Protective Field)",""
"313885","EngN","70584","70584","27","27","1","Nano Crystal (Basic Shielding Barrier)",""
"313913","EngN","205236","205236","77","77","1","Nano Crystal (Boost Combat Array)",""
"313999","EngN","46075","46075","30","30","1","Nano Crystal (Common Android)",""
"314000","EngN","46076","46076","7","7","1","Nano Crystal (Common Automaton)",""
