aorebirth_flags,aorebirth_item_type,aorebirth_quality_level,aorebirth_resolution,clicksaver_all_item_name,clicksaver_all_key_flags,clicksaver_all_metadata_word_0,clicksaver_all_metadata_word_1,clicksaver_all_metadata_word_2,clicksaver_all_name_offset,clicksaver_all_ordinal,clicksaver_all_raw_key,clicksaver_item_id,clicksaver_item_name,clicksaver_item_name_present,clicksaver_name_conflict,clicksaver_tiny_item_name,clicksaver_tiny_key_flags,clicksaver_tiny_metadata_word_0,clicksaver_tiny_metadata_word_1,clicksaver_tiny_metadata_word_2,clicksaver_tiny_name_offset,clicksaver_tiny_ordinal,clicksaver_tiny_raw_key,group_high_id,group_high_ql,group_low_id,group_low_ql,group_relation_ids,in_all_cdb,in_tiny_cdb,name_authority,reward_catalog_endpoint_matches,reward_catalog_name_candidates
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Hydr, Bright",2,509,65534,12712,356093,8606,2147587160,103512,"Eye Implant: Vehicle Hydr, Bright",True,False,"Eye Implant: Vehicle Hydr, Bright",2,509,65534,12712,259392,6354,2147587160,103722,200,103512,1,"[103512,103722]",True,True,ALL_CDB,1,15
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Hydr, Bright",2,360500,65335,12712,356136,8607,2147587161,103513,"Eye Implant: Vehicle Hydr, Bright",True,False,"Eye Implant: Vehicle Hydr, Bright",2,360500,65335,12712,259435,6355,2147587161,103513,200,103455,1,"[103455,103513]",True,True,ALL_CDB,1,15
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,516,65534,12711,356179,8608,2147587162,103514,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,516,65534,12711,259478,6356,2147587162,103515,200,103514,1,"[103514,103515]",True,True,ALL_CDB,1,234
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,356215,8609,2147587163,103515,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,259514,6357,2147587163,103515,200,103514,1,"[103514,103515]",True,True,ALL_CDB,1,234
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,356251,8610,2147587164,103516,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,259550,6358,2147587164,103517,200,103516,1,"[103516,103517]",True,True,ALL_CDB,1,228
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,356292,8611,2147587165,103517,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,259591,6359,2147587165,103517,200,103516,1,"[103516,103517]",True,True,ALL_CDB,1,228
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,356333,8612,2147587166,103518,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,259632,6360,2147587166,103519,200,103518,1,"[103518,103519]",True,True,ALL_CDB,1,229
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,356375,8613,2147587167,103519,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,259674,6361,2147587167,103519,200,103518,1,"[103518,103519]",True,True,ALL_CDB,1,229
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,356417,8614,2147587168,103520,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,259716,6362,2147587168,103521,200,103520,1,"[103520,103521]",True,True,ALL_CDB,1,235
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,356457,8615,2147587169,103521,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,259756,6363,2147587169,103521,200,103520,1,"[103520,103521]",True,True,ALL_CDB,1,235
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,356497,8616,2147587170,103522,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,259796,6364,2147587170,103523,200,103522,1,"[103522,103523]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,356536,8617,2147587171,103523,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,259835,6365,2147587171,103523,200,103522,1,"[103522,103523]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,356575,8618,2147587172,103524,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,259874,6366,2147587172,103525,200,103524,1,"[103524,103525]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,356616,8619,2147587173,103525,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,259915,6367,2147587173,103525,200,103524,1,"[103524,103525]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Sensory Impr, Bright",2,509,65534,12712,356657,8620,2147587174,103526,"Eye Implant: Sensory Impr, Bright",True,False,"Eye Implant: Sensory Impr, Bright",2,509,65534,12712,259956,6368,2147587174,103527,200,103526,1,"[103526,103527]",True,True,ALL_CDB,1,12
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Sensory Impr, Bright",2,360500,65335,12712,356700,8621,2147587175,103527,"Eye Implant: Sensory Impr, Bright",True,False,"Eye Implant: Sensory Impr, Bright",2,360500,65335,12712,259999,6369,2147587175,103527,200,103526,1,"[103526,103527]",True,True,ALL_CDB,1,12
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,516,65534,12711,356743,8622,2147587176,103528,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,516,65534,12711,260042,6370,2147587176,103529,200,103528,1,"[103528,103529]",True,True,ALL_CDB,1,234
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,356779,8623,2147587177,103529,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,260078,6371,2147587177,103529,200,103528,1,"[103528,103529]",True,True,ALL_CDB,1,234
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,356815,8624,2147587178,103530,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,260114,6372,2147587178,103531,200,103530,1,"[103530,103531]",True,True,ALL_CDB,1,228
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,356856,8625,2147587179,103531,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,260155,6373,2147587179,103531,200,103530,1,"[103530,103531]",True,True,ALL_CDB,1,228
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,356897,8626,2147587180,103532,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,260196,6374,2147587180,103533,200,103532,1,"[103532,103533]",True,True,ALL_CDB,1,229
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,356939,8627,2147587181,103533,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,260238,6375,2147587181,103533,200,103532,1,"[103532,103533]",True,True,ALL_CDB,1,229
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,356981,8628,2147587182,103534,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,260280,6376,2147587182,103535,200,103534,1,"[103534,103535]",True,True,ALL_CDB,1,235
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,357021,8629,2147587183,103535,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,260320,6377,2147587183,103535,200,103534,1,"[103534,103535]",True,True,ALL_CDB,1,235
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,357061,8630,2147587184,103536,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,260360,6378,2147587184,103537,200,103536,1,"[103536,103537]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,357100,8631,2147587185,103537,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,260399,6379,2147587185,103537,200,103536,1,"[103536,103537]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,357139,8632,2147587186,103538,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,260438,6380,2147587186,103539,200,103538,1,"[103538,103539]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,357180,8633,2147587187,103539,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,260479,6381,2147587187,103539,200,103538,1,"[103538,103539]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Treatment, Bright",2,509,65534,12712,357221,8634,2147587188,103540,"Eye Implant: Treatment, Bright",True,False,"Eye Implant: Treatment, Bright",2,509,65534,12712,260520,6382,2147587188,103541,200,103540,1,"[103540,103541]",True,True,ALL_CDB,1,12
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Treatment, Bright",2,360500,65335,12712,357262,8635,2147587189,103541,"Eye Implant: Treatment, Bright",True,False,"Eye Implant: Treatment, Bright",2,360500,65335,12712,260561,6383,2147587189,103541,200,103540,1,"[103540,103541]",True,True,ALL_CDB,1,12
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,516,65534,12711,357303,8636,2147587190,103542,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,516,65534,12711,260602,6384,2147587190,103543,200,103542,1,"[103542,103543]",True,True,ALL_CDB,1,234
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,357339,8637,2147587191,103543,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,260638,6385,2147587191,103543,200,103542,1,"[103542,103543]",True,True,ALL_CDB,1,234
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,357375,8638,2147587192,103544,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,260674,6386,2147587192,103545,200,103544,1,"[103544,103545]",True,True,ALL_CDB,1,228
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,357416,8639,2147587193,103545,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,260715,6387,2147587193,103545,200,103544,1,"[103544,103545]",True,True,ALL_CDB,1,228
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,357457,8640,2147587194,103546,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,260756,6388,2147587194,103547,200,103546,1,"[103546,103547]",True,True,ALL_CDB,1,229
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,357499,8641,2147587195,103547,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,260798,6389,2147587195,103547,200,103546,1,"[103546,103547]",True,True,ALL_CDB,1,229
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,357541,8642,2147587196,103548,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,260840,6390,2147587196,103549,200,103548,1,"[103548,103549]",True,True,ALL_CDB,1,235
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,357581,8643,2147587197,103549,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,260880,6391,2147587197,103549,200,103548,1,"[103548,103549]",True,True,ALL_CDB,1,235
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,357621,8644,2147587198,103550,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,260920,6392,2147587198,103551,200,103550,1,"[103550,103551]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,357660,8645,2147587199,103551,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,260959,6393,2147587199,103551,200,103550,1,"[103550,103551]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,357699,8646,2147587200,103552,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,260998,6394,2147587200,103553,200,103552,1,"[103552,103553]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,357740,8647,2147587201,103553,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,261039,6395,2147587201,103553,200,103552,1,"[103552,103553]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Mech. Engi, Bright",2,509,65534,12712,357781,8648,2147587202,103554,"Eye Implant: Mech. Engi, Bright",True,False,"Eye Implant: Mech. Engi, Bright",2,509,65534,12712,261080,6396,2147587202,103555,200,103554,1,"[103554,103555]",True,True,ALL_CDB,1,12
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Mech. Engi, Bright",2,360500,65335,12712,357823,8649,2147587203,103555,"Eye Implant: Mech. Engi, Bright",True,False,"Eye Implant: Mech. Engi, Bright",2,360500,65335,12712,261122,6397,2147587203,103555,200,103554,1,"[103554,103555]",True,True,ALL_CDB,1,12
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,516,65534,12711,357865,8650,2147587204,103556,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,516,65534,12711,261164,6398,2147587204,103557,200,103556,1,"[103556,103557]",True,True,ALL_CDB,1,234
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,357901,8651,2147587205,103557,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,261200,6399,2147587205,103557,200,103556,1,"[103556,103557]",True,True,ALL_CDB,1,234
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,357937,8652,2147587206,103558,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,261236,6400,2147587206,103559,200,103558,1,"[103558,103559]",True,True,ALL_CDB,1,228
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,357978,8653,2147587207,103559,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,261277,6401,2147587207,103559,200,103558,1,"[103558,103559]",True,True,ALL_CDB,1,228
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,358019,8654,2147587208,103560,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,261318,6402,2147587208,103561,200,103560,1,"[103560,103561]",True,True,ALL_CDB,1,229
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,358061,8655,2147587209,103561,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,261360,6403,2147587209,103561,200,103560,1,"[103560,103561]",True,True,ALL_CDB,1,229
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,358103,8656,2147587210,103562,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,261402,6404,2147587210,103563,200,103562,1,"[103562,103563]",True,True,ALL_CDB,1,235
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,358143,8657,2147587211,103563,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,261442,6405,2147587211,103563,200,103562,1,"[103562,103563]",True,True,ALL_CDB,1,235
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,358183,8658,2147587212,103564,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,261482,6406,2147587212,103565,200,103564,1,"[103564,103565]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,358222,8659,2147587213,103565,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,261521,6407,2147587213,103565,200,103564,1,"[103564,103565]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,358261,8660,2147587214,103566,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,261560,6408,2147587214,103567,200,103566,1,"[103566,103567]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,358302,8661,2147587215,103567,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,261601,6409,2147587215,103567,200,103566,1,"[103566,103567]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Psycho Modi, Bright",2,509,65534,12712,358343,8662,2147587216,103568,"Eye Implant: Psycho Modi, Bright",True,False,"Eye Implant: Psycho Modi, Bright",2,509,65534,12712,261642,6410,2147587216,103569,200,103568,1,"[103568,103569]",True,True,ALL_CDB,1,12
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Psycho Modi, Bright",2,360500,65335,12712,358385,8663,2147587217,103569,"Eye Implant: Psycho Modi, Bright",True,False,"Eye Implant: Psycho Modi, Bright",2,360500,65335,12712,261684,6411,2147587217,103569,200,103568,1,"[103568,103569]",True,True,ALL_CDB,1,12
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,516,65534,12711,358427,8664,2147587218,103570,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,516,65534,12711,261726,6412,2147587218,103571,200,103570,1,"[103570,103571]",True,True,ALL_CDB,1,234
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,358463,8665,2147587219,103571,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,261762,6413,2147587219,103571,200,103570,1,"[103570,103571]",True,True,ALL_CDB,1,234
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,358499,8666,2147587220,103572,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,261798,6414,2147587220,103573,200,103572,1,"[103572,103573]",True,True,ALL_CDB,1,228
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,358540,8667,2147587221,103573,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,261839,6415,2147587221,103573,200,103572,1,"[103572,103573]",True,True,ALL_CDB,1,228
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,358581,8668,2147587222,103574,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,261880,6416,2147587222,103575,200,103574,1,"[103574,103575]",True,True,ALL_CDB,1,229
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,358623,8669,2147587223,103575,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,640500,65335,12711,261922,6417,2147587223,103575,200,103574,1,"[103574,103575]",True,True,ALL_CDB,1,229
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,358665,8670,2147587224,103576,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,516,65534,12711,261964,6418,2147587224,103577,200,103576,1,"[103576,103577]",True,True,ALL_CDB,1,235
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,358705,8671,2147587225,103577,"Eye Implant: Map Navig, Shiny",True,False,"Eye Implant: Map Navig, Shiny",2,640500,65335,12711,262004,6419,2147587225,103577,200,103576,1,"[103576,103577]",True,True,ALL_CDB,1,235
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,358745,8672,2147587226,103578,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,516,65534,12711,262044,6420,2147587226,103579,200,103578,1,"[103578,103579]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,358784,8673,2147587227,103579,"Eye Implant: Tutoring, Shiny",True,False,"Eye Implant: Tutoring, Shiny",2,640500,65335,12711,262083,6421,2147587227,103579,200,103578,1,"[103578,103579]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,358823,8674,2147587228,103580,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,516,65534,12711,262122,6422,2147587228,103581,200,103580,1,"[103580,103581]",True,True,ALL_CDB,1,233
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,358864,8675,2147587229,103581,"Eye Implant: Aimed Shot, Shiny",True,False,"Eye Implant: Aimed Shot, Shiny",2,640500,65335,12711,262163,6423,2147587229,103581,200,103580,1,"[103580,103581]",True,True,ALL_CDB,1,233
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Ranged Ener, Bright",2,509,65534,12712,358905,8676,2147587230,103582,"Eye Implant: Ranged Ener, Bright",True,False,"Eye Implant: Ranged Ener, Bright",2,509,65534,12712,262204,6424,2147587230,103583,200,103582,1,"[103582,103583]",True,True,ALL_CDB,1,12
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Ranged Ener, Bright",2,360500,65335,12712,358947,8677,2147587231,103583,"Eye Implant: Ranged Ener, Bright",True,False,"Eye Implant: Ranged Ener, Bright",2,360500,65335,12712,262246,6425,2147587231,103583,200,103582,1,"[103582,103583]",True,True,ALL_CDB,1,12
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,516,65534,12711,358989,8678,2147587232,103584,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,516,65534,12711,262288,6426,2147587232,103585,200,103584,1,"[103584,103585]",True,True,ALL_CDB,1,234
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,359025,8679,2147587233,103585,"Eye Implant: Rifle, Shiny",True,False,"Eye Implant: Rifle, Shiny",2,640500,65335,12711,262324,6427,2147587233,103585,200,103584,1,"[103584,103585]",True,True,ALL_CDB,1,234
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,359061,8680,2147587234,103586,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,516,65534,12711,262360,6428,2147587234,103587,200,103586,1,"[103586,103587]",True,True,ALL_CDB,1,228
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,359102,8681,2147587235,103587,"Eye Implant: Elec. Engi, Shiny",True,False,"Eye Implant: Elec. Engi, Shiny",2,640500,65335,12711,262401,6429,2147587235,103587,200,103586,1,"[103586,103587]",True,True,ALL_CDB,1,228
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,359143,8682,2147587236,103588,"Eye Implant: Vehicle Air, Shiny",True,False,"Eye Implant: Vehicle Air, Shiny",2,516,65534,12711,262442,6430,2147587236,103589,200,103588,1,"[103588,103589]",True,True,ALL_CDB,1,229
