"Id","SourcePlayfield","SourcePlayfieldName","SourceType","SourceInstanceDecimal","SourceInstanceHex","SourceStatelCount","SourceCoords","DestinationPlayfield","DestinationPlayfieldName","DestinationType","DestinationInstanceDecimal","DestinationInstanceHex","DestinationStatelCount","DestinationCoords","Warnings"
"255","620","Eastern Fouls Plains","51016","3225354860","0xC03F026C","1","2654.093,1.448,2773.218","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"256","620","Eastern Fouls Plains","51016","3225420396","0xC040026C","1","2839.611,2.412,2782.264","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"257","620","Eastern Fouls Plains","51016","3225485932","0xC041026C","1","2853.983,1.263,2775.154","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"258","620","Eastern Fouls Plains","51016","3225617004","0xC043026C","1","2840.959,2.412,2826.919","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"259","620","Eastern Fouls Plains","51016","3225682540","0xC044026C","1","2785.349,2.412,2828.187","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"260","620","Eastern Fouls Plains","51016","3225813612","0xC046026C","1","2849.837,1.266,2831.996","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"261","620","Eastern Fouls Plains","51016","3225879148","0xC047026C","1","2789.524,1.265,2877.37","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"262","620","Eastern Fouls Plains","51016","3225944684","0xC048026C","1","2795.187,1.265,2885.21","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"263","620","Eastern Fouls Plains","51016","3221553772","0xC005026C","1","2767.487,35.793,1440.341","1625","wood_shack_05 VP dng","51016","3221227097","0xC0000659","1","203.002,10,157.99",""
"264","620","Eastern Fouls Plains","51016","3221619308","0xC006026C","1","2752.903,35.967,1429.389","1627","wood_shack_07 VP dng","51016","3221227099","0xC000065B","1","202.992,5,155.994",""
"265","620","Eastern Fouls Plains","51016","3221684844","0xC007026C","1","2760.407,35.71,1429.392","1626","wood_shack_06 VP dng","51016","3221227098","0xC000065A","1","221.006,5,173.992",""
"266","620","Eastern Fouls Plains","51016","3221750380","0xC008026C","1","2749.057,36.103,1421.158","1621","wood_shack_01 VP dng","51016","3221227093","0xC0000655","1","199.006,5,165.992",""
"267","620","Eastern Fouls Plains","51016","3221815916","0xC009026C","1","2771.298,35.778,1431.703","1622","wood_shack_02 VP dng","51016","3221227094","0xC0000656","1","195.006,10,159.992",""
"268","620","Eastern Fouls Plains","51016","3221881452","0xC00A026C","1","2751.948,36.006,1414.518","1624","wood_shack_04 VP dng","51016","3221227096","0xC0000658","1","210.998,10,147.99",""
"269","620","Eastern Fouls Plains","51016","3221946988","0xC00B026C","1","2759.949,35.865,1418.431","1623","wood_shack_03 VP dng","51016","3221227095","0xC0000657","1","200.998,10,143.99",""
"270","625","Milky Way","51016","3221357169","0xC0020271","1","1301.511,27.106,693.411","1846","McRiid's Office","51016","3221358390","0xC0020736","1","147.002,9,70.012",""
"271","630","Pleasant Meadows","51016","3222209142","0xC00F0276","1","1150,10.813,2355.951","1187","Neutral Supermarket Advanced","51016","3221357731","0xC00204A3","1","205.001,5.01,120.015",""
"272","630","Pleasant Meadows","51016","3222274678","0xC0100276","1","1190.175,8.591,2353.387","1193","spec_smarket_neut_basic","51016","3221226665","0xC00004A9","1","201.001,5,112.01",""
"273","630","Pleasant Meadows","51016","3222340214","0xC0110276","1","2268.147,3.191,1855.982","1186","Neutral Supermarket Basic","51016","3221488802","0xC00404A2","1","175.001,5.01,108.015",""
"274","630","Pleasant Meadows","51016","3222405750","0xC0120276","1","1158.223,8.591,2330.389","1186","Neutral Supermarket Basic","51016","3221488802","0xC00404A2","1","175.001,5.01,108.015",""
"275","630","Pleasant Meadows","51016","3222667894","0xC0160276","1","1165.654,10.222,2345.193","2071","neut_advanced_armor_shop","51016","3221227543","0xC0000817","1","205.003,5.01,209.985",""
"276","630","Pleasant Meadows","51016","3222602358","0xC0150276","1","1217.885,8.795,2318.026","2060","neut_basic_weapon _shop","51016","3221227532","0xC000080C","1","169.002,5.01,173.985",""
"277","630","Pleasant Meadows","51016","3222471286","0xC0130276","1","2324.175,4.822,1816.367","2072","neut_advanced_pharmacist_shop","51016","3221227544","0xC0000818","1","205.004,5.02,205.985",""
"278","630","Pleasant Meadows","51016","3222536822","0xC0140276","1","2298.741,3.395,1824.482","2073","neut_advanced_implants_shop","51016","3221293081","0xC0010819","1","205.004,5.01,205.985",""
"279","630","Pleasant Meadows","51016","3222143606","0xC00E0276","1","2273.288,4.247,1825.317","1887","Treepine Hut","51016","3221358431","0xC002075F","1","197.005,5,266.009",""
"280","630","Pleasant Meadows","51016","3221946998","0xC00B0276","1","1511.521,54.461,715.162","1886","Versailles Tower","51016","3221751646","0xC008075E","1","225.003,14.009,158.015",""
"281","630","Pleasant Meadows","51016","3222012534","0xC00C0276","1","1511.564,42.379,696.423","1886","Versailles Tower","51016","3221751646","0xC008075E","1","225.003,14.009,158.015",""
"282","630","Pleasant Meadows","51016","3222078070","0xC00D0276","1","1535.708,53.528,707.079","1886","Versailles Tower","51016","3221751646","0xC008075E","1","225.003,14.009,158.015",""
"283","635","Stret East Bank","51016","3222733435","0xC017027B","1","814.32,47.56,1778.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"284","635","Stret East Bank","51016","3222798971","0xC018027B","1","804.32,47.56,1778.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"285","635","Stret East Bank","51016","3222864507","0xC019027B","1","794.32,47.56,1778.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"286","635","Stret East Bank","51016","3222930043","0xC01A027B","1","784.32,47.559,1778.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"287","635","Stret East Bank","51016","3222995579","0xC01B027B","1","790.22,47.56,1758.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"288","635","Stret East Bank","51016","3223061115","0xC01C027B","1","780.22,47.56,1758.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"289","635","Stret East Bank","51016","3223126651","0xC01D027B","1","770.22,47.56,1758.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"290","635","Stret East Bank","51016","3223192187","0xC01E027B","1","760.22,47.559,1758.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"291","635","Stret East Bank","51016","3223257723","0xC01F027B","1","762.32,47.56,1778.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"292","635","Stret East Bank","51016","3223323259","0xC020027B","1","752.32,47.56,1778.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"293","635","Stret East Bank","51016","3223388795","0xC021027B","1","742.32,47.56,1778.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"294","635","Stret East Bank","51016","3223454331","0xC022027B","1","732.32,47.559,1778.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"295","635","Stret East Bank","51016","3223519867","0xC023027B","1","762.22,47.56,1738.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"296","635","Stret East Bank","51016","3223585403","0xC024027B","1","752.22,47.56,1738.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"297","635","Stret East Bank","51016","3223650939","0xC025027B","1","742.22,47.56,1738.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"298","635","Stret East Bank","51016","3223716475","0xC026027B","1","732.22,47.559,1738.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"299","635","Stret East Bank","51016","3223782011","0xC027027B","1","738.221,47.56,1758.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"300","635","Stret East Bank","51016","3223847547","0xC028027B","1","728.221,47.56,1758.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"301","635","Stret East Bank","51016","3223913083","0xC029027B","1","718.221,47.56,1758.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"302","635","Stret East Bank","51016","3223978619","0xC02A027B","1","708.221,47.559,1758.159","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"303","635","Stret East Bank","51016","3224044155","0xC02B027B","1","812.265,47.559,1758.137","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"304","635","Stret East Bank","51016","3224109691","0xC02C027B","1","710.343,47.56,1778.146","1711","Factory VP dng barracks","51016","3221227183","0xC00006AF","1","169.002,5,145.99",""
"305","635","Stret East Bank","51016","3222340219","0xC011027B","1","575.825,47.595,1566.44","1012","2HO satellite (streteast) GOLD","51016","3221226484","0xC00003F4","1","166.015,0,189.003",""
"306","635","Stret East Bank","51016","3222274683","0xC010027B","1","755.281,48.025,1705.086","1011","2HO HQ (streteast) GOLD","51016","3221292019","0xC00103F3","1","186.999,0,176.01",""
"307","635","Stret East Bank","51016","3221553787","0xC005027B","1","808.182,48.612,1600.572","1185","ord_smarket_omni_sup","51016","3221226657","0xC00004A1","1","205.001,5,108.01",""
"308","635","Stret East Bank","51016","3221619323","0xC006027B","1","782.396,48.016,1587.723","2041","omni_advanced_armor_shop","51016","3221227513","0xC00007F9","1","199.002,5,205.99",""
"309","635","Stret East Bank","51016","3221684859","0xC007027B","1","769.261,48.016,1608.206","2040","omni_advanced_weapons_shop","51016","3221227512","0xC00007F8","1","203.001,5,199.99",""
"310","635","Stret East Bank","51016","3221750395","0xC008027B","1","765.228,48.017,1587.567","2042","omni_advanced_pharmacist_shop","51016","3221227514","0xC00007FA","1","199.002,5,205.99",""
"311","635","Stret East Bank","51016","3224568443","0xC033027B","1","868.884,7.133,400.328","1626","wood_shack_06 VP dng","51016","3221227098","0xC000065A","1","221.006,5,173.992",""
"312","635","Stret East Bank","51016","3224633979","0xC034027B","1","894.946,7.105,422.318","1621","wood_shack_01 VP dng","51016","3221227093","0xC0000655","1","199.006,5,165.992",""
"313","635","Stret East Bank","51016","3224699515","0xC035027B","1","893.001,7.103,412.053","1624","wood_shack_04 VP dng","51016","3221227096","0xC0000658","1","210.998,10,147.99",""
"314","635","Stret East Bank","51016","3224765051","0xC036027B","1","949.035,6.784,423.882","1623","wood_shack_03 VP dng","51016","3221227095","0xC0000657","1","200.998,10,143.99",""
"315","635","Stret East Bank","51016","3224830587","0xC037027B","1","941.35,7.097,397.148","1622","wood_shack_02 VP dng","51016","3221227094","0xC0000656","1","195.006,10,159.992",""
"316","635","Stret East Bank","51016","3224961659","0xC039027B","1","948.654,6.419,440.354","1625","wood_shack_05 VP dng","51016","3221227097","0xC0000659","1","203.002,10,157.99",""
"317","635","Stret East Bank","51016","3225027195","0xC03A027B","1","852.901,7.149,447.541","1627","wood_shack_07 VP dng","51016","3221227099","0xC000065B","1","202.992,5,155.994",""
"318","640","Tir","51016","3221291648","0xC0010280","1","534.967,8.168,374.108","2022","clan_sup_pharmacist_shop","51016","3221227494","0xC00007E6","1","219.001,5,206.01",""
"319","640","Tir","51016","3222471296","0xC0130280","1","570.36,9.152,346.64","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"320","640","Tir","51016","3222602368","0xC0150280","1","564.855,8.19,389.177","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"321","640","Tir","51016","3222667904","0xC0160280","1","553.144,8.19,335.976","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"322","640","Tir","51016","3222733440","0xC0170280","1","558.459,9.154,326.595","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"323","640","Tir","51016","3222798976","0xC0180280","1","534.68,8.174,452.04","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"324","640","Tir","51016","3222864512","0xC0190280","1","540.374,11.93,454.452","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"325","640","Tir","51016","3222995584","0xC01B0280","1","564.612,7.866,400.119","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"326","640","Tir","51016","3221357184","0xC0020280","1","561.767,8.196,518.43","2021","clan_sup_armor_shop","51016","3221227493","0xC00007E5","1","211.001,5,204.01",""
"327","640","Tir","51016","3222209152","0xC00F0280","1","550.025,8.168,371.604","2010","clan_advanced_weapons_shop","51016","3221227482","0xC00007DA","1","195.001,5,186.01",""
"328","640","Tir","51016","3223061120","0xC01C0280","1","567.898,8.004,520.348","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"329","640","Tir","51016","3223126656","0xC01D0280","1","538.75,9.149,523.418","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"330","640","Tir","51016","3223192192","0xC01E0280","1","556.453,8.189,480.002","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"331","640","Tir","51016","3223257728","0xC01F0280","1","574.075,8.001,477.638","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"332","640","Tir","51016","3223323264","0xC0200280","1","559.35,8.191,559.501","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"333","640","Tir","51016","3223388800","0xC0210280","1","576.549,8.165,525.929","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"334","640","Tir","51016","3235512960","0xC0DA0280","1","585.423,8.194,534.34","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"335","640","Tir","51016","3223454336","0xC0220280","1","565.871,8.17,488.741","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"336","640","Tir","51016","3223519872","0xC0230280","1","609.152,9.152,544.201","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"337","640","Tir","51016","3223585408","0xC0240280","1","573.892,9.152,441.281","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"338","640","Tir","51016","3223650944","0xC0250280","1","563.923,9.152,378.606","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"339","640","Tir","51016","3223716480","0xC0260280","1","564.12,8,367.698","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"340","640","Tir","51016","3223913088","0xC0290280","1","543.966,8.209,357.777","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"341","640","Tir","51016","3223978624","0xC02A0280","1","559.45,8.194,356.843","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"342","640","Tir","51016","3224044160","0xC02B0280","1","547.009,8.168,404.805","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"343","640","Tir","51016","3224175232","0xC02D0280","1","476.44,8,301.472","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"344","640","Tir","51016","3224240768","0xC02E0280","1","539.056,8.19,341.224","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"345","640","Tir","51016","3224306304","0xC02F0280","1","541.194,9.154,330.334","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"346","640","Tir","51016","3224371840","0xC0300280","1","513.727,8.19,327.423","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"347","640","Tir","51016","3224437376","0xC0310280","1","512.502,8.2,343.015","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"348","640","Tir","51016","3224502912","0xC0320280","1","506.808,11.956,340.603","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"349","640","Tir","51016","3224568448","0xC0330280","1","533.593,8.19,308.542","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"350","640","Tir","51016","3224765056","0xC0360280","1","559.788,8.2,308.239","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"351","640","Tir","51016","3224830592","0xC0370280","1","554.094,11.956,305.827","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"352","640","Tir","51016","3224896128","0xC0380280","1","523.041,8.209,322.155","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"353","640","Tir","51016","3224961664","0xC0390280","1","538.525,8.194,321.221","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"354","640","Tir","51016","3225092736","0xC03B0280","1","493.974,8,305.62","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"355","640","Tir","51016","3225158272","0xC03C0280","1","486.075,8.19,308.084","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"356","640","Tir","51016","3225223808","0xC03D0280","1","514.292,8.168,322.056","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"357","640","Tir","51016","3225289344","0xC03E0280","1","496.657,9.152,315.807","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"358","640","Tir","51016","3225354880","0xC03F0280","0","","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99","missing source statel"
"359","640","Tir","51016","3225420416","0xC0400280","1","380.663,9.152,557.704","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"360","640","Tir","51016","3221422720","0xC0030280","1","394.979,8.168,504.16","2001","clan_basic_weapons_shop","51016","3221227473","0xC00007D1","1","211.001,5,154.01",""
"361","640","Tir","51016","3225485952","0xC0410280","1","377.808,8.168,455.123","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"362","640","Tir","51016","3225551488","0xC0420280","1","374.635,9.152,398.292","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"363","640","Tir","51016","3221488256","0xC0040280","1","391.774,8.194,544.137","1190","spec_smarket_clan_sup","51016","3221226662","0xC00004A6","1","179.001,5,120.01",""
"364","640","Tir","51016","3225617024","0xC0430280","1","390.028,8,399.232","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"365","640","Tir","51016","3225682560","0xC0440280","1","378.45,9.152,521.902","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"366","640","Tir","51016","3225748096","0xC0450280","1","375.852,8.15,494.1","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"367","640","Tir","51016","3221553792","0xC0050280","1","387.147,7.999,483.152","1181","ord_smarket_clan_advanced","51016","3221226653","0xC000049D","1","187.001,5,152.01",""
"368","640","Tir","51016","3225813632","0xC0460280","1","386.969,8,523.026","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"369","640","Tir","51016","3225879168","0xC0470280","1","393.577,8.168,533.08","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"370","640","Tir","51016","3225944704","0xC0480280","1","412.352,8.19,485.423","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"371","640","Tir","51016","3226010240","0xC0490280","1","401.001,8.168,497.368","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"372","640","Tir","51016","3226075776","0xC04A0280","0","","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01","missing source statel"
"373","640","Tir","51016","3226141312","0xC04B0280","1","383.837,8.194,465.962","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"374","640","Tir","51016","3226206848","0xC04C0280","1","377.059,8,417.077","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"375","640","Tir","51016","3226272384","0xC04D0280","1","396.74,8.171,425.675","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"376","640","Tir","51016","3226337920","0xC04E0280","1","399.152,11.926,419.981","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"377","640","Tir","51016","3226403456","0xC04F0280","1","413.122,8.19,373.048","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"378","640","Tir","51016","3226468992","0xC0500280","1","385.616,8.209,376.438","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"379","640","Tir","51016","3226534528","0xC0510280","1","386.55,8.194,391.923","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"380","640","Tir","51016","3226665600","0xC0530280","1","376.454,8.18,407.163","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"381","640","Tir","51016","3226731136","0xC0540280","1","376.644,8.19,323.976","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"382","640","Tir","51016","3226796672","0xC0550280","1","411.583,9.152,303.378","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"383","640","Tir","51016","3226862208","0xC0560280","1","372.44,8.2,345.504","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"384","640","Tir","51016","3226927744","0xC0570280","1","374.852,11.956,339.81","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"385","640","Tir","51016","3226993280","0xC0580280","1","377.152,8.19,533.824","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"386","640","Tir","51016","3221684864","0xC0070280","1","394.919,9.154,352.673","2005","clan_basic_implants_shop","51016","3221227477","0xC00007D5","1","193.004,5,162.009",""
"387","640","Tir","51016","3227058816","0xC0590280","1","373.423,8.168,359.054","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"388","640","Tir","51016","3227124352","0xC05A0280","1","477.321,8.19,345.461","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"389","640","Tir","51016","3227320960","0xC05D0280","1","492.459,8.168,345.423","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"390","640","Tir","51016","3227386496","0xC05E0280","1","489.259,9.152,331.044","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"391","640","Tir","51016","3221750400","0xC0080280","1","401.67,8.171,349.522","1182","ord_smarket_clan_sup","51016","3221226654","0xC000049E","1","187,6.101,152.012",""
"392","640","Tir","51016","3235644032","0xC0DC0280","1","407.364,11.926,351.934","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"393","640","Tir","51016","3221226112","0xC0000280","1","411.424,8.209,343.577","2023","clan_sup_implants_shop","51016","3221227495","0xC00007E7","1","213.004,5,204.009",""
"395","640","Tir","51016","3235709568","0xC0DD0280","1","426.908,8.194,342.643","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"396","640","Tir","51016","3227452032","0xC05F0280","1","424.277,8.168,317.008","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"397","640","Tir","51016","3227517568","0xC0600280","1","402.219,8.19,363.668","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"398","640","Tir","51016","3221815936","0xC0090280","1","416.215,8,474.012","2003","clan_basic_pharmasist_shop","51016","3221227475","0xC00007D3","1","197.001,5,158.01",""
"399","640","Tir","51016","3227583104","0xC0610280","1","404.184,9.154,343.677","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"400","640","Tir","51016","3227648640","0xC0620280","1","409.145,8.19,331.227","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"401","640","Tir","51016","3227714176","0xC0630280","1","379.022,7.951,305.093","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"402","640","Tir","51016","3227779712","0xC0640280","1","402.248,8.19,392.431","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"403","640","Tir","51016","3227910784","0xC0660280","1","416.465,9.152,381.827","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"404","640","Tir","51016","3227976320","0xC0670280","1","409.423,8.168,318.792","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"405","640","Tir","51016","3228041856","0xC0680280","1","390.437,8,338.857","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"406","640","Tir","51016","3228107392","0xC0690280","1","402.627,8,437.618","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"407","640","Tir","51016","3228172928","0xC06A0280","1","415.647,8,400.049","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"408","640","Tir","51016","3228500608","0xC06F0280","1","410.302,9.137,409.203","1322","tir clanbuilding1 dng","51016","3221226794","0xC000052A","1","210.998,0,193.99",""
"409","640","Tir","51016","3228566144","0xC0700280","1","401.789,8.19,452.898","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99",""
"410","640","Tir","51016","3228631680","0xC0710280","1","438.827,8,306.988","1326","tir clanbuilding3","51016","3221226798","0xC000052E","1","215.99,0,285.002",""
"411","640","Tir","51016","3228762752","0xC0730280","1","419.382,8.209,513.477","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"412","640","Tir","51016","3228828288","0xC0740280","1","418.447,8.194,497.992","1328","tir clanbuilding5 dng","51016","3221226800","0xC0000530","1","262.998,0,272.01",""
"413","640","Tir","51016","3228893824","0xC0750280","1","531.54,8.168,311.252","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"414","640","Tir","51016","3229024896","0xC0770280","1","420.835,8.171,559.752","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"415","640","Tir","51016","3229155968","0xC0790280","1","415.141,11.926,557.34","1321","tir clanbuilding2 dng","51016","3221226793","0xC0000529","1","208.997,0,282.009",""
"416","640","Tir","51016","3229221504","0xC07A0280","1","419.107,8.168,521.847","1330","tir clanbuilding7 dng","51016","3221226802","0xC0000532","1","186.996,0,179.991",""
"417","640","Tir","51016","3229352576","0xC07C0280","0","","1329","tir clanbuilding6 dng","51016","3221226801","0xC0000531","1","125.002,0,209.99","missing source statel"
