mission_ql,captured,offer_count,request_count,unique_destinations,unique_destination_playfields,new_destinations_last_100,new_destinations_last_500,new_destinations_last_1000,marginal_new_destinations_per_1000,saturation,previous_ql_destination_jaccard,next_ql_destination_jaccard,candidate_level_count,candidate_levels,candidate_detents,recommended_priority,recommendation_reason,included_in_broad_wave,probability_inference
93,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,62;72;78;85;93;104;110;117;124;125;133;134,62:10;72:9;78:8;85:7;93:6;104:5;110:4;117:3;124:2;125:2;133:1;134:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
94,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,63;73;79;86;94;105;111;118;126;135,63:10;73:9;79:8;86:7;94:6;105:5;111:4;118:3;126:2;135:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
95,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,53;87;95;106;112;119;127;136;137,53:11;87:7;95:6;106:5;112:4;119:3;127:2;136:1;137:1,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
96,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,13,64;74;80;88;96;107;113;114;120;121;128;129;138,64:10;74:9;80:8;88:7;96:6;107:5;113:4;114:4;120:3;121:3;128:2;129:2;138:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
97,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,54;65;75;81;89;97;108;115;122;130;139,54:11;65:10;75:9;81:8;89:7;97:6;108:5;115:4;122:3;130:2;139:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
98,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,55;76;82;98;109;116;123;131;140;141,55:11;76:9;82:8;98:6;109:5;116:4;123:3;131:2;140:1;141:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
99,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,66;83;90;99;110;111;117;124;132;133;142,66:10;83:8;90:7;99:6;110:5;111:5;117:4;124:3;132:2;133:2;142:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
100,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,13,56;67;77;84;91;100;112;118;125;126;134;143;144,56:11;67:10;77:9;84:8;91:7;100:6;112:5;118:4;125:3;126:3;134:2;143:1;144:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
101,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,78;92;101;113;119;127;135;145,78:9;92:7;101:6;113:5;119:4;127:3;135:2;145:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
102,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,14,57;68;79;85;93;102;114;120;121;128;136;137;146;147,57:11;68:10;79:9;85:8;93:7;102:6;114:5;120:4;121:4;128:3;136:2;137:2;146:1;147:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
103,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,58;69;86;94;103;115;122;129;138;148,58:11;69:10;86:8;94:7;103:6;115:5;122:4;129:3;138:2;148:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
104,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,80;87;95;104;116;123;130;131;139;149,80:9;87:8;95:7;104:6;116:5;123:4;130:3;131:3;139:2;149:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
105,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,13,59;70;81;88;96;105;117;124;132;140;141;150;151,59:11;70:10;81:9;88:8;96:7;105:6;117:5;124:4;132:3;140:2;141:2;150:1;151:1,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
106,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,71;82;89;97;106;118;125;133;142;152,71:10;82:9;89:8;97:7;106:6;118:5;125:4;133:3;142:2;152:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
107,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,83;98;107;119;126;127;134;143;153;154,83:9;98:7;107:6;119:5;126:4;127:4;134:3;143:2;153:1;154:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
108,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,13,60;72;90;99;108;120;121;128;135;136;144;145;155,60:11;72:10;90:8;99:7;108:6;120:5;121:5;128:4;135:3;136:3;144:2;145:2;155:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
109,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,61;73;84;91;109;122;129;137;146;156;157,61:11;73:10;84:9;91:8;109:6;122:5;129:4;137:3;146:2;156:1;157:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
110,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,62;85;92;100;110;123;130;138;147;158,62:11;85:9;92:8;100:7;110:6;123:5;130:4;138:3;147:2;158:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
111,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,74;86;93;101;111;124;131;139;148;149;159,74:10;86:9;93:8;101:7;111:6;124:5;131:4;139:3;148:2;149:2;159:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
112,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,63;75;94;102;112;125;132;140;141;150;160;161,63:11;75:10;94:8;102:7;112:6;125:5;132:4;140:3;141:3;150:2;160:1;161:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
113,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,87;103;113;126;133;134;142;151;162,87:9;103:7;113:6;126:5;133:4;134:4;142:3;151:2;162:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
114,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,13,64;76;88;95;104;114;127;135;143;152;153;163;164,64:11;76:10;88:9;95:8;104:7;114:6;127:5;135:4;143:3;152:2;153:2;163:1;164:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
115,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,77;89;96;105;115;128;136;144;154;165,77:10;89:9;96:8;105:7;115:6;128:5;136:4;144:3;154:2;165:1,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
116,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,65;97;106;116;129;137;145;146;155;166;167,65:11;97:8;106:7;116:6;129:5;137:4;145:3;146:3;155:2;166:1;167:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
117,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,78;90;98;107;117;130;131;138;147;156;157;168,78:10;90:9;98:8;107:7;117:6;130:5;131:5;138:4;147:3;156:2;157:2;168:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
118,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,66;79;91;99;108;118;132;139;148;158;169,66:11;79:10;91:9;99:8;108:7;118:6;132:5;139:4;148:3;158:2;169:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
119,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,92;109;119;133;140;141;149;159;170;171,92:9;109:7;119:6;133:5;140:4;141:4;149:3;159:2;170:1;171:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
120,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,67;80;93;100;120;134;142;150;151;160;161;172,67:11;80:10;93:9;100:8;120:6;134:5;142:4;150:3;151:3;160:2;161:2;172:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
121,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,68;81;101;110;121;135;143;152;162;173;174,68:11;81:10;101:8;110:7;121:6;135:5;143:4;152:3;162:2;173:1;174:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
122,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,94;102;111;112;122;136;144;153;163;175,94:9;102:8;111:7;112:7;122:6;136:5;144:4;153:3;163:2;175:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
123,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,69;82;95;103;123;137;145;154;164;165;176;177,69:11;82:10;95:9;103:8;123:6;137:5;145:4;154:3;164:2;165:2;176:1;177:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
124,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,83;96;104;113;124;138;146;147;155;156;166;178,83:10;96:9;104:8;113:7;124:6;138:5;146:4;147:4;155:3;156:3;166:2;178:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
125,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,70;114;125;139;148;157;167;179,70:11;114:7;125:6;139:5;148:4;157:3;167:2;179:1,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
126,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,13,84;97;105;115;126;140;141;149;158;168;169;180;181,84:10;97:9;105:8;115:7;126:6;140:5;141:5;149:4;158:3;168:2;169:2;180:1;181:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
127,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,71;85;98;106;116;127;142;150;159;170;182,71:11;85:10;98:9;106:8;116:7;127:6;142:5;150:4;159:3;170:2;182:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
128,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,72;99;107;117;128;143;151;160;161;171;183;184,72:11;99:9;107:8;117:7;128:6;143:5;151:4;160:3;161:3;171:2;183:1;184:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
129,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,86;108;118;129;144;152;162;172;173;185,86:10;108:8;118:7;129:6;144:5;152:4;162:3;172:2;173:2;185:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
130,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,13,73;87;100;109;119;130;145;153;154;163;174;186;187,73:11;87:10;100:9;109:8;119:7;130:6;145:5;153:4;154:4;163:3;174:2;186:1;187:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
131,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,101;131;146;155;164;175;188,101:9;131:6;146:5;155:4;164:3;175:2;188:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
132,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,13,74;88;102;110;120;132;147;156;165;166;176;177;189,74:11;88:10;102:9;110:8;120:7;132:6;147:5;156:4;165:3;166:3;176:2;177:2;189:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
133,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,89;103;111;121;133;148;157;167;178;190;191,89:10;103:9;111:8;121:7;133:6;148:5;157:4;167:3;178:2;190:1;191:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
134,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,75;112;122;134;149;158;168;179;192,75:11;112:8;122:7;134:6;149:5;158:4;168:3;179:2;192:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
135,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,14,76;90;104;113;123;135;150;151;159;169;180;181;193;194,76:11;90:10;104:9;113:8;123:7;135:6;150:5;151:5;159:4;169:3;180:2;181:2;193:1;194:1,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
136,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,91;105;114;124;136;152;160;161;170;171;182;195,91:10;105:9;114:8;124:7;136:6;152:5;160:4;161:4;170:3;171:3;182:2;195:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
137,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,77;106;125;137;153;162;172;183;196;197,77:11;106:9;125:7;137:6;153:5;162:4;172:3;183:2;196:1;197:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
138,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,78;92;115;126;138;154;163;173;184;185;198,78:11;92:10;115:8;126:7;138:6;154:5;163:4;173:3;184:2;185:2;198:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
139,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,79;93;107;116;127;139;155;164;174;186;199,79:11;93:10;107:9;116:8;127:7;139:6;155:5;164:4;174:3;186:2;199:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
140,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,108;117;128;140;156;165;175;176;187;200;201,108:9;117:8;128:7;140:6;156:5;165:4;175:3;176:3;187:2;200:1;201:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
141,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,94;109;118;129;141;157;166;167;177;188;189;202,94:10;109:9;118:8;129:7;141:6;157:5;166:4;167:4;177:3;188:2;189:2;202:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
142,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,95;119;142;158;168;178;190;203;204,95:10;119:8;142:6;158:5;168:4;178:3;190:2;203:1;204:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
143,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,110;130;143;159;169;179;191;205,110:9;130:7;143:6;159:5;169:4;179:3;191:2;205:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
144,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,15,80;96;111;120;131;144;160;161;170;180;181;192;193;206;207,80:11;96:10;111:9;120:8;131:7;144:6;160:5;161:5;170:4;180:3;181:3;192:2;193:2;206:1;207:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
145,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,81;97;112;121;132;145;162;171;182;194;208,81:11;97:10;112:9;121:8;132:7;145:6;162:5;171:4;182:3;194:2;208:1,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
146,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,82;113;122;133;146;163;172;183;195;209,82:11;113:9;122:8;133:7;146:6;163:5;172:4;183:3;195:2;209:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
147,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,98;123;134;147;164;173;174;184;196;197;210;211,98:10;123:8;134:7;147:6;164:5;173:4;174:4;184:3;196:2;197:2;210:1;211:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
148,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,83;99;114;124;135;148;165;175;185;186;198;212,83:11;99:10;114:9;124:8;135:7;148:6;165:5;175:4;185:3;186:3;198:2;212:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
149,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,84;115;136;149;166;176;187;199;213;214,84:11;115:9;136:7;149:6;166:5;176:4;187:3;199:2;213:1;214:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
150,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,100;116;125;137;150;167;177;188;200;201;215,100:10;116:9;125:8;137:7;150:6;167:5;177:4;188:3;200:2;201:2;215:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
151,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,85;101;126;138;151;168;178;189;202;216;217,85:11;101:10;126:8;138:7;151:6;168:5;178:4;189:3;202:2;216:1;217:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
152,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,117;127;139;152;169;179;190;191;203;218,117:9;127:8;139:7;152:6;169:5;179:4;190:3;191:3;203:2;218:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
153,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,12,102;118;128;153;170;171;180;181;192;204;205;219,102:10;118:9;128:8;153:6;170:5;171:5;180:4;181:4;192:3;204:2;205:2;219:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
154,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,86;103;119;129;140;154;172;182;193;206;220,86:11;103:10;119:9;129:8;140:7;154:6;172:5;182:4;193:3;206:2;220:1,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
155,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,87;141;155;173;183;194;207,87:11;141:7;155:6;173:5;183:4;194:3;207:2,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
156,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,104;120;130;142;156;174;184;195;196;208;209,104:10;120:9;130:8;142:7;156:6;174:5;184:4;195:3;196:3;208:2;209:2,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
157,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,88;105;121;131;143;157;175;185;197;210,88:11;105:10;121:9;131:8;143:7;157:6;175:5;185:4;197:3;210:2,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
158,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,122;132;144;158;176;186;187;198;211,122:9;132:8;144:7;158:6;176:5;186:4;187:4;198:3;211:2,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
159,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,89;106;123;133;145;159;177;188;199;212;213,89:11;106:10;123:9;133:8;145:7;159:6;177:5;188:4;199:3;212:2;213:2,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
160,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,107;134;146;160;178;189;200;201;214,107:10;134:8;146:7;160:6;178:5;189:4;200:3;201:3;214:2,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
161,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,90;124;147;161;179;190;202;215,90:11;124:9;147:7;161:6;179:5;190:4;202:3;215:2,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
162,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,11,108;125;135;148;162;180;181;191;203;216;217,108:10;125:9;135:8;148:7;162:6;180:5;181:5;191:4;203:3;216:2;217:2,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
163,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,91;109;126;136;149;163;182;192;204;218,91:11;109:10;126:9;136:8;149:7;163:6;182:5;192:4;204:3;218:2,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
164,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,92;137;164;183;193;194;205;206;219,92:11;137:8;164:6;183:5;193:4;194:4;205:3;206:3;219:2,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
165,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,110;127;138;150;165;184;195;207;220,110:10;127:9;138:8;150:7;165:6;184:5;195:4;207:3;220:2,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
166,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,93;111;128;139;151;166;185;196;208,93:11;111:10;128:9;139:8;151:7;166:6;185:5;196:4;208:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
167,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,129;152;167;186;197;209,129:9;152:7;167:6;186:5;197:4;209:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
168,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,94;112;140;153;168;187;198;210;211,94:11;112:10;140:8;153:7;168:6;187:5;198:4;210:3;211:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
169,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,113;130;141;154;169;188;199;212,113:10;130:9;141:8;154:7;169:6;188:5;199:4;212:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
170,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,95;131;142;155;170;189;200;201;213,95:11;131:9;142:8;155:7;170:6;189:5;200:4;201:4;213:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
171,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,10,96;114;132;143;156;171;190;191;202;214,96:11;114:10;132:9;143:8;156:7;171:6;190:5;191:5;202:4;214:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
172,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,115;133;144;157;172;192;203;215;216,115:10;133:9;144:8;157:7;172:6;192:5;203:4;215:3;216:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
173,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,97;158;173;193;204;217,97:11;158:7;173:6;193:5;204:4;217:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
174,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,116;134;145;159;174;194;205;218,116:10;134:9;145:8;159:7;174:6;194:5;205:4;218:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
175,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,9,98;117;135;146;175;195;206;207;219,98:11;117:10;135:9;146:8;175:6;195:5;206:4;207:4;219:3,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
176,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,136;147;160;176;196;208;220,136:9;147:8;160:7;176:6;196:5;208:4;220:3,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
177,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,99;118;148;161;177;197;209,99:11;118:10;148:8;161:7;177:6;197:5;209:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
178,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,119;137;149;162;178;198;210,119:10;137:9;149:8;162:7;178:6;198:5;210:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
179,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,100;138;163;179;199;211,100:11;138:9;163:7;179:6;199:5;211:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
180,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,120;139;150;164;180;200;201;212,120:10;139:9;150:8;164:7;180:6;200:5;201:5;212:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
181,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,121;151;165;181;202;213;214,121:10;151:8;165:7;181:6;202:5;213:4;214:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
182,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,140;152;166;182;203;215,140:9;152:8;166:7;182:6;203:5;215:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
183,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,7,122;141;153;167;183;204;216,122:10;141:9;153:8;167:7;183:6;204:5;216:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
184,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,8,101;123;142;154;168;184;205;217,101:11;123:10;142:9;154:8;168:7;184:6;205:5;217:4,P2,DEFER_UNTIL_BROAD_WAVE_MARGINAL_YIELD_REVIEW,False,NOT_PERFORMED
185,False,0,0,0,0,0,0,0,,NOT_CAPTURED,,,6,103;143;169;185;206;218,103:11;143:9;169:7;185:6;206:5;218:4,P1,BROAD_UNOBSERVED_QL_BAND_SAMPLE,True,NOT_PERFORMED
